vertlife species,original names,updated names,present in tree,changed names
Arctocephalus galapagoensis,Macaca_sinica,Macaca sinica,TRUE,Macaca_sinica
Arctocephalus gazella,Macaca_sylvanus,Macaca sylvanus,TRUE,Macaca_sylvanus
Arctocephalus philippii,Macaca_sylvanus,Macaca sylvanus,TRUE,Macaca_sylvanus
Arctocephalus pusillus,Macaca_sylvanus,Macaca sylvanus,TRUE,Macaca_sylvanus
Arctocephalus townsendi,Macaca_sylvanus,Macaca sylvanus,TRUE,Macaca_sylvanus
Arctocephalus tropicalis,Macaca_thibetana,Macaca thibetana,TRUE,Macaca_thibetana
Arctodus simus,Macaca_thibetana,Macaca thibetana,TRUE,Macaca_thibetana
Arctogalidia trivirgata,Macaca_tonkeana,Macaca tonkeana,TRUE,Macaca_tonkeana
Arctonyx collaris,Mandrillus_leucophaeus,Mandrillus leucophaeus,TRUE,Mandrillus_leucophaeus
Ardops nichollsi,Mandrillus_sphinx,Mandrillus sphinx,TRUE,Mandrillus_sphinx
Arielulus aureocollaris,Mandrillus_sphinx,Mandrillus sphinx,TRUE,Mandrillus_sphinx
Arielulus circumdatus,Mandrillus_sphinx,Mandrillus sphinx,TRUE,Mandrillus_sphinx
Arielulus cuprosus,Mico_argentatus,Mico argentatus,TRUE,Mico_argentatus
Arielulus societatis,Microcebus_griseorufus,Microcebus griseorufus,TRUE,Microcebus_griseorufus
Arielulus torquatus,Microcebus_murinus,Microcebus murinus,TRUE,Microcebus_murinus
Ariteus flavescens,Microcebus_ravelobensis,Microcebus ravelobensis,TRUE,Microcebus_ravelobensis
Artibeus amplus,Miopithecus_talapoin,Miopithecus talapoin,TRUE,Miopithecus_talapoin
Artibeus concolor,Miopithecus_talapoin,Miopithecus talapoin,TRUE,Miopithecus_talapoin
Artibeus fimbriatus,Mirza_coquereli,Mirza coquereli,TRUE,Mirza_coquereli
Artibeus fraterculus,Nasalis_larvatus,Nasalis larvatus,TRUE,Nasalis_larvatus
Artibeus hirsutus,Nasalis_larvatus,Nasalis larvatus,TRUE,Nasalis_larvatus
Artibeus inopinatus,Nasalis_larvatus,Nasalis larvatus,TRUE,Nasalis_larvatus
Artibeus jamaicensis,Nasalis_larvatus,Nasalis larvatus,TRUE,Nasalis_larvatus
Artibeus lituratus,Nasalis_larvatus,Nasalis larvatus,TRUE,Nasalis_larvatus
Artibeus obscurus,Nasalis_larvatus,Nasalis larvatus,TRUE,Nasalis_larvatus
Artibeus planirostris,Nomascus_concolor,Nomascus concolor,TRUE,Nomascus_concolor
Arvicanthis abyssinicus,Nomascus_gabriellae,Nomascus gabriellae,TRUE,Nomascus_gabriellae
Arvicanthis ansorgei,Nomascus_nasutus,Nomascus nasutus,TRUE,Nomascus_nasutus
Arvicanthis blicki,Nomascus_nasutus,Nomascus nasutus,TRUE,Nomascus_nasutus
Arvicanthis nairobae,Nycticebus_coucang,Nycticebus coucang,TRUE,Nycticebus_coucang
Arvicanthis neumanni,Otolemur_crassicaudatus,Otolemur crassicaudatus,TRUE,Otolemur_crassicaudatus
Arvicanthis niloticus,Otolemur_garnettii,Otolemur garnettii,TRUE,Otolemur_garnettii
Arvicanthis rufinus,Otolemur_garnettii,Otolemur garnettii,TRUE,Otolemur_garnettii
Arvicola amphibius,Pan_paniscus,Pan paniscus,TRUE,Pan_paniscus
Arvicola sapidus,Pan_paniscus,Pan paniscus,TRUE,Pan_paniscus
Arvicola scherman,Pan_paniscus,Pan paniscus,TRUE,Pan_paniscus
Asellia arabica,Pan_paniscus,Pan paniscus,TRUE,Pan_paniscus
Asellia patrizii,Pan_paniscus,Pan paniscus,TRUE,Pan_paniscus
Asellia tridens,Pan_paniscus,Pan paniscus,TRUE,Pan_paniscus
Aselliscus stoliczkanus,Pan_troglodytes_troglodytes,Pan troglodytes,TRUE,Pan_troglodytes
Aselliscus tricuspidatus,Pan_troglodytes_troglodytes,Pan troglodytes,TRUE,Pan_troglodytes
Atelerix albiventris,Pan_troglodytes_troglodytes,Pan troglodytes,TRUE,Pan_troglodytes
Atelerix algirus,Pan_troglodytes_troglodytes,Pan troglodytes,TRUE,Pan_troglodytes
Atelerix frontalis,Pan_troglodytes_troglodytes,Pan troglodytes,TRUE,Pan_troglodytes
Atelerix sclateri,Pan_troglodytes_troglodytes,Pan troglodytes,TRUE,Pan_troglodytes
Ateles belzebuth,Pan_troglodytes_troglodytes,Pan troglodytes,TRUE,Pan_troglodytes
Ateles chamek,Pan_troglodytes_troglodytes,Pan troglodytes,TRUE,Pan_troglodytes
Ateles fusciceps,Papio_anubis,Papio anubis,TRUE,Papio_anubis
Ateles geoffroyi,Papio_anubis,Papio anubis,TRUE,Papio_anubis
Ateles hybridus,Papio_anubis,Papio anubis,TRUE,Papio_anubis
Ateles marginatus,Papio_anubis,Papio anubis,TRUE,Papio_anubis
Ateles paniscus,Papio_anubis,Papio anubis,TRUE,Papio_anubis
Atelocynus microtis,Papio_anubis,Papio anubis,TRUE,Papio_anubis
Atherurus africanus,Papio_cynocephalus,Papio cynocephalus,TRUE,Papio_cynocephalus
Atherurus macrourus,Papio_cynocephalus,Papio cynocephalus,TRUE,Papio_cynocephalus
Atilax paludinosus,Papio_cynocephalus,Papio cynocephalus,TRUE,Papio_cynocephalus
Atlantoxerus getulus,Papio_cynocephalus,Papio cynocephalus,TRUE,Papio_cynocephalus
Auliscomys boliviensis,Papio_cynocephalus,Papio cynocephalus,TRUE,Papio_cynocephalus
Auliscomys pictus,Papio_cynocephalus,Papio cynocephalus,TRUE,Papio_cynocephalus
Auliscomys sublimis,Papio_hamadryas,Papio hamadryas,TRUE,Papio_hamadryas
Avahi betsileo,Papio_hamadryas,Papio hamadryas,TRUE,Papio_hamadryas
Avahi cleesei,Papio_hamadryas,Papio hamadryas,TRUE,Papio_hamadryas
Avahi laniger,Papio_papio,Papio papio,TRUE,Papio_papio
Avahi meridionalis,Papio_papio,Papio papio,TRUE,Papio_papio
Avahi mooreorum,Papio_ursinus,Papio ursinus,TRUE,Papio_ursinus
Avahi occidentalis,Papio_ursinus,Papio ursinus,TRUE,Papio_ursinus
Avahi peyrierasi,Papio_ursinus,Papio ursinus,TRUE,Papio_ursinus
Avahi ramanantsoavanai,Papio_ursinus,Papio ursinus,TRUE,Papio_ursinus
Avahi unicolor,Papio_ursinus,Papio ursinus,TRUE,Papio_ursinus
Axis axis,Papio_ursinus,Papio ursinus,TRUE,Papio_ursinus
Axis calamianensis,Papio_ursinus,Papio ursinus,TRUE,Papio_ursinus
Axis kuhlii,Papio_ursinus,Papio ursinus,TRUE,Papio_ursinus
Axis porcinus,Perodicticus_potto,Perodicticus potto,TRUE,Perodicticus_potto
Babyrousa babyrussa,Perodicticus_potto,Perodicticus potto,TRUE,Perodicticus_potto
Babyrousa celebensis,Phaner_furcifer,Phaner furcifer,TRUE,Phaner_furcifer
Babyrousa togeanensis,Piliocolobus_badius,Procolobus badius,TRUE,Procolobus_badius
Baiomys musculus,Piliocolobus_badius,Procolobus badius,TRUE,Procolobus_badius
Baiomys taylori,Piliocolobus_kirkii,Procolobus kirkii,TRUE,Procolobus_kirkii
Baiyankamys habbema,Piliocolobus_oustaleti,Procolobus rufomitratus,TRUE,Procolobus_rufomitratus
Baiyankamys shawmayeri,Piliocolobus_rufomitratus,Procolobus rufomitratus,TRUE,Procolobus_rufomitratus
Balaena mysticetus,Pithecia_aequatorialis,Pithecia aequatorialis,TRUE,Pithecia_aequatorialis
Balaenoptera acutorostrata,Pithecia_aequatorialis,Pithecia aequatorialis,TRUE,Pithecia_aequatorialis
Balaenoptera bonaerensis,Pithecia_chrysocephala,Pithecia chrysocephala,TRUE,Pithecia_chrysocephala
Balaenoptera borealis,Pithecia_irrorata,Pithecia irrorata,TRUE,Pithecia_irrorata
Balaenoptera edeni,Pithecia_pithecia,Pithecia pithecia,TRUE,Pithecia_pithecia
Balaenoptera musculus,Pithecia_pithecia,Pithecia pithecia,TRUE,Pithecia_pithecia
Balaenoptera omurai,Pithecia_pithecia,Pithecia pithecia,TRUE,Pithecia_pithecia
Balaenoptera physalus,Plecturocebus_discolor,Callicebus discolor,TRUE,Callicebus_discolor
Balantiopteryx infusca,Plecturocebus_oenanthe,Callicebus oenanthe,TRUE,Callicebus_oenanthe
Balantiopteryx io,Pongo_pygmaeus,Pongo pygmaeus,TRUE,Pongo_pygmaeus
Balantiopteryx plicata,Presbytis_comata,Presbytis comata,TRUE,Presbytis_comata
Balionycteris maculata,Presbytis_comata,Presbytis comata,TRUE,Presbytis_comata
Bandicota bengalensis,Presbytis_frontata,Presbytis frontata,TRUE,Presbytis_frontata
Bandicota indica,Presbytis_hosei,Presbytis hosei,TRUE,Presbytis_hosei
Bandicota savilei,Presbytis_melalophos,Presbytis melalophos,TRUE,Presbytis_melalophos
Barbastella barbastellus,Presbytis_melalophos,Presbytis melalophos,TRUE,Presbytis_melalophos
Barbastella beijingensis,Presbytis_natunae,Presbytis natunae,TRUE,Presbytis_natunae
Barbastella leucomelas,Presbytis_potenziani,Presbytis potenziani,TRUE,Presbytis_potenziani
Bassaricyon alleni,Presbytis_potenziani,Presbytis potenziani,TRUE,Presbytis_potenziani
Bassaricyon gabbii,Presbytis_rubicunda,Presbytis rubicunda,TRUE,Presbytis_rubicunda
Bassaricyon medius,Presbytis_rubicunda,Presbytis rubicunda,TRUE,Presbytis_rubicunda
Bassaricyon neblina,Presbytis_rubicunda,Presbytis rubicunda,TRUE,Presbytis_rubicunda
Bassariscus astutus,Presbytis_thomasi,Presbytis thomasi,TRUE,Presbytis_thomasi
Bassariscus sumichrasti,Presbytis_thomasi,Presbytis thomasi,TRUE,Presbytis_thomasi
Bathyergus janetta,Presbytis_thomasi,Presbytis thomasi,TRUE,Presbytis_thomasi
Bathyergus suillus,Procolobus_verus,Procolobus verus,TRUE,Procolobus_verus
Batomys dentatus,Procolobus_verus,Procolobus verus,TRUE,Procolobus_verus
Batomys granti,Hapalemur_simus,Prolemur simus,TRUE,Prolemur_simus
Batomys russatus,Propithecus_edwardsi,Propithecus edwardsi,TRUE,Propithecus_edwardsi
Batomys salomonseni,Propithecus_diadema,Propithecus diadema,TRUE,Propithecus_diadema
Batomys uragon,Propithecus_verreauxi,Propithecus verreauxi,TRUE,Propithecus_verreauxi
Bauerus dubiaquercus,Propithecus_verreauxi,Propithecus verreauxi,TRUE,Propithecus_verreauxi
Bdeogale crassicauda,Propithecus_verreauxi,Propithecus verreauxi,TRUE,Propithecus_verreauxi
Bdeogale jacksoni,Propithecus_verreauxi,Propithecus verreauxi,TRUE,Propithecus_verreauxi
Bdeogale nigripes,Propithecus_verreauxi,Propithecus verreauxi,TRUE,Propithecus_verreauxi
Bdeogale omnivora,Pygathrix_nemaeus,Pygathrix nemaeus,TRUE,Pygathrix_nemaeus
Beamys hindei,Pygathrix_nigripes,Pygathrix nigripes,TRUE,Pygathrix_nigripes
Beatragus hunteri,Pygathrix_nigripes,Pygathrix nigripes,TRUE,Pygathrix_nigripes
Belomys pearsonii,Pygathrix_nigripes,Pygathrix nigripes,TRUE,Pygathrix_nigripes
Berardius arnuxii,Rhinopithecus_avunculus,Rhinopithecus avunculus,TRUE,Rhinopithecus_avunculus
Berardius bairdii,Rhinopithecus_avunculus,Rhinopithecus avunculus,TRUE,Rhinopithecus_avunculus
Berylmys berdmorei,Rhinopithecus_bieti,Rhinopithecus bieti,TRUE,Rhinopithecus_bieti
Berylmys bowersi,Rhinopithecus_bieti,Rhinopithecus bieti,TRUE,Rhinopithecus_bieti
Berylmys mackenziei,Rhinopithecus_bieti,Rhinopithecus bieti,TRUE,Rhinopithecus_bieti
Berylmys manipulus,Rhinopithecus_bieti,Rhinopithecus bieti,TRUE,Rhinopithecus_bieti
Bettongia gaimardi,Rhinopithecus_brelichi,Rhinopithecus brelichi,TRUE,Rhinopithecus_brelichi
Bettongia lesueur,Rhinopithecus_roxellana,Rhinopithecus roxellana,TRUE,Rhinopithecus_roxellana
Bettongia penicillata,Rhinopithecus_roxellana,Rhinopithecus roxellana,TRUE,Rhinopithecus_roxellana
Bettongia pusilla,Rhinopithecus_bieti,Rhinopithecus bieti,TRUE,Rhinopithecus_bieti
Bettongia tropica,Rungwecebus_kipunji,Rungwecebus kipunji,TRUE,Rungwecebus_kipunji
Bibimys chacoensis,Saguinus_fuscicollis,Leontocebus nigricollis,TRUE,Leontocebus_nigricollis
Bibimys labiosus,Saguinus_fuscicollis,Leontocebus nigricollis,TRUE,Leontocebus_nigricollis
Bibimys torresi,Saguinus_fuscicollis,Leontocebus nigricollis,TRUE,Leontocebus_nigricollis
Bison bison,Saguinus_imperator,Saguinus imperator,TRUE,Saguinus_imperator
Bison bonasus,Saguinus_labiatus,Saguinus labiatus,TRUE,Saguinus_labiatus
Biswamoyopterus biswasi,Saguinus_labiatus,Saguinus labiatus,TRUE,Saguinus_labiatus
Biswamoyopterus laoensis,Saguinus_mystax,Saguinus mystax,TRUE,Saguinus_mystax
Blanfordimys afghanus,Saguinus_mystax,Saguinus mystax,TRUE,Saguinus_mystax
Blanfordimys bucharensis,Saguinus_nigricollis,Leontocebus nigricollis,TRUE,Leontocebus_nigricollis
Blanfordimys juldaschi,Saguinus_oedipus,Saguinus oedipus,TRUE,Saguinus_oedipus
Blarina brevicauda,Saimiri_sciureus,Saimiri sciureus,TRUE,Saimiri_sciureus
Blarina carolinensis,Cebus_apella,Sapajus apella,TRUE,Sapajus_apella
Blarina hylophaga,Cebus_apella,Sapajus apella,TRUE,Sapajus_apella
Blarinella griselda,Cebus_apella,Sapajus apella,TRUE,Sapajus_apella
Blarinella quadraticauda,Cebus_apella,Sapajus apella,TRUE,Sapajus_apella
Blarinella wardi,Cebus_apella,Sapajus apella,TRUE,Sapajus_apella
Blarinomys breviceps,Sapajus_cay,Sapajus cay,TRUE,Sapajus_cay
Blastocerus dichotomus,Sapajus_flavius,Sapajus flavius,TRUE,Sapajus_flavius
Boromys offella,Cebus_apella,Sapajus apella,TRUE,Sapajus_apella
Boromys torrei,Cebus_apella,Sapajus apella,TRUE,Sapajus_apella
Bos frontalis,Cebus_apella,Sapajus apella,TRUE,Sapajus_apella
Bos gaurus,Cebus_apella,Sapajus apella,TRUE,Sapajus_apella
Bos grunniens,Cebus_apella,Sapajus apella,TRUE,Sapajus_apella
Bos indicus,Cebus_apella,Sapajus apella,TRUE,Sapajus_apella
Bos javanicus,Semnopithecus_ajax,Semnopithecus ajax,TRUE,Semnopithecus_ajax
Bos mutus,Semnopithecus_ajax,Semnopithecus ajax,TRUE,Semnopithecus_ajax
Bos primigenius,Semnopithecus_ajax,Semnopithecus ajax,TRUE,Semnopithecus_ajax
Bos sauveli,Semnopithecus_entellus,Semnopithecus entellus,TRUE,Semnopithecus_entellus
Bos taurus,Semnopithecus_entellus,Semnopithecus entellus,TRUE,Semnopithecus_entellus
Boselaphus tragocamelus,Semnopithecus_entellus,Semnopithecus entellus,TRUE,Semnopithecus_entellus
Brachiones przewalskii,Semnopithecus_entellus,Semnopithecus entellus,TRUE,Semnopithecus_entellus
Brachylagus idahoensis,Semnopithecus_entellus,Semnopithecus entellus,TRUE,Semnopithecus_entellus
Brachyphylla cavernarum,Semnopithecus_entellus,Semnopithecus entellus,TRUE,Semnopithecus_entellus
Brachyphylla nana,Semnopithecus_hypoleucos,Semnopithecus hypoleucos,TRUE,Semnopithecus_hypoleucos
Brachytarsomys albicauda,Semnopithecus_schistaceus,Semnopithecus schistaceus,TRUE,Semnopithecus_schistaceus
Brachytarsomys villosa,Nasalis_concolor,Simias concolor,TRUE,Simias_concolor
Brachyteles arachnoides,Nasalis_concolor,Simias concolor,TRUE,Simias_concolor
Brachyteles hypoxanthus,Nasalis_concolor,Simias concolor,TRUE,Simias_concolor
Brachyuromys betsileoensis,Symphalangus_syndactylus,Symphalangus syndactylus,TRUE,Symphalangus_syndactylus
Brachyuromys ramirohitra,Symphalangus_syndactylus,Symphalangus syndactylus,TRUE,Symphalangus_syndactylus
Bradypus pygmaeus,Symphalangus_syndactylus,Symphalangus syndactylus,TRUE,Symphalangus_syndactylus
Bradypus torquatus,Tarsius_bancanus,Tarsius bancanus,TRUE,Tarsius_bancanus
Bradypus tridactylus,Tarsius_lariang,Tarsius lariang,TRUE,Tarsius_lariang
Bradypus variegatus,Tarsius_pumilus,Tarsius pumilus,TRUE,Tarsius_pumilus
Brotomys voratus,Tarsius_sangirensis,Tarsius sangirensis,TRUE,Tarsius_sangirensis
Brucepattersonius albinasus,Tarsius_syrichta,Tarsius syrichta,TRUE,Tarsius_syrichta
Brucepattersonius griserufescens,Tarsius_syrichta,Tarsius syrichta,TRUE,Tarsius_syrichta
Brucepattersonius guarani,Tarsius_tarsier,Tarsius tarsier,TRUE,Tarsius_tarsier
Brucepattersonius igniventris,Theropithecus_gelada,Theropithecus gelada,TRUE,Theropithecus_gelada
Brucepattersonius iheringi,Theropithecus_gelada,Theropithecus gelada,TRUE,Theropithecus_gelada
Brucepattersonius misionensis,Theropithecus_gelada,Theropithecus gelada,TRUE,Theropithecus_gelada
Brucepattersonius paradisus,Trachypithecus_auratus,Trachypithecus auratus,TRUE,Trachypithecus_auratus
Brucepattersonius soricinus,Trachypithecus_auratus,Trachypithecus auratus,TRUE,Trachypithecus_auratus
Bubalus arnee,Trachypithecus_cristatus,Trachypithecus cristatus,TRUE,Trachypithecus_cristatus
Bubalus depressicornis,Trachypithecus_francoisi,Trachypithecus francoisi,TRUE,Trachypithecus_francoisi
Bubalus mindorensis,Trachypithecus_francoisi,Trachypithecus francoisi,TRUE,Trachypithecus_francoisi
Bubalus quarlesi,Trachypithecus_geei,Trachypithecus geei,TRUE,Trachypithecus_geei
Budorcas taxicolor,Trachypithecus_germaini,Trachypithecus germaini,TRUE,Trachypithecus_germaini
Bullimus bagobus,Trachypithecus_germaini,Trachypithecus germaini,TRUE,Trachypithecus_germaini
Bullimus gamay,Trachypithecus_johnii,Trachypithecus johnii,TRUE,Trachypithecus_johnii
Bullimus luzonicus,Trachypithecus_johnii,Trachypithecus johnii,TRUE,Trachypithecus_johnii
Bunolagus monticularis,Trachypithecus_johnii,Trachypithecus johnii,TRUE,Trachypithecus_johnii
Bunomys andrewsi,Trachypithecus_obscurus,Trachypithecus obscurus,TRUE,Trachypithecus_obscurus
Bunomys chrysocomus,Trachypithecus_obscurus,Trachypithecus obscurus,TRUE,Trachypithecus_obscurus
Bunomys coelestis,Trachypithecus_phayrei,Trachypithecus phayrei,TRUE,Trachypithecus_phayrei
Bunomys fratrorum,Trachypithecus_pileatus,Trachypithecus pileatus,TRUE,Trachypithecus_pileatus
Bunomys karokophilus,Trachypithecus_poliocephalus,Trachypithecus poliocephalus,TRUE,Trachypithecus_poliocephalus
Bunomys penitus,Trachypithecus_poliocephalus,Trachypithecus poliocephalus,TRUE,Trachypithecus_poliocephalus
Bunomys prolatus,Trachypithecus_poliocephalus,Trachypithecus poliocephalus,TRUE,Trachypithecus_poliocephalus
Bunomys torajae,Trachypithecus_shortridgei,Trachypithecus shortridgei,TRUE,Trachypithecus_shortridgei
Burramys parvus,Trachypithecus_vetulus,Trachypithecus vetulus,TRUE,Trachypithecus_vetulus
Cabassous centralis,Trachypithecus_vetulus,Trachypithecus vetulus,TRUE,Trachypithecus_vetulus
Cabassous chacoensis,Varecia_variegata_variegata,Varecia variegata,TRUE,Varecia_variegata
Cabassous tatouay,Allochrocebus_preussi,Cercopithecus preussi,TRUE,Cercopithecus_preussi
Cabassous unicinctus,Ateles_chamek,Ateles chamek,TRUE,Ateles_chamek
Cacajao ayresi,Ateles_hybridus ,Ateles hybridus,TRUE,Ateles_hybridus
Cacajao calvus,Ateles_marginatus,Ateles marginatus,TRUE,Ateles_marginatus
Cacajao hosomi,Avahi_meridionalis,Avahi meridionalis,TRUE,Avahi_meridionalis
Cacajao melanocephalus,Callicebus_nigrifrons,Callicebus nigrifrons,TRUE,Callicebus_nigrifrons
Caenolestes caniventer,Cebus_aequatorialis,Cebus albifrons,TRUE,Cebus_albifrons
Caenolestes condorensis,Cercocebus_atys,Cercocebus atys,TRUE,Cercocebus_atys
Caenolestes convelatus,Cercocebus_lunulatus,Cercocebus atys,TRUE,Cercocebus_atys
Caenolestes fuliginosus,Cercopithecus_denti,Cercopithecus pogonias,TRUE,Cercopithecus_pogonias
Caenolestes sangay,Cercopithecus_lowei,Cercopithecus campbelli,TRUE,Cercopithecus_campbelli
Calassomys apicalis,Cercopithecus_roloway,Cercopithecus diana,TRUE,Cercopithecus_diana
Calcochloris obtusirostris,Cheracebus_lugens,Callicebus lugens,TRUE,Callicebus_lugens
Calcochloris tytonis,Cheracebus_torquatus,Callicebus torquatus,TRUE,Callicebus_torquatus
Callibella humilis,Eulemur_collaris,Eulemur collaris,TRUE,Eulemur_collaris
Callicebus aureipalatii,Eulemur_flavifrons,Eulemur flavifrons,TRUE,Eulemur_flavifrons
Callicebus baptista,Eulemur_rufifrons,Eulemur rufifrons,TRUE,Eulemur_rufifrons
Callicebus barbarabrownae,Eulemur_rufus,Eulemur rufus,TRUE,Eulemur_rufus
Callicebus bernhardi,Hapalemur_alaotrensis,Hapalemur alaotrensis,TRUE,Hapalemur_alaotrensis
Callicebus brunneus,Hapalemur_meridionalis,Hapalemur meridionalis,TRUE,Hapalemur_meridionalis
Callicebus caligatus,Hoolock_leuconedys,Hoolock leuconedys,TRUE,Hoolock_leuconedys
Callicebus caquetensis,Hylobates_albibarbis,Hylobates albibarbis,TRUE,Hylobates_albibarbis
Callicebus cinerascens,Hylobates_funereus,Hylobates muelleri,TRUE,Hylobates_muelleri
Callicebus coimbrai,Macaca_siberu,Macaca siberu,TRUE,Macaca_siberu
Callicebus cupreus,Nomascus_hainanus,Nomascus hainanus,TRUE,Nomascus_hainanus
Callicebus discolor,Propithecus_perrieri,Propithecus perrieri,TRUE,Propithecus_perrieri
Callicebus donacophilus,Rhinopithecus_strykeri,Rhinopithecus strykeri,TRUE,Rhinopithecus_strykeri
Callicebus dubius,Sapajus_libidinosus,Sapajus libidinosus,TRUE,Sapajus_libidinosus
Callicebus hoffmannsi,Sapajus_nigritus,Sapajus nigritus,TRUE,Sapajus_nigritus
Callicebus lucifer,,,,
Callicebus lugens,,,,
Callicebus medemi,,,,
Callicebus melanochir,,,,
Callicebus miltoni,,,,
Callicebus modestus,,,,
Callicebus moloch,,,,
Callicebus nigrifrons,,,,
Callicebus oenanthe,,,,
Callicebus olallae,,,,
Callicebus ornatus,,,,
Callicebus pallescens,,,,
Callicebus personatus,,,,
Callicebus purinus,,,,
Callicebus regulus,,,,
Callicebus stephennashi,,,,
Callicebus torquatus,,,,
Callicebus urubambensis,,,,
Callicebus vieirai,,,,
Callimico goeldii,,,,
Callistomys pictus,,,,
Callithrix aurita,,,,
Callithrix flaviceps,,,,
Callithrix geoffroyi,,,,
Callithrix jacchus,,,,
Callithrix kuhlii,,,,
Callithrix penicillata,,,,
Callorhinus ursinus,,,,
Callosciurus adamsi,,,,
Callosciurus albescens,,,,
Callosciurus baluensis,,,,
Callosciurus caniceps,,,,
Callosciurus erythraeus,,,,
Callosciurus finlaysonii,,,,
Callosciurus inornatus,,,,
Callosciurus melanogaster,,,,
Callosciurus nigrovittatus,,,,
Callosciurus notatus,,,,
Callosciurus orestes,,,,
Callosciurus phayrei,,,,
Callosciurus prevostii,,,,
Callosciurus pygerythrus,,,,
Callosciurus quinquestriatus,,,,
Callospermophilus lateralis,,,,
Callospermophilus madrensis,,,,
Callospermophilus saturatus,,,,
Calomys boliviae,,,,
Calomys callidus,,,,
Calomys callosus,,,,
Calomys cerqueirai,,,,
Calomys expulsus,,,,
Calomys fecundus,,,,
Calomys hummelincki,,,,
Calomys laucha,,,,
Calomys lepidus,,,,
Calomys musculinus,,,,
Calomys sorellus,,,,
Calomys tener,,,,
Calomys tocantinsi,,,,
Calomys venustus,,,,
Calomyscus bailwardi,,,,
Calomyscus baluchi,,,,
Calomyscus elburzensis,,,,
Calomyscus grandis,,,,
Calomyscus hotsoni,,,,
Calomyscus mystax,,,,
Calomyscus tsolovi,,,,
Calomyscus urartensis,,,,
Caloprymnus campestris,,,,
Caluromys derbianus,,,,
Caluromys lanatus,,,,
Caluromys philander,,,,
Caluromysiops irrupta,,,,
Calyptophractus retusus,,,,
Camelus bactrianus,,,,
Camelus dromedarius,,,,
Camelus ferus,,,,
Canis adustus,,,,
Canis anthus,,,,
Canis aureus,,,,
Canis latrans,,,,
Canis lupus,,,,
Canis mesomelas,,,,
Canis rufus,,,,
Canis simensis,,,,
Cannomys badius,,,,
Cansumys canus,,,,
Caperea marginata,,,,
Capra aegagrus,,,,
Capra caucasica,,,,
Capra cylindricornis,,,,
Capra falconeri,,,,
Capra hircus,,,,
Capra ibex,,,,
Capra nubiana,,,,
Capra pyrenaica,,,,
Capra sibirica,,,,
Capra walie,,,,
Capreolus capreolus,,,,
Capreolus pygargus,,,,
Capricornis crispus,,,,
Capricornis milneedwardsii,,,,
Capricornis rubidus,,,,
Capricornis sumatraensis,,,,
Capricornis swinhoei,,,,
Capricornis thar,,,,
Caprolagus hispidus,,,,
Capromys pilorides,,,,
Caracal aurata,,,,
Caracal caracal,,,,
Cardiocranius paradoxus,,,,
Cardioderma cor,,,,
Carollia benkeithi,,,,
Carollia brevicauda,,,,
Carollia castanea,,,,
Carollia manu,,,,
Carollia perspicillata,,,,
Carollia sowelli,,,,
Carollia subrufa,,,,
Carpitalpa arendsi,,,,
Carpomys melanurus,,,,
Carpomys phaeurus,,,,
Carterodon sulcidens,,,,
Caryomys eva,,,,
Caryomys inez,,,,
Casinycteris argynnis,,,,
Casinycteris campomaanensis,,,,
Casinycteris ophiodon,,,,
Castor canadensis,,,,
Castor fiber,,,,
Catagonus wagneri,,,,
Catopuma badia,,,,
Catopuma temminckii,,,,
Cavia aperea,,,,
Cavia fulgida,,,,
Cavia intermedia,,,,
Cavia magna,,,,
Cavia patzelti,,,,
Cavia porcellus,,,,
Cavia tschudii,,,,
Cebuella pygmaea,,,,
Cebus albifrons,,,,
Cebus capucinus,,,,
Cebus kaapori,,,,
Cebus olivaceus,,,,
Centronycteris centralis,,,,
Centronycteris maximiliani,,,,
Centurio senex,,,,
Cephalophus adersi,,,,
Cephalophus callipygus,,,,
Cephalophus dorsalis,,,,
Cephalophus harveyi,,,,
Cephalophus jentinki,,,,
Cephalophus leucogaster,,,,
Cephalophus natalensis,,,,
Cephalophus niger,,,,
Cephalophus nigrifrons,,,,
Cephalophus ogilbyi,,,,
Cephalophus rufilatus,,,,
Cephalophus silvicultor,,,,
Cephalophus spadix,,,,
Cephalophus weynsi,,,,
Cephalophus zebra,,,,
Cephalorhynchus commersonii,,,,
Cephalorhynchus eutropia,,,,
Cephalorhynchus heavisidii,,,,
Cephalorhynchus hectori,,,,
Ceratotherium simum,,,,
Cercartetus caudatus,,,,
Cercartetus concinnus,,,,
Cercartetus lepidus,,,,
Cercartetus nanus,,,,
Cercocebus agilis,,,,
Cercocebus atys,,,,
Cercocebus chrysogaster,,,,
Cercocebus galeritus,,,,
Cercocebus sanjei,,,,
Cercocebus torquatus,,,,
Cercopithecus ascanius,,,,
Cercopithecus campbelli,,,,
Cercopithecus cephus,,,,
Cercopithecus diana,,,,
Cercopithecus dryas,,,,
Cercopithecus erythrogaster,,,,
Cercopithecus erythrotis,,,,
Cercopithecus hamlyni,,,,
Cercopithecus lhoesti,,,,
Cercopithecus lomamiensis,,,,
Cercopithecus mitis,,,,
Cercopithecus mona,,,,
Cercopithecus neglectus,,,,
Cercopithecus nictitans,,,,
Cercopithecus petaurista,,,,
Cercopithecus pogonias,,,,
Cercopithecus preussi,,,,
Cercopithecus sclateri,,,,
Cercopithecus solatus,,,,
Cerdocyon thous,,,,
Cerradomys akroai,,,,
Cerradomys goytaca,,,,
