vertlife species,original names,updated names,present in tree,changed names
Eulemur macaco,,,,
Eulemur mongoz,,,,
Eulemur rubriventer,,,,
Eulemur rufifrons,,,,
Eulemur rufus,,,,
Eulemur sanfordi,,,,
Eumetopias jubatus,,,,
Eumops auripendulus,,,,
Eumops bonariensis,,,,
Eumops chiribaya,,,,
Eumops dabbenei,,,,
Eumops ferox,,,,
Eumops floridanus,,,,
Eumops glaucinus,,,,
Eumops hansae,,,,
Eumops maurus,,,,
Eumops patagonicus,,,,
Eumops perotis,,,,
Eumops trumbulli,,,,
Eumops underwoodi,,,,
Eumops wilsoni,,,,
Euneomys chinchilloides,,,,
Euneomys fossor,,,,
Euneomys mordax,,,,
Euneomys petersoni,,,,
Euoticus elegantulus,,,,
Euoticus pallidus,,,,
Eupetaurus cinereus,,,,
Euphractus sexcinctus,,,,
Eupleres goudotii,,,,
Euroscaptor grandis,,,,
Euroscaptor klossi,,,,
Euroscaptor longirostris,,,,
Euroscaptor micrura,,,,
Euroscaptor mizura,,,,
Euroscaptor parvidens,,,,
Euroscaptor subanura,,,,
Euryoryzomys emmonsae,,,,
Euryoryzomys lamia,,,,
Euryoryzomys legatus,,,,
Euryoryzomys macconnelli,,,,
Euryoryzomys nitidus,,,,
Euryoryzomys russatus,,,,
Euryzygomatomys spinosus,,,,
Exilisciurus concinnus,,,,
Exilisciurus exilis,,,,
Exilisciurus whiteheadi,,,,
Falsistrellus affinis,,,,
Falsistrellus mackenziei,,,,
Falsistrellus mordax,,,,
Falsistrellus petersi,,,,
Falsistrellus tasmaniensis,,,,
Felis bieti,,,,
Felis catus,,,,
Felis chaus,,,,
Felis margarita,,,,
Felis nigripes,,,,
Felis silvestris,,,,
Felovia vae,,,,
Feresa attenuata,,,,
Feroculus feroculus,,,,
Fossa fossana,,,,
Fukomys amatus,,,,
Fukomys anselli,,,,
Fukomys bocagei,,,,
Fukomys damarensis,,,,
Fukomys darlingi,,,,
Fukomys foxi,,,,
Fukomys ilariae,,,,
Fukomys kafuensis,,,,
Fukomys mechowi,,,,
Fukomys micklemi,,,,
Fukomys ochraceocinereus,,,,
Fukomys vandewoestijneae,,,,
Fukomys whytei,,,,
Fukomys zechi,,,,
Funambulus layardi,,,,
Funambulus palmarum,,,,
Funambulus pennantii,,,,
Funambulus sublineatus,,,,
Funambulus tristriatus,,,,
Funisciurus anerythrus,,,,
Funisciurus bayonii,,,,
Funisciurus carruthersi,,,,
Funisciurus congicus,,,,
Funisciurus duchaillui,,,,
Funisciurus isabella,,,,
Funisciurus lemniscatus,,,,
Funisciurus leucogenys,,,,
Funisciurus pyrropus,,,,
Funisciurus substriatus,,,,
Furipterus horrens,,,,
Galago gallarum,,,,
Galago matschiei,,,,
Galago moholi,,,,
Galago senegalensis,,,,
Galagoides cocos,,,,
Galagoides demidovii,,,,
Galagoides granti,,,,
Galagoides nyasae,,,,
Galagoides orinus,,,,
Galagoides rondoensis,,,,
Galagoides thomasi,,,,
Galagoides zanzibaricus,,,,
Galea flavidens,,,,
Galea monasteriensis,,,,
Galea musteloides,,,,
Galea spixii,,,,
Galemys pyrenaicus,,,,
Galenomys garleppi,,,,
Galeopterus variegatus,,,,
Galictis cuja,,,,
Galictis vittata,,,,
Galidia elegans,,,,
Galidictis fasciata,,,,
Galidictis grandidieri,,,,
Gazella arabica,,,,
Gazella bennettii,,,,
Gazella bilkis,,,,
Gazella cuvieri,,,,
Gazella dorcas,,,,
Gazella gazella,,,,
Gazella leptoceros,,,,
Gazella saudiya,,,,
Gazella spekei,,,,
Gazella subgutturosa,,,,
Genetta abyssinica,,,,
Genetta angolensis,,,,
Genetta bourloni,,,,
Genetta cristata,,,,
Genetta genetta,,,,
Genetta johnstoni,,,,
Genetta maculata,,,,
Genetta pardina,,,,
Genetta piscivora,,,,
Genetta poensis,,,,
Genetta servalina,,,,
Genetta thierryi,,,,
Genetta tigrina,,,,
Genetta victoriae,,,,
Geocapromys brownii,,,,
Geocapromys columbianus,,,,
Geocapromys ingrahami,,,,
Geocapromys thoracatus,,,,
Geogale aurita,,,,
Geomys arenarius,,,,
Geomys attwateri,,,,
Geomys breviceps,,,,
Geomys bursarius,,,,
Geomys knoxjonesi,,,,
Geomys personatus,,,,
Geomys pinetis,,,,
Geomys streckeri,,,,
Geomys texensis,,,,
Geomys tropicalis,,,,
Georychus capensis,,,,
Geoxus valdivianus,,,,
Gerbilliscus afra,,,,
Gerbilliscus boehmi,,,,
Gerbilliscus brantsii,,,,
Gerbilliscus gambiana,,,,
Gerbilliscus guineae,,,,
Gerbilliscus inclusus,,,,
Gerbilliscus kempi,,,,
Gerbilliscus leucogaster,,,,
Gerbilliscus nigricaudus,,,,
Gerbilliscus phillipsi,,,,
Gerbilliscus robustus,,,,
Gerbilliscus validus,,,,
Gerbillurus paeba,,,,
Gerbillurus setzeri,,,,
Gerbillurus tytonis,,,,
Gerbillurus vallinus,,,,
Gerbillus acticola,,,,
Gerbillus agag,,,,
Gerbillus amoenus,,,,
Gerbillus andersoni,,,,
Gerbillus aquilus,,,,
Gerbillus bottai,,,,
Gerbillus brockmani,,,,
Gerbillus burtoni,,,,
Gerbillus campestris,,,,
Gerbillus cheesmani,,,,
Gerbillus cosensis,,,,
Gerbillus dasyurus,,,,
Gerbillus dunni,,,,
Gerbillus famulus,,,,
Gerbillus floweri,,,,
Gerbillus gerbillus,,,,
Gerbillus gleadowi,,,,
Gerbillus grobbeni,,,,
Gerbillus harwoodi,,,,
Gerbillus henleyi,,,,
Gerbillus hesperinus,,,,
Gerbillus hoogstraali,,,,
Gerbillus jamesi,,,,
Gerbillus juliani,,,,
Gerbillus latastei,,,,
Gerbillus lowei,,,,
Gerbillus mackillingini,,,,
Gerbillus maghrebi,,,,
Gerbillus mesopotamiae,,,,
Gerbillus muriculus,,,,
Gerbillus nancillus,,,,
Gerbillus nanus,,,,
Gerbillus nigeriae,,,,
Gerbillus occiduus,,,,
Gerbillus percivali,,,,
Gerbillus perpallidus,,,,
Gerbillus poecilops,,,,
Gerbillus principulus,,,,
Gerbillus pulvinatus,,,,
Gerbillus pusillus,,,,
Gerbillus pyramidum,,,,
Gerbillus rosalinda,,,,
Gerbillus rupicola,,,,
Gerbillus simoni,,,,
Gerbillus somalicus,,,,
Gerbillus stigmonyx,,,,
Gerbillus tarabuli,,,,
Gerbillus watersi,,,,
Giraffa camelopardalis,,,,
Glaucomys sabrinus,,,,
Glaucomys volans,,,,
Glauconycteris alboguttata,,,,
Glauconycteris argentata,,,,
Glauconycteris beatrix,,,,
Glauconycteris curryae,,,,
Glauconycteris egeria,,,,
Glauconycteris gleni,,,,
Glauconycteris humeralis,,,,
Glauconycteris kenyacola,,,,
Glauconycteris machadoi,,,,
Glauconycteris poensis,,,,
Glauconycteris superba,,,,
Glauconycteris variegata,,,,
Glironia venusta,,,,
Glirulus japonicus,,,,
Glis glis,,,,
Glischropus aquilus,,,,
Glischropus bucephalus,,,,
Glischropus javanus,,,,
Glischropus tylopus,,,,
Globicephala macrorhynchus,,,,
Globicephala melas,,,,
Glossophaga commissarisi,,,,
Glossophaga leachii,,,,
Glossophaga longirostris,,,,
Glossophaga morenoi,,,,
Glossophaga soricina,,,,
Glyphonycteris behnii,,,,
Glyphonycteris daviesi,,,,
Glyphonycteris sylvestris,,,,
Glyphotes simus,,,,
Golunda ellioti,,,,
Gorilla beringei,,,,
Gorilla gorilla,,,,
Gracilinanus aceramarcae,,,,
Gracilinanus agilis,,,,
Gracilinanus dryas,,,,
Gracilinanus emiliae,,,,
Gracilinanus marica,,,,
Gracilinanus microtarsus,,,,
Gracilinanus peruanus,,,,
Grammomys aridulus,,,,
Grammomys buntingi,,,,
Grammomys caniceps,,,,
Grammomys cometes,,,,
Grammomys dolichurus,,,,
Grammomys dryas,,,,
Grammomys gigas,,,,
Grammomys ibeanus,,,,
Grammomys kuru,,,,
Grammomys macmillani,,,,
Grammomys minnae,,,,
Grammomys selousi,,,,
Grampus griseus,,,,
Graomys centralis,,,,
Graomys domorum,,,,
Graomys edithae,,,,
Graomys griseoflavus,,,,
Graphiurus angolensis,,,,
Graphiurus christyi,,,,
Graphiurus crassicaudatus,,,,
Graphiurus johnstoni,,,,
Graphiurus kelleni,,,,
Graphiurus lorraineus,,,,
Graphiurus microtis,,,,
Graphiurus monardi,,,,
Graphiurus murinus,,,,
Graphiurus nagtglasii,,,,
Graphiurus ocularis,,,,
Graphiurus platyops,,,,
Graphiurus rupicola,,,,
Graphiurus surdus,,,,
Graphiurus walterverheyeni,,,,
Gulo gulo,,,,
Gymnobelideus leadbeateri,,,,
Gymnuromys roberti,,,,
Habromys chinanteco,,,,
Habromys delicatulus,,,,
Habromys ixtlani,,,,
Habromys lepturus,,,,
Habromys lophurus,,,,
Habromys schmidlyi,,,,
Habromys simulatus,,,,
Hadromys humei,,,,
Hadromys yunnanensis,,,,
Haeromys margarettae,,,,
Haeromys minahassae,,,,
Haeromys pusillus,,,,
Halichoerus grypus,,,,
Halmaheramys bokimekot,,,,
Handleyomys alfaroi,,,,
Handleyomys chapmani,,,,
Handleyomys fuscatus,,,,
Handleyomys guerrerensis,,,,
Handleyomys intectus,,,,
Handleyomys melanotis,,,,
Handleyomys rhabdops,,,,
Handleyomys rostratus,,,,
Handleyomys saturatior,,,,
Hapalemur alaotrensis,,,,
Hapalemur aureus,,,,
Hapalemur griseus,,,,
Hapalemur meridionalis,,,,
Hapalemur occidentalis,,,,
Hapalomys delacouri,,,,
Hapalomys longicaudatus,,,,
Haplonycteris fischeri,,,,
Harpiocephalus harpia,,,,
Harpiocephalus mordax,,,,
Harpiola grisea,,,,
Harpiola isodon,,,,
Harpyionycteris celebensis,,,,
Harpyionycteris whiteheadi,,,,
Heimyscus fumosus,,,,
Helarctos malayanus,,,,
Heliophobius argenteocinereus,,,,
Heliosciurus gambianus,,,,
Heliosciurus mutabilis,,,,
Heliosciurus punctatus,,,,
Heliosciurus rufobrachium,,,,
Heliosciurus ruwenzorii,,,,
Heliosciurus undulatus,,,,
Helogale hirtula,,,,
Helogale parvula,,,,
Hemibelideus lemuroides,,,,
Hemicentetes nigriceps,,,,
Hemicentetes semispinosus,,,,
Hemiechinus auritus,,,,
Hemiechinus collaris,,,,
Hemigalus derbyanus,,,,
Hemitragus jemlahicus,,,,
Herpailurus yagouaroundi,,,,
Herpestes brachyurus,,,,
Herpestes edwardsii,,,,
Herpestes flavescens,,,,
Herpestes fuscus,,,,
Herpestes ichneumon,,,,
Herpestes javanicus,,,,
Herpestes naso,,,,
Herpestes ochraceus,,,,
Herpestes pulverulentus,,,,
Herpestes sanguineus,,,,
Herpestes semitorquatus,,,,
Herpestes smithii,,,,
Herpestes urva,,,,
Herpestes vitticollis,,,,
Hesperoptenus blanfordi,,,,
Hesperoptenus doriae,,,,
Hesperoptenus gaskelli,,,,
Hesperoptenus tickelli,,,,
Hesperoptenus tomesi,,,,
Heterocephalus glaber,,,,
Heterohyrax brucei,,,,
Heteromys anomalus,,,,
Heteromys australis,,,,
Heteromys catopterius,,,,
Heteromys desmarestianus,,,,
Heteromys gaumeri,,,,
Heteromys nelsoni,,,,
Heteromys nubicolens,,,,
Heteromys oasicus,,,,
Heteromys oresterus,,,,
Heteromys teleus,,,,
Heteropsomys insulans,,,,
Hexolobodon phenax,,,,
Hippidion principale,,,,
Hippidion saldiasi,,,,
Hippocamelus antisensis,,,,
Hippocamelus bisulcus,,,,
Hippopotamus amphibius,,,,
Hippopotamus guldbergi,,,,
Hippopotamus lemerlei,,,,
Hipposideros abae,,,,
Hipposideros alongensis,,,,
Hipposideros armiger,,,,
Hipposideros ater,,,,
Hipposideros beatus,,,,
Hipposideros bicolor,,,,
Hipposideros boeadii,,,,
Hipposideros breviceps,,,,
Hipposideros caffer,,,,
Hipposideros calcaratus,,,,
Hipposideros camerunensis,,,,
Hipposideros cervinus,,,,
Hipposideros cineraceus,,,,
Hipposideros commersoni,,,,
Hipposideros coronatus,,,,
Hipposideros corynophyllus,,,,
Hipposideros coxi,,,,
Hipposideros crumeniferus,,,,
Hipposideros curtus,,,,
Hipposideros cyclops,,,,
Hipposideros demissus,,,,
Hipposideros diadema,,,,
Hipposideros dinops,,,,
Hipposideros doriae,,,,
Hipposideros durgadasi,,,,
Hipposideros dyacorum,,,,
Hipposideros edwardshilli,,,,
Hipposideros einnaythu,,,,
Hipposideros fuliginosus,,,,
Hipposideros fulvus,,,,
Hipposideros galeritus,,,,
Hipposideros gigas,,,,
Hipposideros grandis,,,,
Hipposideros griffini,,,,
Hipposideros halophyllus,,,,
Hipposideros hypophyllus,,,,
Hipposideros inexpectatus,,,,
Hipposideros inornatus,,,,
Hipposideros jonesi,,,,
Hipposideros khaokhouayensis,,,,
Hipposideros lamottei,,,,
Hipposideros lankadiva,,,,
Hipposideros larvatus,,,,
Hipposideros lekaguli,,,,
Hipposideros lylei,,,,
Hipposideros macrobullatus,,,,
Hipposideros madurae,,,,
Hipposideros maggietaylorae,,,,
Hipposideros marisae,,,,
Hipposideros megalotis,,,,
Hipposideros muscinus,,,,
Hipposideros nequam,,,,
Hipposideros obscurus,,,,
Hipposideros orbiculus,,,,
Hipposideros papua,,,,
Hipposideros pelingensis,,,,
Hipposideros pendelburyi,,,,
Hipposideros pomona,,,,
Hipposideros pratti,,,,
Hipposideros pygmaeus,,,,
Hipposideros ridleyi,,,,
Hipposideros rotalis,,,,
Hipposideros ruber,,,,
Hipposideros scutinares,,,,
Hipposideros semoni,,,,
Hipposideros sorenseni,,,,
Hipposideros speoris,,,,
Hipposideros stenotis,,,,
Hipposideros sumbae,,,,
Hipposideros thomensis,,,,
Hipposideros turpis,,,,
Hipposideros vittatus,,,,
Hipposideros wollastoni,,,,
Hippotragus equinus,,,,
Hippotragus leucophaeus,,,,
Hippotragus niger,,,,
Histiotus alienus,,,,
Histiotus humboldti,,,,
Histiotus laephotis,,,,
Histiotus macrotus,,,,
Histiotus magellanicus,,,,
Histiotus montanus,,,,
Histiotus velatus,,,,
Histriophoca fasciata,,,,
Hodomys alleni,,,,
Holochilus brasiliensis,,,,
Holochilus chacarius,,,,
Holochilus lagigliai,,,,
Holochilus sciureus,,,,
Homo denisova,,,,
Homo heidelbergensis,,,,
Homo neanderthalensis,,,,
Homo sapiens,,,,
Homotherium serum,,,,
Hoolock hoolock,,,,
Hoolock leuconedys,,,,
Hoplomys gymnurus,,,,
Hsunycteris cadenai,,,,
Hsunycteris pattoni,,,,
Hsunycteris thomasi,,,,
Huetia leucorhina,,,,
Hyaena brunnea,,,,
Hyaena hyaena,,,,
Hybomys badius,,,,
Hybomys basilii,,,,
Hybomys lunaris,,,,
Hybomys planifrons,,,,
Hybomys trivirgatus,,,,
Hybomys univittatus,,,,
Hydrochoerus hydrochaeris,,,,
Hydrochoerus isthmius,,,,
Hydrodamalis gigas,,,,
Hydromys chrysogaster,,,,
Hydromys hussoni,,,,
Hydromys neobritannicus,,,,
Hydromys ziegleri,,,,
Hydropotes inermis,,,,
Hydrurga leptonyx,,,,
Hyemoschus aquaticus,,,,
Hyladelphys kalinowskii,,,,
Hylaeamys acritus,,,,
Hylaeamys laticeps,,,,
Hylaeamys megacephalus,,,,
Hylaeamys oniscus,,,,
Hylaeamys perenensis,,,,
Hylaeamys tatei,,,,
Hylaeamys yunganus,,,,
Hylobates agilis,,,,
Hylobates albibarbis,,,,
Hylobates klossii,,,,
Hylobates lar,,,,
Hylobates moloch,,,,
Hylobates muelleri,,,,
Hylobates pileatus,,,,
Hylochoerus meinertzhageni,,,,
Hylomys megalotis,,,,
Hylomys parvus,,,,
Hylomys suillus,,,,
Hylomyscus aeta,,,,
Hylomyscus alleni,,,,
Hylomyscus anselli,,,,
Hylomyscus arcimontensis,,,,
Hylomyscus baeri,,,,
Hylomyscus carillus,,,,
Hylomyscus denniae,,,,
Hylomyscus endorobae,,,,
Hylomyscus grandis,,,,
Hylomyscus kerbispeterhansi,,,,
Hylomyscus pamfi,,,,
Hylomyscus parvus,,,,
Hylomyscus stella,,,,
Hylomyscus vulcanorum,,,,
Hylomyscus walterverheyeni,,,,
Hylonycteris underwoodi,,,,
Hylopetes alboniger,,,,
Hylopetes bartelsi,,,,
Hylopetes lepidus,,,,
Hylopetes nigripes,,,,
Hylopetes phayrei,,,,
Hylopetes platyurus,,,,
Hylopetes sipora,,,,
Hylopetes spadiceus,,,,
Hylopetes winstoni,,,,
Hyomys dammermani,,,,
Hyomys goliath,,,,
Hyosciurus heinrichi,,,,
Hyosciurus ileile,,,,
Hyperacrius fertilis,,,,
Hyperacrius wynnei,,,,
Hyperoodon ampullatus,,,,
Hyperoodon planifrons,,,,
Hypogeomys antimena,,,,
Hypsignathus monstrosus,,,,
Hypsiprymnodon moschatus,,,,
Hypsugo anchietae,,,,
Hypsugo bemainty,,,,
Hypsugo dolichodon,,,,
Hypsugo lanzai,,,,
Hystrix africaeaustralis,,,,
Hystrix brachyura,,,,
Hystrix crassispinis,,,,
Hystrix cristata,,,,
Hystrix indica,,,,
Hystrix javanica,,,,
Hystrix pumila,,,,
Hystrix sumatrae,,,,
Ia io,,,,
Ichneumia albicauda,,,,
Ichthyomys hydrobates,,,,
Ichthyomys pittieri,,,,
Ichthyomys stolzmanni,,,,
Ichthyomys tweedii,,,,
Ictidomys mexicanus,,,,
Ictidomys parvidens,,,,
Ictidomys tridecemlineatus,,,,
Ictonyx libyca,,,,
Ictonyx striatus,,,,
Idionycteris phyllotis,,,,
Idiurus macrotis,,,,
Idiurus zenkeri,,,,
Indopacetus pacificus,,,,
Indri indri,,,,
Inia araguaiaensis,,,,
Inia boliviensis,,,,
Inia geoffrensis,,,,
Iomys horsfieldii,,,,
Iomys sipora,,,,
Irenomys tarsalis,,,,
Isolobodon montanus,,,,
Isolobodon portoricensis,,,,
Isoodon auratus,,,,
Isoodon macrourus,,,,
Isoodon obesulus,,,,
Isothrix barbarabrownae,,,,
Isothrix bistriata,,,,
Isothrix negrensis,,,,
Isothrix orinoci,,,,
Isothrix pagurus,,,,
Isothrix sinnamariensis,,,,
Isthmomys flavidus,,,,
Isthmomys pirrensis,,,,
Jaculus blanfordi,,,,
Jaculus jaculus,,,,
Jaculus orientalis,,,,
Juliomys ossitenuis,,,,
Juliomys pictipes,,,,
Juliomys rimofrons,,,,
Juscelinomys candango,,,,
Juscelinomys guaporensis,,,,
Juscelinomys huanchacae,,,,
Kadarsanomys sodyi,,,,
Kannabateomys amblyonyx,,,,
Kerivoula africana,,,,
Kerivoula agnella,,,,
Kerivoula argentata,,,,
Kerivoula cuprosa,,,,
Kerivoula eriophora,,,,
Kerivoula flora,,,,
Kerivoula hardwickii,,,,
Kerivoula intermedia,,,,
Kerivoula kachinensis,,,,
Kerivoula krauensis,,,,
Kerivoula lanosa,,,,
Kerivoula lenis,,,,
Kerivoula minuta,,,,
Kerivoula muscina,,,,
Kerivoula myrella,,,,
Kerivoula papillosa,,,,
Kerivoula pellucida,,,,
Kerivoula phalaena,,,,
Kerivoula picta,,,,
Kerivoula smithii,,,,
Kerivoula titania,,,,
Kerivoula whiteheadi,,,,
Kerodon acrobata,,,,
Kerodon rupestris,,,,
Kobus ellipsiprymnus,,,,
Kobus kob,,,,
Kobus leche,,,,
Kobus megaceros,,,,
Kobus vardonii,,,,
Kogia breviceps,,,,
Kogia sima,,,,
Komodomys rintjanus,,,,
Kunsia fronto,,,,
Kunsia tomentosus,,,,
Laephotis angolensis,,,,
Laephotis botswanae,,,,
Laephotis namibensis,,,,
Laephotis wintoni,,,,
Lagenodelphis hosei,,,,
Lagenorhynchus acutus,,,,
Lagenorhynchus albirostris,,,,
Lagenorhynchus australis,,,,
Lagenorhynchus cruciger,,,,
Lagenorhynchus obliquidens,,,,
Lagenorhynchus obscurus,,,,
Lagidium ahuacaense,,,,
Lagidium peruanum,,,,
Lagidium viscacia,,,,
Lagidium wolffsohni,,,,
Lagorchestes asomatus,,,,
Lagorchestes conspicillatus,,,,
Lagorchestes hirsutus,,,,
Lagorchestes leporides,,,,
Lagostomus crassus,,,,
Lagostomus maximus,,,,
Lagostrophus fasciatus,,,,
Lagothrix cana,,,,
Lagothrix lagotricha,,,,
Lagothrix lugens,,,,
Lagothrix poeppigii,,,,
Lagurus lagurus,,,,
Lama glama,,,,
Lama guanicoe,,,,
Lamottemys okuensis,,,,
Lampronycteris brachyotis,,,,
Laonastes aenigmamus,,,,
Lariscus hosei,,,,
Lariscus insignis,,,,
Lariscus niobe,,,,
Lariscus obscurus,,,,
Lasionycteris noctivagans,,,,
Lasiopodomys brandtii,,,,
Lasiopodomys mandarinus,,,,
Lasiorhinus krefftii,,,,
Lasiorhinus latifrons,,,,
Lasiurus atratus,,,,
Lasiurus blossevillii,,,,
Lasiurus borealis,,,,
Lasiurus castaneus,,,,
Lasiurus cinereus,,,,
Lasiurus degelidus,,,,
Lasiurus ebenus,,,,
Lasiurus ega,,,,
Lasiurus egregius,,,,
Lasiurus insularis,,,,
Lasiurus intermedius,,,,
Lasiurus minor,,,,
Lasiurus pfeifferi,,,,
Lasiurus seminolus,,,,
Lasiurus varius,,,,
Lasiurus xanthinus,,,,
Latidens salimalii,,,,
Lavia frons,,,,
Leggadina forresti,,,,
Leggadina lakedownensis,,,,
Leimacomys buettneri,,,,
Lemmiscus curtatus,,,,
Lemmus amurensis,,,,
Lemmus lemmus,,,,
Lemmus portenkoi,,,,
Lemmus sibiricus,,,,
Lemmus trimucronatus,,,,
Lemniscomys barbarus,,,,
Lemniscomys bellieri,,,,
Lemniscomys griselda,,,,
Lemniscomys hoogstraali,,,,
Lemniscomys linulus,,,,
Lemniscomys macculus,,,,
Lemniscomys mittendorfi,,,,
Lemniscomys rosalia,,,,
Lemniscomys roseveari,,,,
Lemniscomys striatus,,,,
Lemniscomys zebra,,,,
Lemur catta,,,,
Lenomys meyeri,,,,
Lenothrix canus,,,,
Lenoxus apicalis,,,,
Leontocebus cruzlimai,,,,
Leontocebus fuscicollis,,,,
Leontocebus illigeri,,,,
Leontocebus lagonotus,,,,
Leontocebus leucogenys,,,,
Leontocebus nigricollis,,,,
Leontocebus nigrifrons,,,,
Leontocebus tripartitus,,,,
Leontocebus weddelli,,,,
Leontopithecus caissara,,,,
Leontopithecus chrysomelas,,,,
Leontopithecus chrysopygus,,,,
Leontopithecus rosalia,,,,
Leopardus colocolo,,,,
Leopardus geoffroyi,,,,
Leopardus guigna,,,,
Leopardus jacobita,,,,
Leopardus pardalis,,,,
Leopardus tigrinus,,,,
Leopardus wiedii,,,,
Leopoldamys ciliatus,,,,
Leopoldamys edwardsi,,,,
Leopoldamys milleti,,,,
Leopoldamys neilli,,,,
Leopoldamys sabanus,,,,
Leopoldamys siporanus,,,,
Lepilemur aeeclis,,,,
Lepilemur ahmansonorum,,,,
Lepilemur ankaranensis,,,,
Lepilemur betsileo,,,,
Lepilemur dorsalis,,,,
Lepilemur edwardsi,,,,
Lepilemur fleuretae,,,,
Lepilemur grewcockorum,,,,
Lepilemur hollandorum,,,,
Lepilemur hubbardorum,,,,
Lepilemur jamesorum,,,,
Lepilemur leucopus,,,,
Lepilemur microdon,,,,
Lepilemur milanoii,,,,
Lepilemur mittermeieri,,,,
Lepilemur mustelinus,,,,
Lepilemur otto,,,,
Lepilemur petteri,,,,
Lepilemur randrianasoloi,,,,
Lepilemur ruficaudatus,,,,
Lepilemur sahamalazensis,,,,
Lepilemur scottorum,,,,
Lepilemur seali,,,,
Lepilemur septentrionalis,,,,
Lepilemur tymerlachsoni,,,,
Lepilemur wrightae,,,,
Leporillus apicalis,,,,
Leporillus conditor,,,,
Leptailurus serval,,,,
Leptomys elegans,,,,
Leptomys ernstmayri,,,,
Leptomys signatus,,,,
Leptonychotes weddellii,,,,
Leptonycteris curasoae,,,,
Leptonycteris nivalis,,,,
Leptonycteris yerbabuenae,,,,
Lepus alleni,,,,
Lepus americanus,,,,
Lepus arcticus,,,,
Lepus brachyurus,,,,
Lepus californicus,,,,
Lepus callotis,,,,
Lepus capensis,,,,
Lepus castroviejoi,,,,
Lepus comus,,,,
Lepus coreanus,,,,
Lepus corsicanus,,,,
Lepus europaeus,,,,
Lepus fagani,,,,
Lepus flavigularis,,,,
Lepus granatensis,,,,
Lepus habessinicus,,,,
Lepus hainanus,,,,
Lepus insularis,,,,
Lepus mandshuricus,,,,
Lepus microtis,,,,
Lepus nigricollis,,,,
Lepus oiostolus,,,,
Lepus othus,,,,
Lepus peguensis,,,,
Lepus saxatilis,,,,
Lepus sinensis,,,,
Lepus starcki,,,,
Lepus tibetanus,,,,
Lepus timidus,,,,
Lepus tolai,,,,
Lepus townsendii,,,,
Lepus yarkandensis,,,,
Lestodelphys halli,,,,
Lestoros inca,,,,
Liberiictis kuhni,,,,
Lichonycteris obscura,,,,
Limnogale mergulus,,,,
Limnomys bryophilus,,,,
Limnomys sibuanus,,,,
Liomys adspersus,,,,
Liomys irroratus,,,,
Liomys pictus,,,,
Liomys salvini,,,,
Liomys spectabilis,,,,
Lionycteris spurrelli,,,,
Lipotes vexillifer,,,,
Lissodelphis borealis,,,,
Lissodelphis peronii,,,,
Litocranius walleri,,,,
Lobodon carcinophaga,,,,
Lonchophylla bokermanni,,,,
Lonchophylla chocoana,,,,
Lonchophylla concava,,,,
Lonchophylla dekeyseri,,,,
Lonchophylla fornicata,,,,
Lonchophylla handleyi,,,,
Lonchophylla hesperia,,,,
Lonchophylla inexpectata,,,,
Lonchophylla mordax,,,,
Lonchophylla orcesi,,,,
Lonchophylla orienticollina,,,,
Lonchophylla peracchii,,,,
Lonchophylla robusta,,,,
Lonchophylla thomasi,,,,
Lonchorhina aurita,,,,
Lonchorhina fernandezi,,,,
Lonchorhina inusitata,,,,
Lonchorhina marinkellei,,,,
Lonchorhina orinocensis,,,,
Lonchothrix emiliae,,,,
Lontra canadensis,,,,
Lontra felina,,,,
Lontra longicaudis,,,,
Lontra provocax,,,,
Lophiomys imhausi,,,,
Lophocebus albigena,,,,
Lophocebus aterrimus,,,,
Lophostoma aequatorialis,,,,
Lophostoma brasiliense,,,,
Lophostoma carrikeri,,,,
Lophostoma evotis,,,,
Lophostoma kalkoae,,,,
Lophostoma schulzi,,,,
Lophostoma silvicolum,,,,
Lophostoma yasuni,,,,
Lophuromys brevicaudus,,,,
Lophuromys chercherensis,,,,
Lophuromys chrysopus,,,,
Lophuromys cinereus,,,,
Lophuromys dieterleni,,,,
Lophuromys eisentrauti,,,,
Lophuromys flavopunctatus,,,,
Lophuromys huttereri,,,,
Lophuromys kilonzoi,,,,
Lophuromys luteogaster,,,,
Lophuromys machangui,,,,
Lophuromys makundii,,,,
Lophuromys medicaudatus,,,,
Lophuromys melanonyx,,,,
Lophuromys menageshae,,,,
Lophuromys nudicaudus,,,,
Lophuromys pseudosikapusi,,,,
Lophuromys rahmi,,,,
Lophuromys roseveari,,,,
Lophuromys sabunii,,,,
Lophuromys sikapusi,,,,
Lophuromys stanleyi,,,,
Lophuromys woosnami,,,,
Lorentzimys nouhuysi,,,,
Loris lydekkerianus,,,,
Loris tardigradus,,,,
Loxodonta africana,,,,
Loxodontomys micropus,,,,
Loxodontomys pikumche,,,,
Lundomys molitor,,,,
Lutra lutra,,,,
Lutra maculicollis,,,,
Lutra sumatrana,,,,
Lutreolina crassicaudata,,,,
Lutreolina massoia,,,,
Lutrogale perspicillata,,,,
Lycaon pictus,,,,
Lyncodon patagonicus,,,,
Lynx canadensis,,,,
Lynx lynx,,,,
Lynx pardinus,,,,
Lynx rufus,,,,
Macaca arctoides,,,,
Macaca assamensis,,,,
Macaca cyclopis,,,,
Macaca fascicularis,,,,
Macaca fuscata,,,,
Macaca hecki,,,,
Macaca leonina,,,,
Macaca leucogenys,,,,
Macaca maura,,,,
Macaca mulatta,,,,
Macaca munzala,,,,
