sp.pop,Genus_species,Genus,Common_name,Population,Habitat_type,Habitat_open,Habitat_closed,Habitat_cat,Habitat_heterogenity,Activity_pattern,DisperseM,DisperseF,solitaryM,solitaryF,Solitary,MF,MF_adult_off,MFF,FMM,FFMM,FF,MM,Sex_specific_group,Sex_specific_solitaryM,Sex_specific_solitaryF,Sibling,Nbr_of_studies,Nbr_social_units,Nbr_papers_for_each_field_sites,IVSO,main_SO,calculation_main_SO,foraging_style,level_of_society,Disruption,Locomotion,mean_Male_Rowe,mean_Female_Rowe,mean_other_Rowe,sd_Male_Rowe,sd_Female_Rowe,sd_other_Rowe,mean_Fruits_rowe,mean_Seeds_rowe,mean_Leaves_rowe,mean_Flowers_rowe,mean_Animal_rowe,sd_Fruits_rowe,sd_Seeds_rowe,sd_Leaves_rowe,sd_Flowers_rowe,sd_Animals_rowe
pop,Erythrocebus_patas,Erythrocebus,Patas Monkey,"Waza Reserve, Cameroon",Savanna_Forest_Wetland,1,1,both,3,Diurnal, , , , , , , ,3, ,1, , , , , , , ,4,1,wp,MFF,0.75,groups,one,none,T,12.4,6.5, , , , ,5.75,0.6,4.1,37.21,42.7,1.060660172, ,2.687005769,39.3009949, 
pop,Erythrocebus_patas,Erythrocebus,Patas Monkey,"La Parguera, Puerto Rico",Wetland_Forest,0,1,closed,2,Diurnal,1, , , , , , ,4, ,3, , , , , , , ,7,2,wp,MFF,0.571428571,groups,one,none,T,12.4,6.5, , , , ,5.75,0.6,4.1,37.21,42.7,1.060660172, ,2.687005769,39.3009949, 
pop,Erythrocebus_patas,Erythrocebus,Patas Monkey,"Laikipia District, Kenya",Grassland_Forest_Wetland_Artifical,1,1,both,4,Diurnal,2, , , , , , ,5, ,5,1, , , , , , ,10,3,wp,MFF_FFMM,0.5,groups,ff,yes,T,12.4,6.5, , , , ,5.75,0.6,4.1,37.21,42.7,1.060660172, ,2.687005769,39.3009949, 
pop,Erythrocebus_patas,Erythrocebus,Patas Monkey,"Kala Maloue National Park,Cameroon",Wetland_Grassland_Forest,1,1,both,3,Diurnal,1, , , , , , ,6, , , , , , , , , ,6,3,wp,MFF,1,groups,ff,yes,T,12.4,6.5, , , , ,5.75,0.6,4.1,37.21,42.7,1.060660172, ,2.687005769,39.3009949, 
sp,Eulemur_albifrons,Eulemur,White-fronted Brown Lemur, ,Forest,0,1,closed,1,Cathemeral_Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none,AR,2.30625,2.05,2.293,0.132582521,0.141421356, ,57.695,0.94,7.335,6.96, ,15.83212083, ,6.286179285,8.62670273, 
sp,Eulemur_cinereiceps,Eulemur,White-collared Brown Lemur, , ,0,0,, ,Cathemeral, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Eulemur_collaris,Eulemur,Red-collared Brown Lemur, ,Forest,0,1,closed,1,Cathemeral, , , , , , , , ,2,5, , , , , , ,2,7, ,wp,FFMM,0.714285714,groups,one,none,AR,2.07,2.217, , , , ,78.5, ,4.4,14,3.3, , , , , 
pop,Eulemur_collaris,Eulemur,Red-collared Brown Lemur,"Sainte Luce, Madagascar",Forest,0,1,closed,1,Cathemeral, , , , , , , , , ,4, , , , , , , ,4,2,none,FFMM,1,groups,one,none,AR,2.07,2.217, , , , ,78.5, ,4.4,14,3.3, , , , , 
pop,Eulemur_collaris,Eulemur,Red-collared Brown Lemur,"Madena, Madagascar",Forest,0,1,closed,1,Cathemeral, , , , , , , , ,2,1, , , , , , , ,3,2,wp,FMM,0.666666667,groups,one,none,AR,2.07,2.217, , , , ,78.5, ,4.4,14,3.3, , , , , 
sp,Eulemur_coronatus,Eulemur,Crowned Lemur, , ,0,0,, ,Cathemeral_Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Eulemur_flavifrons,Eulemur,Blue-eyed Black Lemur, ,Forest,0,1,closed,1,Cathemeral, , , , , , , , , ,6, , , , , , ,1,6, ,none,FFMM,1,groups,one,none,AR,1.920333333,2.073333333, ,0.3820999,0.277908858, , , , , , , , , , , 
pop,Eulemur_flavifrons,Eulemur,Blue-eyed Black Lemur,"Ankarafa Forest, Madagascar",Forest,0,1,closed,1,Cathemeral, , , , , , , , , ,6, , , , , , , ,6,1,none,FFMM,1,groups,one,none,AR,1.920333333,2.073333333, ,0.3820999,0.277908858, , , , , , , , , , , 
sp,Eulemur_fulvus,Eulemur,Brown Lemur, ,Forest,0,1,closed,1,Cathemeral, , , , , , , , , ,1, , , , , , ,2,1, ,none,FFMM,1,groups,one,none,AR,1.867,1.775, , , , ,46.65, ,48.11,3.415, ,31.18340905, ,31.83394729,0.16263456, 
pop,Eulemur_fulvus,Eulemur,Brown Lemur,"Berenty, Madagascar",Forest,0,1,closed,1,Cathemeral, , , , , , , , , ,1, , , , , , , ,1,2,none,FFMM,1,groups,one,none,AR,1.867,1.775, , , , ,46.65, ,48.11,3.415, ,31.18340905, ,31.83394729,0.16263456, 
sp,Eulemur_macaco,Eulemur,Black Lemur, ,Forest,0,1,closed,1,Cathemeral, , , , , ,1, , , ,4, , , , , , ,1,5, ,wp,FFMM,0.8,groups,one,none,AR,2.357142857,2.332, ,0.321262317,0.32276555, ,71.15,1.2,18.3,4.4,0.88,9.687362902, ,7.919595949,0.565685425, 
pop,Eulemur_macaco,Eulemur,Black Lemur,"Ampasikely, Madagascar",Forest,0,1,closed,1,Cathemeral, , , , , ,1, , , ,4, , , , , , , ,5,1,wp,FFMM,0.8,groups,one,none,AR,2.357142857,2.332, ,0.321262317,0.32276555, ,71.15,1.2,18.3,4.4,0.88,9.687362902, ,7.919595949,0.565685425, 
sp,Eulemur_mongoz,Eulemur,Mongoose Lemur, ,Forest,0,1,closed,1,Cathemeral_Diurnal_Nocturnal, , , , , ,2, , , , , , , , , , ,1,2, ,none,MF,1,groups,one,none,AR,1.2604,1.3745, ,0.237109258,0.189, ,60.83333333,3,25.5,3,2,1.607275127, ,10.11187421,1.414213562, 
pop,Eulemur_mongoz,Eulemur,Mongoose Lemur,"Anjamena, Madagascar",Forest,0,1,closed,1,Cathemeral_Diurnal_Nocturnal, , , , , ,2, , , , , , , , , , , ,2,1,none,MF,1,groups,one,none,AR,1.2604,1.3745, ,0.237109258,0.189, ,60.83333333,3,25.5,3,2,1.607275127, ,10.11187421,1.414213562, 
sp,Eulemur_rubriventer,Eulemur,Red-bellied Lemur, ,Forest,0,1,closed,1,Cathemeral, , , , , ,39, ,5,3, , , , , , , ,3,47, ,wp,MF,0.829787234,groups,one,none,AR,2.067,1.96, , , , ,75.25, ,7.825,3.975, ,18.03122292, ,3.995153314,5.197234842, 
pop,Eulemur_rubriventer,Eulemur,Red-bellied Lemur,"Ranomafana, Madagascar",Forest,0,1,closed,1,Cathemeral, , , , , ,39, ,5,3, , , , , , , , ,47,3,wp,MF,0.829787234,groups,one,none,AR,2.067,1.96, , , , ,75.25, ,7.825,3.975, ,18.03122292, ,3.995153314,5.197234842, 
sp,Eulemur_rufifrons,Eulemur,Red-fronted Brown Lemur, ,Forest,0,1,closed,1,Cathemeral, , , , , , , , , ,8, , , , , , ,2,8, ,none,FFMM,1,groups,one,none,AR,2.178,2.251, , , , ,59.25, ,29.35,9.45, , , , , , 
pop,Eulemur_rufifrons,Eulemur,Red-fronted Brown Lemur,"Kirindy Forest, Madagascar",Forest,0,1,closed,1,Cathemeral, , , , , , , , , ,8, , , , , , , ,8,2,none,FFMM,1,groups,one,none,AR,2.178,2.251, , , , ,59.25, ,29.35,9.45, , , , , , 
sp,Eulemur_rufus,Eulemur,Rufous Brown Lemur, ,Forest,0,1,closed,1,Cathemeral, , , , , , , , ,2,30, , , , , , ,3,32, ,none,FFMM,0.9375,groups,one,none,AR,1.79,1.84, , , , ,35.7, ,55.375,2.2, ,15.69777054, ,21.46069081, , 
pop,Eulemur_rufus,Eulemur,Rufous Brown Lemur,"Ranomafana, Madagascar",Forest,0,1,closed,1,Cathemeral, , , , , , , , , ,6, , , , , , , ,6,1,none,FFMM,1,groups,one,none,AR,1.79,1.84, , , , ,35.7, ,55.375,2.2, ,15.69777054, ,21.46069081, , 
pop,Eulemur_rufus,Eulemur,Rufous Brown Lemur,"Kirindy Forest, Madagascar",Forest,0,1,closed,1,Cathemeral, , , , , , , , ,2,24, , , , , , , ,26,2,wp,FFMM,0.923076923,groups,one,none,AR,1.79,1.84, , , , ,35.7, ,55.375,2.2, ,15.69777054, ,21.46069081, , 
sp,Eulemur_sanfordi,Eulemur,Sanford's Brown Lemur, , ,0,0,, ,Cathemeral_Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Euoticus_elegantulus,Euoticus,Southern Needle-clawed Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Euoticus_pallidus,Euoticus,Northern Needle-clawed Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galago_cameronensis,Galago,Cross River Bushbaby, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galago_gallarum,Galago,Somali Lesser Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galago_matschiei,Galago,Spectacled Lesser Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galago_moholi,Galago,Southern Lesser Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galago_nyasae,Galago,Malawi Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galago_senegalensis,Galago,Northern Lesser Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galagoides_demidoff,Galagoides,Demidoff's Dwarf Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galagoides_granti,Galagoides,Grant's Lesser Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galagoides_orinus,Galagoides,Mountain Dwarf Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galagoides_rondoensis,Galagoides,Rondo Dwarf Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galagoides_thomasi,Galagoides,Thomas's Dwarf Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galagoides_zanzibaricus,Galagoides,Kenya Coast Dwarf Galago, ,Forest,0,1,closed,1,Nocturnal, , , , , ,4, ,4, ,1,1, , , , , ,1,9, ,wp,MF_MFF,0.444444444,solitary, ,none,AR, , , , , , , , , , , , , , , , 
pop,Galagoides_zanzibaricus,Galagoides,Kenya Coast Dwarf Galago,"Gedi Ruins National Monument, Monbasa",Forest,0,1,closed,1,Nocturnal, , , , , ,4, ,4, ,1,1, , , , , , ,9,1,wp,MF_MFF,0.444444444,solitary, ,none,AR, , , , , , , , , , , , , , , , 
sp,Gorilla_beringei,Gorilla,Mountain Gorilla, ,Forest,0,1,closed,1,Diurnal, , ,2, , , , ,11,4,33, ,7, , , , ,11,48, ,both,FFMM,0.6875,groups,ff,yes,BOTH,161.25,81.83333333, ,1.767766953,23.3470198, ,10.7, ,42.7,0.405,0.1,7.071067812, ,35.07249635,0.431335137, 
pop,Gorilla_beringei,Gorilla,Mountain Gorilla,"Mount Visoke, Parc des Volcans, Central Africa",Forest,0,1,closed,1,Diurnal, , ,2, , , , ,8,4,26, ,7, , , , , ,38,9,wp,FFMM,0.684210526,groups,ff,yes,BOTH,161.25,81.83333333, ,1.767766953,23.3470198, ,10.7, ,42.7,0.405,0.1,7.071067812, ,35.07249635,0.431335137, 
pop,Gorilla_beringei,Gorilla,Mountain Gorilla,"Bwindi Impenetrable National Park, Uganda",Forest,0,1,closed,1,Diurnal, , , , , , , ,3, ,7, , , , , , , ,10,3,wp,FFMM,0.7,groups,ff,yes,BOTH,161.25,81.83333333, ,1.767766953,23.3470198, ,10.7, ,42.7,0.405,0.1,7.071067812, ,35.07249635,0.431335137, 
sp,Gorilla_gorilla,Gorilla,Western Lowland Gorilla, ,Forest_Wetland_Grassland,1,1,both,2,Diurnal, , ,12, , ,8, ,61,4,17,4,5,1,1, , ,13,92, ,both,MFF,0.663043478,groups,ff,none,BOTH,161.1466667,71.5, ,19.26573469, , ,14.7, ,2, , , , , , , 
pop,Gorilla_gorilla,Gorilla,Western Lowland Gorilla,"Kahuzi-Biega National Park, Congo",Forest,0,1,closed,1,Diurnal, , ,1, , , , ,13, ,4,3, , ,1, , , ,18,1,wp,MFF,0.722222222,groups,ff,yes,BOTH,161.1466667,71.5, ,19.26573469, , ,14.7, ,2, , , , , , , 
pop,Gorilla_gorilla,Gorilla,Western Lowland Gorilla,"Bai Hoku, Central Africa",Forest,0,1,closed,1,Diurnal, , ,2, , ,1, ,2, ,1, , , , , , , ,4,5,wp,MFF,0.5,groups,one,none,BOTH,161.1466667,71.5, ,19.26573469, , ,14.7, ,2, , , , , , , 
pop,Gorilla_gorilla,Gorilla,Western Lowland Gorilla,"Mbeli Bai, Congo",Forest_Wetland,0,1,closed,2,Diurnal, , ,7, , ,1, ,15,3,2, ,1, , , , , ,21,2,wp,MFF,0.714285714,groups,one,none,BOTH,161.1466667,71.5, ,19.26573469, , ,14.7, ,2, , , , , , , 
pop,Gorilla_gorilla,Gorilla,Western Lowland Gorilla,"Odzala National Park, Congo",Forest_Wetland,0,1,closed,2,Diurnal, , ,2, , ,6, ,30, ,6, ,3, , , , , ,42,2,wp,MFF,0.714285714,groups,one,none,BOTH,161.1466667,71.5, ,19.26573469, , ,14.7, ,2, , , , , , , 
pop,Gorilla_gorilla,Gorilla,Western Lowland Gorilla,"Batéké Plateau, Congo",Forest_Grassland,1,1,both,2,Diurnal, , , , , , , , ,1,2,1,1,1, , , , ,4,1,wp,FFMM,0.5,groups,one,none,BOTH,161.1466667,71.5, ,19.26573469, , ,14.7, ,2, , , , , , , 
pop,Gorilla_gorilla,Gorilla,Western Lowland Gorilla,"Batéké Plateau, Gabon",Forest_Grassland,1,1,both,2,Diurnal, , , , , , , ,1, ,2, , , , , , , ,3,2,wp,FFMM,0.666666667,groups,one,none,BOTH,161.1466667,71.5, ,19.26573469, , ,14.7, ,2, , , , , , , 
sp,Hapalemur_alaotrensis,Hapalemur,Lac Alaotra Gentle Lemur, ,Forest,0,1,closed,1,Cathemeral, , , , , ,11, ,4,4,4, , , , , , ,2,23, ,wp,MF,0.4782608,groups,one,none,AR, , ,1.239, , , , ,2.1,48.3,0.1, , , , , , 
pop,Hapalemur_alaotrensis,Hapalemur,Lac Alaotra Gentle Lemur,"Lake Alaotra, Madagascar",Forest,0,1,closed,1,Cathemeral, , , , , ,11, ,4,4,4, , , , , , , ,23,2,wp,MF,0.4782608,groups,one,none,AR, , ,1.239, , , , ,2.1,48.3,0.1, , , , , , 
sp,Hapalemur_aureus,Hapalemur,Golden Bamboo Lemur, ,Forest,0,1,closed,1,Diurnal, , , , , ,4, , , , , , , , , , ,1,4, ,none,MF,1,groups,one,none,AR,1.514,1.355,1.46, , , ,4, ,91,1, , , , , , 
pop,Hapalemur_aureus,Hapalemur,Golden Bamboo Lemur,"Ranomafana, Madagascar",Forest,0,1,closed,1,Diurnal, , , , , ,4, , , , , , , , , , , ,4,1,none,MF,1,groups,one,none,AR,1.514,1.355,1.46, , , ,4, ,91,1, , , , , , 
sp,Hapalemur_griseus,Hapalemur,Gray Bamboo Lemur, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,4, , , , , , , , ,1,4, ,none,MFF,1,groups,one,none,AR,0.9135,0.9154, , , , ,5, ,92, , , , , , , 
pop,Hapalemur_griseus,Hapalemur,Gray Bamboo Lemur,"Ranomafana, Madagascar",Forest,0,1,closed,1,Diurnal, , , , , , , ,4, , , , , , , , , ,4,1,none,MFF,1,groups,one,none,AR,0.9135,0.9154, , , , ,5, ,92, , , , , , , 
sp,Hapalemur_meridionalis,Hapalemur,Southern Bamboo Lemur, ,Forest,0,1,closed,1,Cathemeral_Diurnal, , , , , , , ,1,1,2, ,1, , , , ,1,4, ,wp,FFMM,0.5,groups,one,none,AR,1.06875,1.075,1.072, , , ,18.58, ,43.03,12.78, , , , , , 
pop,Hapalemur_meridionalis,Hapalemur,Southern Bamboo Lemur,"Madena Littoral Forest, Madagascar",Forest,0,1,closed,1,Cathemeral_Diurnal, , , , , , , ,1,1,2, ,1, , , , , ,4,1,wp,FFMM,0.5,groups,one,none,AR,1.06875,1.075,1.072, , , ,18.58, ,43.03,12.78, , , , , , 
sp,Hapalemur_occidentalis,Hapalemur,Northern Bamboo Lemur, , ,0,0,, ,Cathemeral_Diurnal_Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Hoolock_hoolock,Hoolock,Western Hoolock Gibbon, ,Forest,0,1,closed,1,Diurnal,3,1, , , ,53, ,1,1,6, , , , , , ,6,61, ,wp,MF,0.868852459,groups,one,none,AR,6.9,6.1, , , , ,62,2,27,4, , , , , , 
pop,Hoolock_hoolock,Hoolock,Western Hoolock Gibbon,"Chunati, Bengladesh",Forest,0,1,closed,1,Diurnal,2, , , , ,5, , , , , , , , , , , ,5,1,none,MF,1,groups,one,none,AR,6.9,6.1, , , , ,62,2,27,4, , , , , , 
pop,Hoolock_hoolock,Hoolock,Western Hoolock Gibbon,"Assam, India",Forest,0,1,closed,1,Diurnal, , , , , ,5, , , , , , , , , , , ,5,1,none,MF,1,groups,one,none,AR,6.9,6.1, , , , ,62,2,27,4, , , , , , 
pop,Hoolock_hoolock,Hoolock,Western Hoolock Gibbon,"Lawashara, Bengladesh",Forest,0,1,closed,1,Diurnal, ,1, , , ,8, , , , , , , , , , , ,8,3,none,MF,1,groups,one,none,AR,6.9,6.1, , , , ,62,2,27,4, , , , , , 
pop,Hoolock_hoolock,Hoolock,Western Hoolock Gibbon,"West Garo Hills, India",Forest,0,1,closed,1,Diurnal,1, , , , ,25, , , ,6, , , , , , , ,31,1,wp,MF,0.806451613,groups,one,none,AR,6.9,6.1, , , , ,62,2,27,4, , , , , , 
pop,Hoolock_hoolock,Hoolock,Western Hoolock Gibbon,North-Eastern India,Forest,0,1,closed,1,Diurnal, , , , , ,10, ,1,1, , , , , , , , ,12,1,wp,MF,0.833333333,groups,one,none,AR,6.9,6.1, , , , ,62,2,27,4, , , , , , 
sp,Hoolock_leuconedys,Hoolock,Eastern Hoolock Gibbon, ,Forest,0,1,closed,1,Diurnal, ,2, , , ,9, ,2, , , , , , , , ,2,11, ,both,MF,0.818181818,groups,one,none,AR, , , , , , , , , , , , , , , , 
pop,Hoolock_leuconedys,Hoolock,Eastern Hoolock Gibbon,"Nankang Nature Park, China",Forest,0,1,closed,1,Diurnal, ,2, , , ,2, , , , , , , , , , , ,2,1,none,MF,1,groups,one,none,AR, , , , , , , , , , , , , , , , 
pop,Hoolock_leuconedys,Hoolock,Eastern Hoolock Gibbon,"Yunnan, China",Forest,0,1,closed,1,Diurnal, , , , , ,7, ,2, , , , , , , , , ,9,1,wp,MF,0.777777778,groups,one,none,AR, , , , , , , , , , , , , , , , 
sp,Hylobates_abbotti,Hylobates,Abbott's Gray Gibbon, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Hylobates_agilis,Hylobates,Agile Gibbon, ,Forest,0,1,closed,1,Diurnal,4,2, , , ,29, , , , , , , , , , ,2,29, ,none,MF,1,groups,one,none,AR,6.8,6.4, , , , ,55.5, ,31.5,11.5,2,3.535533906, ,10.60660172,12.02081528,1.414213562
pop,Hylobates_agilis,Hylobates,Agile Gibbon,"Gunung Palung Reserve, Indonesia",Forest,0,1,closed,1,Diurnal,4,2, , , ,28, , , , , , , , , , , ,28,1,none,MF,1,groups,one,none,AR,6.8,6.4, , , , ,55.5, ,31.5,11.5,2,3.535533906, ,10.60660172,12.02081528,1.414213562
pop,Hylobates_agilis,Hylobates,Agile Gibbon,"Padang, Sumatra, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,6.8,6.4, , , , ,55.5, ,31.5,11.5,2,3.535533906, ,10.60660172,12.02081528,1.414213562
sp,Hylobates_albibarbis,Hylobates,Bornean White-Bearded Gibbon, ,Forest_Wetland,0,1,closed,2,Diurnal,,, , , ,3, , , , , , , , , , ,1,3, ,none,MF,1,groups,one,none,AR,5.45,6.45, , , , ,63, ,25,5,1, , , , , 
pop,Hylobates_albibarbis,Hylobates,Bornean White-Bearded Gibbon,"Kalamitan, Indonesia",Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,3, , , , , , , , , , , ,3,1,none,MF,1,groups,one,none,AR,5.45,6.45, , , , ,63, ,25,5,1, , , , , 
sp,Hylobates_funereus,Hylobates,East Bornean Gray Gibbon, ,Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , ,1,1, ,none,MF,1,groups,one,yes,AR, , , , , , , , , , , , , , , , 
pop,Hylobates_funereus,Hylobates,East Bornean Gray Gibbon,"Sabah, Borneo",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,yes,AR, , , , , , , , , , , , , , , , 
sp,Hylobates_klossii,Hylobates,Kloss's Gibbon, ,Forest,0,1,closed,1,Diurnal, ,2, , , ,11, , , , , , , , , , ,2,11, ,none,MF,1,groups,one,yes,AR,5.67,5.92,5.8, , , ,72, ,2, ,25, , , , , 
pop,Hylobates_klossii,Hylobates,Kloss's Gibbon,"Siberut Island, Indonesia",Forest,0,1,closed,1,Diurnal, ,2, , , ,11, , , , , , , , , , , ,11,2,none,MF,1,groups,one,yes,AR,5.67,5.92,5.8, , , ,72, ,2, ,25, , , , , 
sp,Hylobates_lar,Hylobates,Lar Gibbon, ,Forest,0,1,closed,1,Diurnal, , , , , ,41, , ,7, , , , , , , ,8,45, ,both,MF,0.911111111,groups,one,yes,AR,5.7,5.3,5.6, , , , , , , , , , , , , 
pop,Hylobates_lar,Hylobates,Lar Gibbon,"Ketembe Research Station, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , ,5, , , , , , , , , , , ,2,1,none,MF,1,groups,one,yes,AR,5.7,5.3,5.6, , , , , , , , , , , , , 
pop,Hylobates_lar,Hylobates,Lar Gibbon,"Khao Yai National Park, Thailand",Forest,0,1,closed,1,Diurnal, , , , , ,38, , ,7, , , , , , , , ,42,6,wp,MF,0.833333333,groups,one,yes,AR,5.7,5.3,5.6, , , , , , , , , , , , , 
pop,Hylobates_lar,Hylobates,Lar Gibbon,"Huai Kha Khaeng Wildlife Sanctuary, Thailand",Forest,0,1,closed,1,Diurnal, , , , , ,2, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,5.7,5.3,5.6, , , , , , , , , , , , , 
sp,Hylobates_moloch,Hylobates,Moloch/Silvery Gibbon, ,Forest,0,1,closed,1,Diurnal, ,, , , ,4, ,1,, , , , , , , ,2,5, ,wp,MF,0.8,groups,one,none,AR,6.58,6.25, , , , ,62, ,31,6.5, ,1.414213562, ,9.899494937,7.778174593, 
pop,Hylobates_moloch,Hylobates,Moloch/Silvery Gibbon,"Gunung Halimun Salak National Park, Java, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , ,4, ,1, , , , , , , , , ,5,2,wp,MF,0.8,groups,one,none,AR,6.58,6.25, , , , ,62, ,31,6.5, ,1.414213562, ,9.899494937,7.778174593, 
sp,Hylobates_muelleri,Hylobates,Müller's Gibbon, ,Forest,0,1,closed,1,Diurnal, , , , , ,2, , , , , , , , , , ,2,2, ,none,MF,1,groups,one,none,AR,5.983333333,5.673333333,5.35,0.720023148,0.630581742, ,59.16666667,4.5,32.6,9.55,1.4,2.466441431, ,9.114823092,3.606244584,0.848528137
pop,Hylobates_muelleri,Hylobates,Müller's Gibbon,"Kutai Nature Reserve, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,5.983333333,5.673333333,5.35,0.720023148,0.630581742, ,59.16666667,4.5,32.6,9.55,1.4,2.466441431, ,9.114823092,3.606244584,0.848528137
pop,Hylobates_muelleri,Hylobates,Müller's Gibbon,"Mentoko Camp, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,5.983333333,5.673333333,5.35,0.720023148,0.630581742, ,59.16666667,4.5,32.6,9.55,1.4,2.466441431, ,9.114823092,3.606244584,0.848528137
sp,Hylobates_pileatus,Hylobates,Pileated Gibbon, ,Forest,0,1,closed,1,Diurnal, , , , , ,23, ,1, , , , , , , , ,4,24, ,wp,MF,0.958333333,groups,one,none,AR,7.8,7.68, , , , ,71, ,13, ,15, , , , , 
pop,Hylobates_pileatus,Hylobates,Pileated Gibbon,"Khao Soi Dao Wildlife Sanctuary, Thailand",Forest,0,1,closed,1,Diurnal, , , , , ,11, ,1, , , , , , , , , ,12,1,wp,MF,0.916666667,groups,one,none,AR,7.8,7.68, , , , ,71, ,13, ,15, , , , , 
pop,Hylobates_pileatus,Hylobates,Pileated Gibbon,"Khao Yai National Park, Thailand",Forest,0,1,closed,1,Diurnal, , , , , ,11, , , , , , , , , , , ,11,2,none,MF,1,groups,one,none,AR,7.8,7.68, , , , ,71, ,13, ,15, , , , , 
pop,Hylobates_pileatus,Hylobates,Pileated Gibbon,"Khao Ang Rue Nai Wildlife Sanctuary, Thailand",forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,7.8,7.68, , , , ,71, ,13, ,15, , , , , 
sp,Indri_indri,Indri,Indri, , ,0,0,,1,Diurnal, , , , , ,7, ,1,1, , , , , , , ,3,9, ,both,MF,0.777777778,groups, ,none,AR, , ,7.75, , , ,25,10,62.5, , , , , , , 
pop,Indri_indri,Indri,Indri,"Maromizaha Forest, Madagascar",Forest,0,1,closed,1,Diurnal, , , , , ,2, , , , , , , , , , , ,2,1,none,MF,1,groups, ,none,AR, , ,7.75, , , ,25,10,62.5, , , , , , , 
pop,Indri_indri,Indri,Indri,"Alanamazoatra, Madagascar",Forest,0,1,closed,1,Diurnal, , , , , ,5, ,1,1, , , , , , , , ,7,2,wp,MF,0.714285714,groups, ,none,AR, , ,7.75, , , ,25,10,62.5, , , , , , , 
sp,Lagothrix_cana,Lagothrix,Gray Woolly Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Lagothrix_flavicauda,Lagothrix,Peruvian Yellow-tailed Wooly Monkey, ,Forest_Grassland_Artificial,1,1,both,3,Diurnal, , , , , , , , , ,3, , , , , , ,1,3, ,none,FFMM,1,groups,one,none,AR,9.15,5.7, , , , ,46.3, ,23.3,1.8,19.1, , , , , 
