sp.pop,Genus_species,Common_name,Population,Habitat_type,Habitat_open,Habitat_closed,Habitat_cat,Habitat_heterogenity,Activity_pattern,DisperseM,DisperseF,solitaryM,solitaryF,Solitary,MF,MF_adult_off,MFF,FMM,FFMM,FF,MM,Sex_specific_group,Sex_specific_solitaryM,Sex_specific_solitaryF,Sibling,Nbr_of_studies,Nbr_social_units,Nbr_papers_for_each_field_sites,IVSO,main_SO,calculation_main_SO,foraging_style,level_of_society,Disruption,Locomotion,mean_Male_all,mean_Female_all,mean_other_all,sd_Male_all,sd_Female_all,sd_other_all,mean_Fruits_all,mean_Seeds_all,mean_Leaves_all,mean_Flowers_all,mean_Animal_all,sd_Fruits_all,sd_Seeds_all,sd_Leaves_all,sd_Flowers_all,sd_Animals_all
sp,Colobus_vellerosus,Ursine Colobus / Geoffroy’s pied colobus, ,Forest_Savanna,1,1,both,2,Diurnal, , , , , , , ,2, ,3, , , , , , ,3,5, ,wp,FFMM,0.6,groups,one,yes,AR,8.825,7.275, ,0.459619408,0.530330086, ,10.7,4,79,6, , , , , , 
pop,Colobus_vellerosus,Ursine Colobus / Geoffroy’s pied colobus,Boabeng-FiemaMonkeySanctuary_Ghana,Forest_Savanna,1,1,both,2,Diurnal, , , , , , , ,2, ,3, , , , , , , ,5,3,wp,FFMM,0.6,groups,one,yes,AR,8.825,7.275, ,0.459619408,0.530330086, ,10.7,4,79,6, , , , , , 
sp,Daubentonia_madagascariensis,Aye-Aye, ,Forest,0,1,closed,1,Nocturnal, , ,2,1,1,1, , , , , , , , , , ,1,2, ,wp,solitary_MF,0.5,solitary_groups,one,none,AR,2.6185,2.531,2.545,0.00212132,0.057982756,0.021213203, ,40.83, , , , , , , , 
pop,Daubentonia_madagascariensis,Aye-Aye,"Mananara, Madagascar",Forest,0,1,closed,1,Nocturnal, , ,2,1,1,1, , , , , , , , , , , ,2,1,wp,solitary_MF,0.5,solitary_groups,one,none,AR,2.6185,2.531,2.545,0.00212132,0.057982756,0.021213203, ,40.83, , , , , , , , 
sp,Erythrocebus_patas,Patas Monkey, ,Artificial_Forest_Grassland_Savanna_Wetland,1,1,both,4,Diurnal,4, , , , , , ,18, ,9,1, , , , , ,9,27, ,both,MFF,0.666666667,groups,one,none,T,12.4,6.5, , , , ,5.75,0.6,4.1,37.21,42.7,1.060660172, ,2.687005769,39.3009949, 
pop,Erythrocebus_patas,Patas Monkey,"Waza Reserve, Cameroon",Forest_Savanna_Wetland,1,1,both,3,Diurnal, , , , , , , ,3, ,1, , , , , , , ,4,1,wp,MFF,0.75,groups,one,none,T,12.4,6.5, , , , ,5.75,0.6,4.1,37.21,42.7,1.060660172, ,2.687005769,39.3009949, 
pop,Erythrocebus_patas,Patas Monkey,"La Parguera, Puerto Rico",Forest_Wetland,0,1,closed,2,Diurnal,1, , , , , , ,4, ,3, , , , , , , ,7,2,wp,MFF,0.571428571,groups,one,none,T,12.4,6.5, , , , ,5.75,0.6,4.1,37.21,42.7,1.060660172, ,2.687005769,39.3009949, 
pop,Erythrocebus_patas,Patas Monkey,"Laikipia District, Kenya",Artifical_Forest_Grassland_Wetland,1,1,both,4,Diurnal,2, , , , , , ,5, ,5,1, , , , , , ,10,3,wp,MFF_FFMM,0.5,groups,ff,yes,T,12.4,6.5, , , , ,5.75,0.6,4.1,37.21,42.7,1.060660172, ,2.687005769,39.3009949, 
pop,Erythrocebus_patas,Patas Monkey,"Kala Maloue National Park,Cameroon",Forest_Grassland_Wetland,1,1,both,3,Diurnal,1, , , , , , ,6, , , , , , , , , ,6,3,wp,MFF,1,groups,ff,yes,T,12.4,6.5, , , , ,5.75,0.6,4.1,37.21,42.7,1.060660172, ,2.687005769,39.3009949, 
sp,Eulemur_albifrons,White-fronted Brown Lemur, ,Forest,0,1,closed,1,Cathemeral_Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none,AR,2.30625,2.05,2.0965,0.132582521,0.141421356,0.277892965,57.695,0.94,7.335,6.96, ,15.83212083, ,6.286179285,8.62670273, 
sp,Eulemur_cinereiceps,White-collared Brown Lemur, , ,0,0,, ,Cathemeral, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Eulemur_collaris,Red-collared Brown Lemur, ,Forest,0,1,closed,1,Cathemeral, , , , , , , , ,2,5, , , , , , ,2,7, ,wp,FFMM,0.714285714,groups,one,none,AR,2.07,2.217,2.18, , , ,78.5, ,4.4,14,3.3, , , , , 
pop,Eulemur_collaris,Red-collared Brown Lemur,"Sainte Luce, Madagascar",Forest,0,1,closed,1,Cathemeral, , , , , , , , , ,4, , , , , , , ,4,2,none,FFMM,1,groups,one,none,AR,2.07,2.217,2.18, , , ,78.5, ,4.4,14,3.3, , , , , 
pop,Eulemur_collaris,Red-collared Brown Lemur,"Madena, Madagascar",Forest,0,1,closed,1,Cathemeral, , , , , , , , ,2,1, , , , , , , ,3,2,wp,FMM,0.666666667,groups,one,none,AR,2.07,2.217,2.18, , , ,78.5, ,4.4,14,3.3, , , , , 
sp,Eulemur_coronatus,Crowned Lemur, , ,0,0,, ,Cathemeral_Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Eulemur_flavifrons,Blue-eyed Black Lemur, ,Forest,0,1,closed,1,Cathemeral, , , , , , , , , ,6, , , , , , ,1,6, ,none,FFMM,1,groups,one,none,AR,1.920333333,2.073333333,1.84,0.3820999,0.277908858, , , , , , , , , , , 
pop,Eulemur_flavifrons,Blue-eyed Black Lemur,"Ankarafa Forest, Madagascar",Forest,0,1,closed,1,Cathemeral, , , , , , , , , ,6, , , , , , , ,6,1,none,FFMM,1,groups,one,none,AR,1.920333333,2.073333333,1.84,0.3820999,0.277908858, , , , , , , , , , , 
sp,Eulemur_fulvus,Brown Lemur, ,Forest,0,1,closed,1,Cathemeral, , , , , , , , , ,1, , , , , , ,2,1, ,none,FFMM,1,groups,one,none,AR,1.9085,1.9625,1.84,0.058689863,0.265165043,0.296984848,46.65, ,48.11,3.415, ,31.18340905, ,31.83394729,0.16263456, 
pop,Eulemur_fulvus,Brown Lemur,"Berenty, Madagascar",Forest,0,1,closed,1,Cathemeral, , , , , , , , , ,1, , , , , , , ,1,2,none,FFMM,1,groups,one,none,AR,1.9085,1.9625,1.84,0.058689863,0.265165043,0.296984848,46.65, ,48.11,3.415, ,31.18340905, ,31.83394729,0.16263456, 
sp,Eulemur_macaco,Black Lemur, ,Forest,0,1,closed,1,Cathemeral, , , , , ,1, , , ,4, , , , , , ,1,5, ,wp,FFMM,0.8,groups,one,none,AR,2.303333333,2.27275,2.063333333,0.320334591,0.344257275,0.293995465,71.15,1.2,18.3,4.4,0.88,9.687362902, ,7.919595949,0.565685425, 
pop,Eulemur_macaco,Black Lemur,"Ampasikely, Madagascar",Forest,0,1,closed,1,Cathemeral, , , , , ,1, , , ,4, , , , , , , ,5,1,wp,FFMM,0.8,groups,one,none,AR,2.303333333,2.27275,2.063333333,0.320334591,0.344257275,0.293995465,71.15,1.2,18.3,4.4,0.88,9.687362902, ,7.919595949,0.565685425, 
sp,Eulemur_mongoz,Mongoose Lemur, ,Forest,0,1,closed,1,Cathemeral_Diurnal_Nocturnal, , , , , ,2, , , , , , , , , , ,1,2, ,none,MF,1,groups,one,none,AR,1.285333333,1.4116,1.375,0.220695869,0.183501499,0.148492424,60.83333333,3,25.5,3,2,1.607275127, ,10.11187421,1.414213562, 
pop,Eulemur_mongoz,Mongoose Lemur,"Anjamena, Madagascar",Forest,0,1,closed,1,Cathemeral_Diurnal_Nocturnal, , , , , ,2, , , , , , , , , , , ,2,1,none,MF,1,groups,one,none,AR,1.285333333,1.4116,1.375,0.220695869,0.183501499,0.148492424,60.83333333,3,25.5,3,2,1.607275127, ,10.11187421,1.414213562, 
sp,Eulemur_rubriventer,Red-bellied Lemur, ,Forest,0,1,closed,1,Cathemeral, , , , , ,39, ,5,3, , , , , , , ,3,47, ,wp,MF,0.829787234,groups,one,none,AR,2.067,1.96,1.98, , , ,79.5,0.04,8.766666667,3.975, ,14.72243186, ,3.262029021,5.197234842, 
pop,Eulemur_rubriventer,Red-bellied Lemur,"Ranomafana, Madagascar",Forest,0,1,closed,1,Cathemeral, , , , , ,39, ,5,3, , , , , , , , ,47,3,wp,MF,0.829787234,groups,one,none,AR,2.067,1.96,1.98, , , ,79.5,0.04,8.766666667,3.975, ,14.72243186, ,3.262029021,5.197234842, 
sp,Eulemur_rufifrons,Red-fronted Brown Lemur, ,Forest,0,1,closed,1,Cathemeral, , , , , , , , , ,8, , , , , , ,2,8, ,none,FFMM,1,groups,one,none,AR,2.178,2.251,2.15, , , ,59.25, ,29.35,9.45, , , , , , 
pop,Eulemur_rufifrons,Red-fronted Brown Lemur,"Kirindy Forest, Madagascar",Forest,0,1,closed,1,Cathemeral, , , , , , , , , ,8, , , , , , , ,8,2,none,FFMM,1,groups,one,none,AR,2.178,2.251,2.15, , , ,59.25, ,29.35,9.45, , , , , , 
sp,Eulemur_rufus,Rufous Brown Lemur, ,Forest,0,1,closed,1,Cathemeral, , , , , , , , ,2,30, , , , , , ,3,32, ,none,FFMM,0.9375,groups,one,none,AR,2.04,2.126666667,2.01,0.217025344,0.249064918,0.36373067,46.06666667, ,44.71666667,3.1, ,21.1095555, ,23.89729762,1.272792206, 
pop,Eulemur_rufus,Rufous Brown Lemur,"Ranomafana, Madagascar",Forest,0,1,closed,1,Cathemeral, , , , , , , , , ,6, , , , , , , ,6,1,none,FFMM,1,groups,one,none,AR,2.04,2.126666667,2.01,0.217025344,0.249064918,0.36373067,46.06666667, ,44.71666667,3.1, ,21.1095555, ,23.89729762,1.272792206, 
pop,Eulemur_rufus,Rufous Brown Lemur,"Kirindy Forest, Madagascar",Forest,0,1,closed,1,Cathemeral, , , , , , , , ,2,24, , , , , , , ,26,2,wp,FFMM,0.923076923,groups,one,none,AR,2.04,2.126666667,2.01,0.217025344,0.249064918,0.36373067,46.06666667, ,44.71666667,3.1, ,21.1095555, ,23.89729762,1.272792206, 
sp,Eulemur_sanfordi,Sanford's Brown Lemur, , ,0,0,, ,Cathemeral_Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Euoticus_elegantulus,Southern Needle-clawed Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Euoticus_pallidus,Northern Needle-clawed Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galago_cameronensis,Cross River Bushbaby, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galago_gallarum,Somali Lesser Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galago_matschiei,Spectacled Lesser Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galago_moholi,Southern Lesser Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galago_nyasae,Malawi Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galago_senegalensis,Northern Lesser Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galagoides_demidoff,Demidoff's Dwarf Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galagoides_granti,Grant's Lesser Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galagoides_orinus,Mountain Dwarf Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galagoides_rondoensis,Rondo Dwarf Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galagoides_thomasi,Thomas's Dwarf Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galagoides_zanzibaricus,Kenya Coast Dwarf Galago, ,Forest,0,1,closed,1,Nocturnal, , , , , ,4, ,4, ,1,1, , , , , ,1,9, ,wp,MF_MFF,0.444444444,solitary, ,none,AR,0.15,0.137,0.14, , , ,6.5, , , ,47.5,2.121320344, , , ,6.363961031
pop,Galagoides_zanzibaricus,Kenya Coast Dwarf Galago,"Gedi Ruins National Monument, Monbasa",Forest,0,1,closed,1,Nocturnal, , , , , ,4, ,4, ,1,1, , , , , , ,9,1,wp,MF_MFF,0.444444444,solitary, ,none,AR,0.15,0.137,0.14, , , ,6.5, , , ,47.5,2.121320344, , , ,6.363961031
sp,Gorilla_beringei,Mountain Gorilla, ,Forest,0,1,closed,1,Diurnal, , ,2, , , , ,11,4,33, ,7, , , , ,11,48, ,both,FFMM,0.6875,groups,ff,yes,BOTH,161.25,81.83333333, ,1.767766953,23.3470198, ,10.7, ,42.7,0.405,0.1,7.071067812, ,35.07249635,0.431335137, 
pop,Gorilla_beringei,Mountain Gorilla,"Mount Visoke, Parc des Volcans, Central Africa",Forest,0,1,closed,1,Diurnal, , ,2, , , , ,8,4,26, ,7, , , , , ,38,9,wp,FFMM,0.684210526,groups,ff,yes,BOTH,161.25,81.83333333, ,1.767766953,23.3470198, ,10.7, ,42.7,0.405,0.1,7.071067812, ,35.07249635,0.431335137, 
pop,Gorilla_beringei,Mountain Gorilla,"Bwindi Impenetrable National Park, Uganda",Forest,0,1,closed,1,Diurnal, , , , , , , ,3, ,7, , , , , , , ,10,3,wp,FFMM,0.7,groups,ff,yes,BOTH,161.25,81.83333333, ,1.767766953,23.3470198, ,10.7, ,42.7,0.405,0.1,7.071067812, ,35.07249635,0.431335137, 
sp,Gorilla_gorilla,Western Lowland Gorilla, ,Forest_Grassland_Wetland,1,1,both,2,Diurnal, , ,12, , ,8, ,61,4,17,4,5,1,1, , ,13,92, ,both,MFF,0.663043478,groups,ff,none,BOTH,161.1466667,71.5, ,19.26573469, , ,14.7, ,2, , , , , , , 
pop,Gorilla_gorilla,Western Lowland Gorilla,"Kahuzi-Biega National Park, Congo",Forest,0,1,closed,1,Diurnal, , ,1, , , , ,13, ,4,3, , ,1, , , ,18,1,wp,MFF,0.722222222,groups,ff,yes,BOTH,161.1466667,71.5, ,19.26573469, , ,14.7, ,2, , , , , , , 
pop,Gorilla_gorilla,Western Lowland Gorilla,"Bai Hoku, Central Africa",Forest,0,1,closed,1,Diurnal, , ,2, , ,1, ,2, ,1, , , , , , , ,4,5,wp,MFF,0.5,groups,one,none,BOTH,161.1466667,71.5, ,19.26573469, , ,14.7, ,2, , , , , , , 
pop,Gorilla_gorilla,Western Lowland Gorilla,"Mbeli Bai, Congo",Forest_Wetland,0,1,closed,2,Diurnal, , ,7, , ,1, ,15,3,2, ,1, , , , , ,21,2,wp,MFF,0.714285714,groups,one,none,BOTH,161.1466667,71.5, ,19.26573469, , ,14.7, ,2, , , , , , , 
pop,Gorilla_gorilla,Western Lowland Gorilla,"Odzala National Park, Congo",Forest_Wetland,0,1,closed,2,Diurnal, , ,2, , ,6, ,30, ,6, ,3, , , , , ,42,2,wp,MFF,0.714285714,groups,one,none,BOTH,161.1466667,71.5, ,19.26573469, , ,14.7, ,2, , , , , , , 
pop,Gorilla_gorilla,Western Lowland Gorilla,"Batéké Plateau, Congo",Forest_Grassland,1,1,both,2,Diurnal, , , , , , , , ,1,2,1,1,1, , , , ,4,1,wp,FFMM,0.5,groups,one,none,BOTH,161.1466667,71.5, ,19.26573469, , ,14.7, ,2, , , , , , , 
pop,Gorilla_gorilla,Western Lowland Gorilla,"Batéké Plateau, Gabon",Forest_Grassland,1,1,both,2,Diurnal, , , , , , , ,1, ,2, , , , , , , ,3,2,wp,FFMM,0.666666667,groups,one,none,BOTH,161.1466667,71.5, ,19.26573469, , ,14.7, ,2, , , , , , , 
sp,Hapalemur_alaotrensis,Lac Alaotra Gentle Lemur, ,Forest,0,1,closed,1,Cathemeral, , , , , ,11, ,4,4,4, , , , , , ,2,23, ,wp,MF,0.4782608,groups,one,none,AR, , ,1.239, , , , ,2.1,48.3,0.1, , , , , , 
pop,Hapalemur_alaotrensis,Lac Alaotra Gentle Lemur,"Lake Alaotra, Madagascar",Forest,0,1,closed,1,Cathemeral, , , , , ,11, ,4,4,4, , , , , , , ,23,2,wp,MF,0.4782608,groups,one,none,AR, , ,1.239, , , , ,2.1,48.3,0.1, , , , , , 
sp,Hapalemur_aureus,Golden Bamboo Lemur, ,Forest,0,1,closed,1,Diurnal, , , , , ,4, , , , , , , , , , ,1,4, ,none,MF,1,groups,one,none,AR,1.517,1.3725,1.496666667,0.004242641,0.024748737,0.072341781,4, ,91,1, , , , , , 
pop,Hapalemur_aureus,Golden Bamboo Lemur,"Ranomafana, Madagascar",Forest,0,1,closed,1,Diurnal, , , , , ,4, , , , , , , , , , , ,4,1,none,MF,1,groups,one,none,AR,1.517,1.3725,1.496666667,0.004242641,0.024748737,0.072341781,4, ,91,1, , , , , , 
sp,Hapalemur_griseus,Gray Bamboo Lemur, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,4, , , , , , , , ,1,4, ,none,MFF,1,groups,one,none,AR,0.882833333,0.829466667,0.823333333,0.122415617,0.138241287,0.120554275,5, ,92, , , , , , , 
pop,Hapalemur_griseus,Gray Bamboo Lemur,"Ranomafana, Madagascar",Forest,0,1,closed,1,Diurnal, , , , , , , ,4, , , , , , , , , ,4,1,none,MFF,1,groups,one,none,AR,0.882833333,0.829466667,0.823333333,0.122415617,0.138241287,0.120554275,5, ,92, , , , , , , 
sp,Hapalemur_meridionalis,Southern Bamboo Lemur, ,Forest,0,1,closed,1,Cathemeral_Diurnal, , , , , , , ,1,1,2, ,1, , , , ,1,4, ,wp,FFMM,0.5,groups,one,none,AR,1.06875,1.075,0.961, , ,0.156977705,18.58, ,43.03,12.78, , , , , , 
pop,Hapalemur_meridionalis,Southern Bamboo Lemur,"Madena Littoral Forest, Madagascar",Forest,0,1,closed,1,Cathemeral_Diurnal, , , , , , , ,1,1,2, ,1, , , , , ,4,1,wp,FFMM,0.5,groups,one,none,AR,1.06875,1.075,0.961, , ,0.156977705,18.58, ,43.03,12.78, , , , , , 
sp,Hapalemur_occidentalis,Northern Bamboo Lemur, , ,0,0,, ,Cathemeral_Diurnal_Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Hoolock_hoolock,Western Hoolock Gibbon, ,Forest,0,1,closed,1,Diurnal,3,1, , , ,53, ,1,1,6, , , , , , ,6,61, ,wp,MF,0.868852459,groups,one,none,AR,6.885,6.49,6.88,0.021213203,0.551543289, ,62,2,27,4, , , , , , 
pop,Hoolock_hoolock,Western Hoolock Gibbon,"Chunati, Bengladesh",Forest,0,1,closed,1,Diurnal,2, , , , ,5, , , , , , , , , , , ,5,1,none,MF,1,groups,one,none,AR,6.885,6.49,6.88,0.021213203,0.551543289, ,62,2,27,4, , , , , , 
pop,Hoolock_hoolock,Western Hoolock Gibbon,"Assam, India",Forest,0,1,closed,1,Diurnal, , , , , ,5, , , , , , , , , , , ,5,1,none,MF,1,groups,one,none,AR,6.885,6.49,6.88,0.021213203,0.551543289, ,62,2,27,4, , , , , , 
pop,Hoolock_hoolock,Western Hoolock Gibbon,"Lawashara, Bengladesh",Forest,0,1,closed,1,Diurnal, ,1, , , ,8, , , , , , , , , , , ,8,3,none,MF,1,groups,one,none,AR,6.885,6.49,6.88,0.021213203,0.551543289, ,62,2,27,4, , , , , , 
pop,Hoolock_hoolock,Western Hoolock Gibbon,"West Garo Hills, India",Forest,0,1,closed,1,Diurnal,1, , , , ,25, , , ,6, , , , , , , ,31,1,wp,MF,0.806451613,groups,one,none,AR,6.885,6.49,6.88,0.021213203,0.551543289, ,62,2,27,4, , , , , , 
pop,Hoolock_hoolock,Western Hoolock Gibbon,North-Eastern India,Forest,0,1,closed,1,Diurnal, , , , , ,10, ,1,1, , , , , , , , ,12,1,wp,MF,0.833333333,groups,one,none,AR,6.885,6.49,6.88,0.021213203,0.551543289, ,62,2,27,4, , , , , , 
sp,Hoolock_leuconedys,Eastern Hoolock Gibbon, ,Forest,0,1,closed,1,Diurnal, ,2, , , ,9, ,2, , , , , , , , ,2,11, ,both,MF,0.818181818,groups,one,none,AR, , ,7.2, , , , , , , , , , , , , 
pop,Hoolock_leuconedys,Eastern Hoolock Gibbon,"Nankang Nature Park, China",Forest,0,1,closed,1,Diurnal, ,2, , , ,2, , , , , , , , , , , ,2,1,none,MF,1,groups,one,none,AR, , ,7.2, , , , , , , , , , , , , 
pop,Hoolock_leuconedys,Eastern Hoolock Gibbon,"Yunnan, China",Forest,0,1,closed,1,Diurnal, , , , , ,7, ,2, , , , , , , , , ,9,1,wp,MF,0.777777778,groups,one,none,AR, , ,7.2, , , , , , , , , , , , , 
sp,Hylobates_abbotti,Abbott's Gray Gibbon, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Hylobates_agilis,Agile Gibbon, ,Forest,0,1,closed,1,Diurnal,4,2, , , ,29, , , , , , , , , , ,2,29, ,none,MF,1,groups,one,none,AR,6.255,6.35,6,0.770746391,0.070710678, ,55.5, ,31.5,11.5,2,3.535533906, ,10.60660172,12.02081528,1.414213562
pop,Hylobates_agilis,Agile Gibbon,"Gunung Palung Reserve, Indonesia",Forest,0,1,closed,1,Diurnal,4,2, , , ,28, , , , , , , , , , , ,28,1,none,MF,1,groups,one,none,AR,6.255,6.35,6,0.770746391,0.070710678, ,55.5, ,31.5,11.5,2,3.535533906, ,10.60660172,12.02081528,1.414213562
pop,Hylobates_agilis,Agile Gibbon,"Padang, Sumatra, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,6.255,6.35,6,0.770746391,0.070710678, ,55.5, ,31.5,11.5,2,3.535533906, ,10.60660172,12.02081528,1.414213562
sp,Hylobates_albibarbis,Bornean White-Bearded Gibbon, ,Forest_Wetland,0,1,closed,2,Diurnal,1, , , , ,3, , , , , , , , , , ,1,3, ,none,MF,1,groups,one,none,AR,5.45,6.45, , , , ,63, ,25,5,1, , , , , 
pop,Hylobates_albibarbis,Bornean White-Bearded Gibbon,"Kalamitan, Indonesia",Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,3, , , , , , , , , , , ,3,1,none,MF,1,groups,one,none,AR,5.45,6.45, , , , ,63, ,25,5,1, , , , , 
sp,Hylobates_funereus,East Bornean Gray Gibbon, ,Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , ,1,1, ,none,MF,1,groups,one,yes,AR,5.63,5.37,5.5, , , ,57.5, ,23.8,12.1,0.8, , , , , 
pop,Hylobates_funereus,East Bornean Gray Gibbon,"Sabah, Borneo",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,yes,AR,5.63,5.37,5.5, , , ,57.5, ,23.8,12.1,0.8, , , , , 
sp,Hylobates_klossii,Kloss's Gibbon, ,Forest,0,1,closed,1,Diurnal, ,2, , , ,11, , , , , , , , , , ,2,11, ,none,MF,1,groups,one,yes,AR,5.67,5.92,5.8, , , ,72, ,2, ,25, , , , , 
pop,Hylobates_klossii,Kloss's Gibbon,"Siberut Island, Indonesia",Forest,0,1,closed,1,Diurnal, ,2, , , ,11, , , , , , , , , , , ,11,2,none,MF,1,groups,one,yes,AR,5.67,5.92,5.8, , , ,72, ,2, ,25, , , , , 
sp,Hylobates_lar,Lar Gibbon, ,Forest,0,1,closed,1,Diurnal, , , , , ,38, , ,7, , , , , , , ,8,45, ,both,MF,0.911111111,groups,one,yes,AR,5.81,5.33,5.62,0.155563492,0.042426407,0.028284271, , , , , , , , , , 
pop,Hylobates_lar,Lar Gibbon,"Ketembe Research Station, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , ,2, , , , , , , , , , , ,2,1,none,MF,1,groups,one,yes,AR,5.81,5.33,5.62,0.155563492,0.042426407,0.028284271, , , , , , , , , , 
pop,Hylobates_lar,Lar Gibbon,"Khao Yai National Park, Thailand",Forest,0,1,closed,1,Diurnal, , , , , ,35, , ,7, , , , , , , , ,42,6,wp,MF,0.833333333,groups,one,yes,AR,5.81,5.33,5.62,0.155563492,0.042426407,0.028284271, , , , , , , , , , 
pop,Hylobates_lar,Lar Gibbon,"Huai Kha Khaeng Wildlife Sanctuary, Thailand",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,5.81,5.33,5.62,0.155563492,0.042426407,0.028284271, , , , , , , , , , 
sp,Hylobates_moloch,Moloch/Silvery Gibbon, ,Forest,0,1,closed,1,Diurnal, ,, , , ,4, ,1,1, , , , , , , ,2,5, ,wp,MF,0.8,groups,one,none,AR,6.58,6.25, , , , ,62, ,31,6.5, ,1.414213562, ,9.899494937,7.778174593, 
pop,Hylobates_moloch,Moloch/Silvery Gibbon,"Gunung Halimun Salak National Park, Java, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , ,4, ,1, , , , , , , , , ,5,2,wp,MF,0.8,groups,one,none,AR,6.58,6.25, , , , ,62, ,31,6.5, ,1.414213562, ,9.899494937,7.778174593, 
sp,Hylobates_muelleri,Müller's Gibbon, ,Forest,0,1,closed,1,Diurnal, , , , , ,2, , , , , , , , , , ,2,2, ,none,MF,1,groups,one,none,AR,5.983333333,5.673333333,5.35,0.720023148,0.630581742, ,59.16666667,4.5,32.6,9.55,1.4,2.466441431, ,9.114823092,3.606244584,0.848528137
pop,Hylobates_muelleri,Müller's Gibbon,"Kutai Nature Reserve, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,5.983333333,5.673333333,5.35,0.720023148,0.630581742, ,59.16666667,4.5,32.6,9.55,1.4,2.466441431, ,9.114823092,3.606244584,0.848528137
pop,Hylobates_muelleri,Müller's Gibbon,"Mentoko Camp, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,5.983333333,5.673333333,5.35,0.720023148,0.630581742, ,59.16666667,4.5,32.6,9.55,1.4,2.466441431, ,9.114823092,3.606244584,0.848528137
sp,Hylobates_pileatus,Pileated Gibbon, ,Forest,0,1,closed,1,Diurnal, , , , , ,23, ,1, , , , , , , , ,4,24, ,wp,MF,0.958333333,groups,one,none,AR,6.65,6.56,5.47,1.626345597,1.58391919, ,71, ,13, ,15, , , , , 
pop,Hylobates_pileatus,Pileated Gibbon,"Khao Soi Dao Wildlife Sanctuary, Thailand",Forest,0,1,closed,1,Diurnal, , , , , ,11, ,1, , , , , , , , , ,12,1,wp,MF,0.916666667,groups,one,none,AR,6.65,6.56,5.47,1.626345597,1.58391919, ,71, ,13, ,15, , , , , 
