"","sp.pop","Genus_species","Genus","Common_name","Population","Habitat_type","Habitat_open","Habitat_closed","Habitat_cat","Habitat_heterogenity","Activity_pattern","DisperseM","DisperseF","solitaryM","solitaryF","Solitary","MF","MF_adult_off","MFF","FMM","FFMM","FF","MM","Sex_specific_group","Sex_specific_solitaryM","Sex_specific_solitaryF","Sibling","Nbr_of_studies","Nbr_social_units","Nbr_papers_for_each_field_sites","IVSO","Main1","Main2","calculation_main_SO","foraging_style","level_of_society","Disruption","Locomotion","mean_Male_Rowe","mean_Female_Rowe","mean_other_Rowe","sd_Male_Rowe","sd_Female_Rowe","sd_other_Rowe","mean_Fruits_rowe","mean_Seeds_rowe","mean_Leaves_rowe","mean_Flowers_rowe","mean_Animal_rowe","sd_Fruits_rowe","sd_Seeds_rowe","sd_Leaves_rowe","sd_Flowers_rowe","sd_Animals_rowe","IVSO_prop","IVSOint","superfamily"
"839","pop","Sapajus_libidinosus","Sapajus","Bearded Capuchin","Fazenda Boa Vista Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",3.1,1.975,2.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"840","pop","Sapajus_libidinosus","Sapajus","Bearded Capuchin","Serra da Capivara National Park, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"none","FFMM","FFMM",1,"groups","one","none","AR",3.1,1.975,2.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"842","sp","Sapajus_nigritus","Sapajus","Black-horned Capuchin"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,5,NA,9,NA,NA,NA,NA,NA,NA,7,14,NA,"both","FFMM","FFMM",0.642857143,"groups","one","none","AR",NA,NA,3.7,NA,NA,NA,31.135,NA,28.035,NA,27.25,15.36543036,NA,11.36320597,NA,5.303300859,0.357142857,4,"Ceboidea"
"843","pop","Sapajus_nigritus","Sapajus","Black-horned Capuchin","Carlos Botelho State Park, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,2,"wp","FFMM","FFMM",0.666666667,"groups","one","none","AR",NA,NA,3.7,NA,NA,NA,31.135,NA,28.035,NA,27.25,15.36543036,NA,11.36320597,NA,5.303300859,0.333333333,0,"Ceboidea"
"844","pop","Sapajus_nigritus","Sapajus","Black-horned Capuchin","Estacao Biologica de Caratinga, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",NA,NA,3.7,NA,NA,NA,31.135,NA,28.035,NA,27.25,15.36543036,NA,11.36320597,NA,5.303300859,0,0,"Ceboidea"
"845","pop","Sapajus_nigritus","Sapajus","Black-horned Capuchin","Iguazu National Park, Argentina","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,NA,NA,NA,NA,NA,NA,9,3,"wp","FFMM","FFMM",0.666666667,"groups","one","none","AR",NA,NA,3.7,NA,NA,NA,31.135,NA,28.035,NA,27.25,15.36543036,NA,11.36320597,NA,5.303300859,0.333333333,2,"Ceboidea"
"846","pop","Sapajus_nigritus","Sapajus","Black-horned Capuchin","Morro da Gloria, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",NA,NA,3.7,NA,NA,NA,31.135,NA,28.035,NA,27.25,15.36543036,NA,11.36320597,NA,5.303300859,0,0,"Ceboidea"
"851","pop","Semnopithecus_ajax","Semnopithecus","Himalayan/Kashmir Grey Langur","Langtang, Nepal","Forest_Shrubland_Rocky",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,"none","FFMM","FFMM",1,"groups","one","none","BOTH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"852","pop","Semnopithecus_ajax","Semnopithecus","Himalayan/Kashmir Grey Langur","Bhaderwah Forest, India","Forest_Grassland_Rocky",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","one","none","BOTH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
"853","pop","Semnopithecus_ajax","Semnopithecus","Himalayan/Kashmir Grey Langur","Machiara National Park, Pakistan","Forest_Shrubland_Grassland",1,1,"both",3,"Diurnal",4,NA,NA,NA,NA,NA,NA,2,NA,7,NA,1,NA,NA,NA,NA,NA,9,1,"wp","FFMM","FFMM",0.777777778,"groups","one","none","BOTH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222222222,1,"Cercopithecoidea"
"854","sp","Semnopithecus_ajax","Semnopithecus","Himalayan/Kashmir Grey Langur"," ","Forest_Shrubland_Wetland_Rocky_Grassland",1,1,"both",3,"Diurnal",4,NA,NA,NA,NA,NA,NA,3,NA,10,NA,1,NA,NA,NA,NA,3,13,NA,"wp","FFMM","FFMM",0.769230769,"groups","one","none","BOTH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.230769231,3,"Cercopithecoidea"
"856","sp","Semnopithecus_entellus","Semnopithecus","Hanuman/Northern Plain Grey Langur"," ","Forest_Artificial_Grassland_Shrubland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,1,NA,46,NA,23,NA,NA,NA,NA,NA,NA,11,70,NA,"both","MFF","MFF",0.657142857,"groups","one","yes","T",17.55,12.25,NA,0.919238816,0.777817459,NA,53.2,NA,43.3,2.4,NA,NA,NA,NA,NA,NA,0.342857143,24,"Cercopithecoidea"
"857","pop","Semnopithecus_entellus","Semnopithecus","Hanuman/Northern Plain Grey Langur","Rajasthan, India","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,"none","MFF","MFF",1,"groups","one","yes","T",17.55,12.25,NA,0.919238816,0.777817459,NA,53.2,NA,43.3,2.4,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"858","pop","Semnopithecus_entellus","Semnopithecus","Hanuman/Northern Plain Grey Langur","Ramnagar, Nepal","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,8,NA,14,NA,NA,NA,NA,NA,NA,NA,22,3,"wp","FFMM","FFMM",0.636363636,"groups","one","yes","T",17.55,12.25,NA,0.919238816,0.777817459,NA,53.2,NA,43.3,2.4,NA,NA,NA,NA,NA,NA,0.363636364,8,"Cercopithecoidea"
"859","pop","Semnopithecus_entellus","Semnopithecus","Hanuman/Northern Plain Grey Langur","Shimla, Himachal Padresh","Artificial",0,0,"",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,4,1,"wp","FFMM","FFMM",0.75,"groups","one","none","T",17.55,12.25,NA,0.919238816,0.777817459,NA,53.2,NA,43.3,2.4,NA,NA,NA,NA,NA,NA,0.25,1,"Cercopithecoidea"
"860","pop","Semnopithecus_entellus","Semnopithecus","Hanuman/Northern Plain Grey Langur","Jodhpur, India","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2,"none","MFF","MFF",1,"groups","one","yes","T",17.55,12.25,NA,0.919238816,0.777817459,NA,53.2,NA,43.3,2.4,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"861","pop","Semnopithecus_entellus","Semnopithecus","Hanuman/Northern Plain Grey Langur","Ghats, India","Forest_Grassland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","T",17.55,12.25,NA,0.919238816,0.777817459,NA,53.2,NA,43.3,2.4,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"862","pop","Semnopithecus_entellus","Semnopithecus","Hanuman/Northern Plain Grey Langur","Jessore, Bangladesh","Shrubland_Artificial_Grassland",1,0,"open",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,6,NA,NA,NA,NA,NA,NA,NA,7,1,"wp","FFMM","FFMM",0.857142857,"groups","one","none","T",17.55,12.25,NA,0.919238816,0.777817459,NA,53.2,NA,43.3,2.4,NA,NA,NA,NA,NA,NA,0.142857143,1,"Cercopithecoidea"
"864","sp","Semnopithecus_hypoleucos","Semnopithecus","Black-Footed Grey Langur / Malabar Sacred Langur"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,"none","MFF","MFF",1,"groups","one","none","BOTH",12.7,10.3,NA,NA,NA,NA,29,NA,58,7,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"865","pop","Semnopithecus_hypoleucos","Semnopithecus","Black-Footed Grey Langur","Gerusoppa, India","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"none","MFF","MFF",1,"groups","one","none","BOTH",12.7,10.3,NA,NA,NA,NA,29,NA,58,7,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"867","sp","Semnopithecus_schistaceus","Semnopithecus","Nepal Grey langur"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,3,6,NA,"wp","FFMM","FFMM",0.833333333,"groups","one","none","BOTH",19.1,14.21,NA,NA,2.672863633,NA,20,NA,56.5,8.5,1.7,NA,NA,NA,NA,NA,0.166666667,1,"Cercopithecoidea"
"868","pop","Semnopithecus_schistaceus","Semnopithecus","Nepal Grey langur","Ramnagar, Nepal","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,6,3,"wp","FFMM","FFMM",0.833333333,"groups","one","none","BOTH",19.1,14.21,NA,NA,2.672863633,NA,20,NA,56.5,8.5,1.7,NA,NA,NA,NA,NA,0.166666667,1,"Cercopithecoidea"
"869","sp","Simias_concolor","Simias","Pig-tailed Langur / Simakobu Monkey"," ","Forest_Wetland",0,1,"closed",2,"Diurnal",4,NA,NA,NA,NA,10,NA,22,NA,1,NA,1,NA,NA,NA,NA,5,33,NA,"both","MFF","MFF",0.666666667," ","one","yes","AR",8.7,7.1,NA,NA,NA,NA,30,15,35,15,2,NA,NA,NA,NA,NA,0.333333333,10,"Cercopithecoidea"
"870","pop","Simias_concolor","Simias","Pig-tailed Langur / Simakobu Monkey","Pagai Island, Indonesia","Forest_Wetland",0,1,"closed",2,"Diurnal",4,NA,NA,NA,NA,9,NA,10,NA,1,NA,1,NA,NA,NA,NA,NA,20,1,"wp","MFF","MFF",0.5,"groups","one","none","AR",8.7,7.1,NA,NA,NA,NA,30,15,35,15,2,NA,NA,NA,NA,NA,0.5,10,"Cercopithecoidea"
"871","pop","Simias_concolor","Simias","Pig-tailed Langur / Simakobu Monkey","Mentawai Island, Indonesia","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"none","MFF","MFF",1,"groups","one","yes","AR",8.7,7.1,NA,NA,NA,NA,30,15,35,15,2,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"872","pop","Simias_concolor","Simias","Pig-tailed Langur / Simakobu Monkey","Siberut Island, Indonesia","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,"wp","MFF","MFF",0.888888889,"groups","one","yes","AR",8.7,7.1,NA,NA,NA,NA,30,15,35,15,2,NA,NA,NA,NA,NA,0.111111111,0,"Cercopithecoidea"
"873","sp","Symphalangus_syndactylus","Symphalangus","Siamang"," ","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,24,NA,20,8,NA,NA,NA,NA,NA,NA,NA,7,52,NA,"bp","MF","MF",0.461538462,"groups","one","yes","AR",10.9,10.7,NA,NA,NA,NA,49.0625,NA,24.65,6.5,12.00333333,11.29597089,NA,10.81873375,7.778174593,10.81110694,0.538461538,27,"Hominoidea"
"874","pop","Symphalangus_syndactylus","Symphalangus","Siamang","Ketambe Research Station, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"none","MF","MF",1,"groups","one","yes","AR",10.9,10.7,NA,NA,NA,NA,49.0625,NA,24.65,6.5,12.00333333,11.29597089,NA,10.81873375,7.778174593,10.81110694,0,0,"Hominoidea"
"875","pop","Symphalangus_syndactylus","Symphalangus","Siamang","Pahang, Malaysia","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"none","MF","MF",1,"groups","one","none","AR",10.9,10.7,NA,NA,NA,NA,49.0625,NA,24.65,6.5,12.00333333,11.29597089,NA,10.81873375,7.778174593,10.81110694,0,0,"Hominoidea"
"876","pop","Symphalangus_syndactylus","Symphalangus","Siamang","Bukit Barisan Selatan National Park, Sumatra, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,18,NA,20,8,NA,NA,NA,NA,NA,NA,NA,NA,46,4,"wp","MFF","MFF",0.434782609,"groups","one","yes","AR",10.9,10.7,NA,NA,NA,NA,49.0625,NA,24.65,6.5,12.00333333,11.29597089,NA,10.81873375,7.778174593,10.81110694,0.565217391,25,"Hominoidea"
"877","sp","Tarsius_bancanus","Tarsius","Western Tarsier"," ","Forest",0,1,"closed",1,"Nocturnal",NA,NA,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,"none","solitary","solitary",1,"solitary_groups","one","none",NA,0.12183,0.1169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Tarsioidea"
"878","pop","Tarsius_bancanus","Tarsius","Western Tarsier","Sabah, Borneo","Forest",0,1,"closed",1,"Nocturnal",NA,NA,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","solitary","solitary",1,"solitary","one","none",NA,0.12183,0.1169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Tarsioidea"
"880","sp","Tarsius_lariang","Tarsius","Lariang Tarsier"," ","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,NA,"none","MF","MF",1,"groups","one","none","AR",0.118,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Tarsioidea"
"881","pop","Tarsius_lariang","Tarsius","Lariang Tarsier","Lore Lindu National Park, Indonesia","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,"none","MF","MF",1,"groups","one","none","AR",0.118,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Tarsioidea"
"883","sp","Tarsius_pumilus","Tarsius","Sulawesi Mountain/Pygmy Tariser"," ","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"none","FMM","FMM",1,"groups","one","none","AR",0.0491,0.052,0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Tarsioidea"
"884","pop","Tarsius_pumilus","Tarsius","Sulawesi Mountain/Pygmy Tariser","Lore Lindu National Park, Indonesia","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FMM","FMM",1,"groups","one","none","AR",0.0491,0.052,0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Tarsioidea"
"885","sp","Tarsius_sangirensis","Tarsius","Great Sangihe Tarsier"," ","Forest_Artificial_Grassland_Wetland",1,1,"both",4,"Nocturnal",NA,NA,1,1,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,5,NA,"wp","MF","MF",0.6,"solitary_groups","one","none","AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,2,"Tarsioidea"
"886","pop","Tarsius_sangirensis","Tarsius","Great Sangihe Tarsier","Sangihe Island","Forest_Artificial_Grassland_Wetland",1,1,"both",4,"Nocturnal",NA,NA,1,1,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,"wp","MF","MF",0.6,"solitary_groups","one","none","AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,2,"Tarsioidea"
"887","sp","Tarsius_syrichta","Tarsius","Philippine Tarsier"," ","Forest_Rocky",1,1,"both",2,"Nocturnal",NA,NA,9,9,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,NA,"both","solitary","solitary",0.857142857,"solitary_groups","one","none","AR",0.138,0.1195,NA,0.003535534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142857143,1,"Tarsioidea"
"888","pop","Tarsius_syrichta","Tarsius","Philippine Tarsier","Bohol Island, Philippine","Forest_Rocky",1,1,"both",2,"Nocturnal",NA,NA,5,8,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"wp","solitary","solitary",0.833333333,"solitary_groups","one","none","AR",0.138,0.1195,NA,0.003535534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,1,"Tarsioidea"
"889","pop","Tarsius_syrichta","Tarsius","Philippine Tarsier","Leyte Island, Philippine","Forest",0,1,"closed",1,"Nocturnal",NA,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","solitary","solitary",1,"solitary","one","none","AR",0.138,0.1195,NA,0.003535534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Tarsioidea"
"890","sp","Tarsius_tarsier","Tarsius","Spectral/Selayar Tarsier"," ","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,34,NA,7,NA,1,NA,NA,NA,NA,NA,NA,4,42,NA,"wp","MF","MF",0.80952381,"groups","one","none","AR",0.136,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19047619,7,"Tarsioidea"
"891","pop","Tarsius_tarsier","Tarsius","Spectral/Selayar Tarsier","Tangkoko Nature Reserve, Indonesia","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,34,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA,42,4,"wp","MF","MF",0.80952381,"groups","one","none","AR",0.136,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19047619,7,"Tarsioidea"
"894","sp","Theropithecus_gelada","Theropithecus","Gelada Baboon"," ","Grassland_Shrubland_Artificial_Rocky_Wetland",1,1,"both",4,"Diurnal",1,NA,NA,NA,NA,2,NA,27,1,9,NA,NA,NA,NA,NA,NA,7,39,NA,"wp","MFF","MFF",0.692307692,"groups","ml","none","T",19,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.307692308,12,"Cercopithecoidea"
"895","pop","Theropithecus_gelada","Theropithecus","Gelada Baboon","Simien Mountain National Park, Ethiopia","Grassland",1,0,"open",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,9,NA,6,NA,NA,NA,NA,NA,NA,NA,15,5,"wp","MFF","MFF",0.6,"groups","ml","none","T",19,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,6,"Cercopithecoidea"
"896","pop","Theropithecus_gelada","Theropithecus","Gelada Baboon","Arsi, Ethiopia","Grassland_Shrubland_Artificial_Rocky",1,0,"open",4,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","ml","none","T",19,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
"897","pop","Theropithecus_gelada","Theropithecus","Gelada Baboon","Gado Goro, Ethiopia","Grassland_Wetland",1,1,"both",2,"Diurnal",1,NA,NA,NA,NA,2,NA,17,1,2,NA,NA,NA,NA,NA,NA,NA,22,1,"wp","MFF","MFF",0.772727273,"groups","ml","none","T",19,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.227272727,4,"Cercopithecoidea"
"898","sp","Trachypithecus_auratus","Trachypithecus","Javan Lutung"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,4,8,NA,"bp","MFF","FFMM",0.5,"groups","one","none","AR",7.1,NA,NA,NA,NA,NA,25.79,3.855,53.64166667,10.11,1,11.8314961,0.205060967,9.244739495,5.44741223,NA,0.5,4,"Cercopithecoidea"
"899","pop","Trachypithecus_auratus","Trachypithecus","Javan Lutung","Pangandaran Nature Reserve, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,"none","MFF","MFF",1,"groups","one","none","AR",7.1,NA,NA,NA,NA,NA,25.79,3.855,53.64166667,10.11,1,11.8314961,0.205060967,9.244739495,5.44741223,NA,0,0,"Cercopithecoidea"
"900","pop","Trachypithecus_auratus","Trachypithecus","Javan Lutung","Bromo Tengger Semeru National Park, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,2,"none","FFMM","FFMM",1,"groups","one","none","AR",7.1,NA,NA,NA,NA,NA,25.79,3.855,53.64166667,10.11,1,11.8314961,0.205060967,9.244739495,5.44741223,NA,0,0,"Cercopithecoidea"
"902","sp","Trachypithecus_cristatus","Trachypithecus","Silvered leaf Monkey"," ","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,2,NA,"none","FFMM","FFMM",1,"groups","one","none","AR",6.8,5.7,NA,0.264575131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"903","pop","Trachypithecus_cristatus","Trachypithecus","Silvered leaf Monkey","Klang, Malaya","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,"none","FFMM","FFMM",1,"groups","one","none","AR",6.8,5.7,NA,0.264575131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"905","sp","Trachypithecus_francoisi","Trachypithecus","François' Langur"," ","Forest_Rocky",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,6,7,NA,"both","MFF","MFF",0.571428571,"groups","ff","yes","BOTH",7.75,6.945,NA,0.989949494,0.360624458,NA,19.03333333,14.2,68.5,6.266666667,NA,9.188217092,NA,17.08771489,1.250333289,NA,0.428571429,3,"Cercopithecoidea"
"906","pop","Trachypithecus_francoisi","Trachypithecus","François' Langur","Nonggang Nature Reserve, China","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,5,3,"wp","FFMM","FFMM",0.6,"groups","ff","yes","BOTH",7.75,6.945,NA,0.989949494,0.360624458,NA,19.03333333,14.2,68.5,6.266666667,NA,9.188217092,NA,17.08771489,1.250333289,NA,0.4,2,"Cercopithecoidea"
"907","pop","Trachypithecus_francoisi","Trachypithecus","François' Langur","Fusui Reserve, China","Forest_Rocky",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"none","MFF","MFF",1,"groups","one","none","BOTH",7.75,6.945,NA,0.989949494,0.360624458,NA,19.03333333,14.2,68.5,6.266666667,NA,9.188217092,NA,17.08771489,1.250333289,NA,0,0,"Cercopithecoidea"
"908","sp","Trachypithecus_geei","Trachypithecus","Golden Langur"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,8,NA,2,NA,NA,NA,NA,NA,NA,1,10,NA,"none","MFF","MFF",0.8,"groups","one","none","AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,"Cercopithecoidea"
"909","pop","Trachypithecus_geei","Trachypithecus","Golden Langur","Ripu Reserve Forest, Inda","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,8,NA,2,NA,NA,NA,NA,NA,NA,NA,10,1,"none","MFF","MFF",0.8,"groups","one","none","AR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,"Cercopithecoidea"
"910","sp","Trachypithecus_germaini","Trachypithecus","Germain's Langur"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,"none","MFF","MFF",1,"groups","one","yes","AR",NA,NA,6.75,NA,NA,NA,18.4,NA,77.3,2.4,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"911","pop","Trachypithecus_germaini","Trachypithecus","Germain's Langur","Nui To Mountain, Vietnam","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","yes","AR",NA,NA,6.75,NA,NA,NA,18.4,NA,77.3,2.4,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"912","pop","Trachypithecus_germaini","Trachypithecus","Germain's Langur","Dong Phou Vieng National Protected Area, Lao PDR","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",NA,NA,6.75,NA,NA,NA,18.4,NA,77.3,2.4,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
