"","sp.pop","Genus_species","Common_name","Population","Habitat_type","Habitat_open","Habitat_closed","Habitat_cat","Habitat_heterogenity","Activity_pattern","DisperseM","DisperseF","solitaryM","solitaryF","Solitary","MF","MF_adult_off","MFF","FMM","FFMM","FF","MM","Sex_specific_group","Sex_specific_solitaryM","Sex_specific_solitaryF","Sibling","Nbr_of_studies","Nbr_social_units","Nbr_papers_for_each_field_sites","IVSO","Main1","Main2","calculation_main_SO","foraging_style","level_of_society","Disruption","Locomotion","mean_Male_all","mean_Female_all","mean_other_all","sd_Male_all","sd_Female_all","sd_other_all","mean_Fruits_all","mean_Seeds_all","mean_Leaves_all","mean_Flowers_all","mean_Animal_all","sd_Fruits_all","sd_Seeds_all","sd_Leaves_all","sd_Flowers_all","sd_Animals_all","IVSO_prop","IVSOint","superfamily"
"800","pop","Leontocebus_nigricollis","Brown Mantled Tamarin","Estacion Biologica Quebrada Blanco, Peru","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,4,4,"wp","FFMM","FFMM",0.5,"groups","one","none",NA,0.383,0.3865,NA,0.041012193,0.024748737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2,"Ceboidea"
"801","pop","Leontocebus_nigricollis","Brown Mantled Tamarin","Zoobotanical Rio Branco Park, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","FMM","FFMM",0.5,"groups","one","none",NA,0.383,0.3865,NA,0.041012193,0.024748737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Ceboidea"
"803","sp","Saguinus_imperator","Emperor Tamarin"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,2,NA,"wp","MFF","FFMM",0.5,"groups","one","none","AR",0.4455,0.4605,0.47,0.040305087,0.020506097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Ceboidea"
"804","pop","Saguinus_imperator","Emperor Tamarin","Zoobotanical Rio Branco Park, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","one","none","AR",0.4455,0.4605,0.47,0.040305087,0.020506097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Ceboidea"
"806","sp","Saguinus_labiatus","Red-bellied Tamarin"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,2,9,NA,"bp","FMM","FMM",0.555555556,"groups","one","none","AR",0.498666667,0.522,0.5075,0.027061658,0.009899495,0.003535534,58,NA,NA,NA,11,NA,NA,NA,NA,NA,0.444444444,3,"Ceboidea"
"807","pop","Saguinus_labiatus","Red-bellied Tamarin","South and West of Cobija, Bolivia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",0.498666667,0.522,0.5075,0.027061658,0.009899495,0.003535534,58,NA,NA,NA,11,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"808","pop","Saguinus_labiatus","Red-bellied Tamarin","Tahuamanu Biological Station, Bolivia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,8,1,"wp","FMM","FMM",0.625,"groups","one","none","AR",0.498666667,0.522,0.5075,0.027061658,0.009899495,0.003535534,58,NA,NA,NA,11,NA,NA,NA,NA,NA,0.375,3,"Ceboidea"
"813","sp","Saguinus_mystax","Mustached Tamarin"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,2,NA,1,13,26,NA,NA,NA,NA,NA,NA,6,42,NA,"both","FFMM","FFMM",0.619047619,"groups","one","yes","AR",0.53915,0.56215,0.53,0.024253763,0.024253763,NA,42.3,NA,NA,NA,40.4,NA,NA,NA,NA,NA,0.380952381,16,"Ceboidea"
"814","pop","Saguinus_mystax","Mustached Tamarin","Estacion Biologica Padre Isla, Peru","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,8,17,NA,NA,NA,NA,NA,NA,NA,26,2,"wp","FFMM","FFMM",0.653846154,"groups","one","yes","AR",0.53915,0.56215,0.53,0.024253763,0.024253763,NA,42.3,NA,NA,NA,40.4,NA,NA,NA,NA,NA,0.346153846,8,"Ceboidea"
"815","pop","Saguinus_mystax","Mustached Tamarin","Estacion Biologica Quebrada Blanco, Peru","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,2,NA,NA,5,11,NA,NA,NA,NA,NA,NA,NA,18,4,"wp","FFMM","FFMM",0.611111111,"groups","one","none","AR",0.53915,0.56215,0.53,0.024253763,0.024253763,NA,42.3,NA,NA,NA,40.4,NA,NA,NA,NA,NA,0.388888889,7,"Ceboidea"
"817","sp","Leontocebus_nigricollis","Black Mantled Tamarin"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,8,NA,"wp","MF","MF",0.875,"groups","one","none",NA,NA,NA,0.464,NA,NA,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,1,"Ceboidea"
"818","pop","Leontocebus_nigricollis","Black Mantled Tamarin","Cuyabeno, Ecuador","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,"wp","MF","MF",0.875,"groups","one","none",NA,NA,NA,0.464,NA,NA,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,1,"Ceboidea"
"819","sp","Saguinus_oedipus","Cotton-top Tamarin"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,2,17,2,NA,NA,NA,NA,NA,1,19,NA,"wp","FFMM","FFMM",0.894736842,"groups","one","none","AR",0.418333333,0.418,0.41,0.008504901,0.013114877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105263158,2,"Ceboidea"
"820","pop","Saguinus_oedipus","Cotton-top Tamarin","Estacion Experimental de Fauna Silvestre de Coloso, Colombia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,2,17,2,NA,NA,NA,NA,NA,NA,19,1,"wp","FFMM","FFMM",0.894736842,"groups","one","none","AR",0.418333333,0.418,0.41,0.008504901,0.013114877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105263158,2,"Ceboidea"
"824","sp","Saimiri_sciureus","Guianan Squirrel Monkey"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,"none","FFMM","FFMM",1,"groups","one","none","AR",0.837333333,0.7695,0.82,0.090891877,0.162808937,NA,92.6,NA,0,7.4,79,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"825","pop","Saimiri_sciureus","Guianan Squirrel Monkey","Ananim Village, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",0.837333333,0.7695,0.82,0.090891877,0.162808937,NA,92.6,NA,0,7.4,79,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"828","sp","Sapajus_apella","Cuianan Brown Capuchin"," ","Forest_Savanna_Wetland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,NA,NA,NA,NA,NA,6,7,6,"both","FFMM","FFMM",0.714285714,"groups","one","none","AR",3.696666667,2.695,3.01,0.181750745,0.431335137,NA,65.45,7.45,2.3,4.6,24.6,20.57680733,5.586143571,1.697056275,1.555634919,NA,0.285714286,2,"Ceboidea"
"829","pop","Sapajus_apella","Cuianan Brown Capuchin","Central Suriname Nature Reserve","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",3.696666667,2.695,3.01,0.181750745,0.431335137,NA,65.45,7.45,2.3,4.6,24.6,20.57680733,5.586143571,1.697056275,1.555634919,NA,0,0,"Ceboidea"
"830","pop","Sapajus_apella","Cuianan Brown Capuchin","Cocha cashu biological station, Peru","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",3.696666667,2.695,3.01,0.181750745,0.431335137,NA,65.45,7.45,2.3,4.6,24.6,20.57680733,5.586143571,1.697056275,1.555634919,NA,0,0,"Ceboidea"
"831","pop","Sapajus_apella","Cuianan Brown Capuchin","Iguazu national park, Argentina","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,2,"wp","FFMM","FFMM",0.666666667,"groups","one","none","AR",3.696666667,2.695,3.01,0.181750745,0.431335137,NA,65.45,7.45,2.3,4.6,24.6,20.57680733,5.586143571,1.697056275,1.555634919,NA,0.333333333,0,"Ceboidea"
"832","pop","Sapajus_apella","Cuianan Brown Capuchin","Nouragues Field Station French, Guiana","Forest_Savanna_Wetland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",3.696666667,2.695,3.01,0.181750745,0.431335137,NA,65.45,7.45,2.3,4.6,24.6,20.57680733,5.586143571,1.697056275,1.555634919,NA,0,0,"Ceboidea"
"833","pop","Sapajus_apella","Cuianan Brown Capuchin","Tiete ecological park, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",3.696666667,2.695,3.01,0.181750745,0.431335137,NA,65.45,7.45,2.3,4.6,24.6,20.57680733,5.586143571,1.697056275,1.555634919,NA,0,0,"Ceboidea"
"834","sp","Sapajus_cay","Hooded Capuchin"," ","Artificial_Forest",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,"none","FFMM","FFMM",1,"groups","one","none","AR",NA,NA,3.25,NA,NA,NA,63.82,NA,7.31,0.4,18.08,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"835","pop","Sapajus_cay","Hooded Capuchin","Rancho Laguna Blanca, Paraguay","Artificial_Forest",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",NA,NA,3.25,NA,NA,NA,63.82,NA,7.31,0.4,18.08,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"836","sp","Sapajus_flavius","Blond Capuchin"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,"none","FFMM","FFMM",1,"groups","one","none","AR",2.82219,2.091665,2.35,0.180750635,0.082498148,0.282842712,53,1.1,5.3,3.6,21,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"837","pop","Sapajus_flavius","Blond Capuchin","Mata dos macacos, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",2.82219,2.091665,2.35,0.180750635,0.082498148,0.282842712,53,1.1,5.3,3.6,21,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"838","sp","Sapajus_libidinosus","Bearded Capuchin"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,3,NA,"none","FFMM","FFMM",1,"groups","one","none","AR",3.1,1.975,2.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"839","pop","Sapajus_libidinosus","Bearded Capuchin","Fazenda Boa Vista Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",3.1,1.975,2.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"840","pop","Sapajus_libidinosus","Bearded Capuchin","Serra da Capivara National Park, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"none","FFMM","FFMM",1,"groups","one","none","AR",3.1,1.975,2.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"842","sp","Sapajus_nigritus","Black-horned Capuchin"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,5,NA,9,NA,NA,NA,NA,NA,NA,7,14,NA,"both","FFMM","FFMM",0.642857143,"groups","one","none","AR",NA,NA,3.7,NA,NA,NA,31.135,NA,28.035,NA,27.25,15.36543036,NA,11.36320597,NA,5.303300859,0.357142857,4,"Ceboidea"
"843","pop","Sapajus_nigritus","Black-horned Capuchin","Carlos Botelho State Park, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,2,"wp","FFMM","FFMM",0.666666667,"groups","one","none","AR",NA,NA,3.7,NA,NA,NA,31.135,NA,28.035,NA,27.25,15.36543036,NA,11.36320597,NA,5.303300859,0.333333333,0,"Ceboidea"
"844","pop","Sapajus_nigritus","Black-horned Capuchin","Estacao Biologica de Caratinga, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",NA,NA,3.7,NA,NA,NA,31.135,NA,28.035,NA,27.25,15.36543036,NA,11.36320597,NA,5.303300859,0,0,"Ceboidea"
"845","pop","Sapajus_nigritus","Black-horned Capuchin","Iguazu National Park, Argentina","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,NA,NA,NA,NA,NA,NA,9,3,"wp","FFMM","FFMM",0.666666667,"groups","one","none","AR",NA,NA,3.7,NA,NA,NA,31.135,NA,28.035,NA,27.25,15.36543036,NA,11.36320597,NA,5.303300859,0.333333333,2,"Ceboidea"
"846","pop","Sapajus_nigritus","Black-horned Capuchin","Morro da Gloria, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",NA,NA,3.7,NA,NA,NA,31.135,NA,28.035,NA,27.25,15.36543036,NA,11.36320597,NA,5.303300859,0,0,"Ceboidea"
"851","pop","Semnopithecus_ajax","Himalayan/Kashmir Grey Langur","Langtang, Nepal","Forest_Rocky_Shrubland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,"none","FFMM","FFMM",1,"groups","one","none","BOTH",20.15,NA,20.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"852","pop","Semnopithecus_ajax","Himalayan/Kashmir Grey Langur","Bhaderwah Forest, India","Forest_Grassland_Rocky",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","one","none","BOTH",20.15,NA,20.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
"853","pop","Semnopithecus_ajax","Himalayan/Kashmir Grey Langur","Machiara National Park, Pakistan","Forest_Grassland_Shrubland",1,1,"both",3,"Diurnal",4,NA,NA,NA,NA,NA,NA,2,NA,7,NA,1,NA,NA,NA,NA,NA,9,1,"wp","FFMM","FFMM",0.777777778,"groups","one","none","BOTH",20.15,NA,20.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222222222,1,"Cercopithecoidea"
"854","sp","Semnopithecus_ajax","Himalayan/Kashmir Grey Langur"," ","Forest_Grassland_Rocky_Shrubland_Wetland",1,1,"both",3,"Diurnal",4,NA,NA,NA,NA,NA,NA,3,NA,10,NA,1,NA,NA,NA,NA,3,13,NA,"wp","FFMM","FFMM",0.769230769,"groups","one","none","BOTH",20.15,NA,20.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.230769231,3,"Cercopithecoidea"
"856","sp","Semnopithecus_entellus","Hanuman/Northern Plain Grey Langur"," ","Artificial_Forest_Grassland_Shrubland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,1,NA,46,NA,23,NA,NA,NA,NA,NA,NA,11,70,NA,"both","MFF","MFF",0.657142857,"groups","one","yes","T",16.03333333,11.46333333,11.44,2.706165799,1.469364942,NA,53.2,NA,41.15,5.7,NA,NA,NA,3.040559159,4.666904756,NA,0.342857143,24,"Cercopithecoidea"
"857","pop","Semnopithecus_entellus","Hanuman/Northern Plain Grey Langur","Rajasthan, India","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,"none","MFF","MFF",1,"groups","one","yes","T",16.03333333,11.46333333,11.44,2.706165799,1.469364942,NA,53.2,NA,41.15,5.7,NA,NA,NA,3.040559159,4.666904756,NA,0,0,"Cercopithecoidea"
"858","pop","Semnopithecus_entellus","Hanuman/Northern Plain Grey Langur","Ramnagar, Nepal","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,8,NA,14,NA,NA,NA,NA,NA,NA,NA,22,3,"wp","FFMM","FFMM",0.636363636,"groups","one","yes","T",16.03333333,11.46333333,11.44,2.706165799,1.469364942,NA,53.2,NA,41.15,5.7,NA,NA,NA,3.040559159,4.666904756,NA,0.363636364,8,"Cercopithecoidea"
"859","pop","Semnopithecus_entellus","Hanuman/Northern Plain Grey Langur","Shimla, Himachal Padresh","Artificial",0,0,"",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,4,1,"wp","FFMM","FFMM",0.75,"groups","one","none","T",16.03333333,11.46333333,11.44,2.706165799,1.469364942,NA,53.2,NA,41.15,5.7,NA,NA,NA,3.040559159,4.666904756,NA,0.25,1,"Cercopithecoidea"
"860","pop","Semnopithecus_entellus","Hanuman/Northern Plain Grey Langur","Jodhpur, India","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2,"none","MFF","MFF",1,"groups","one","yes","T",16.03333333,11.46333333,11.44,2.706165799,1.469364942,NA,53.2,NA,41.15,5.7,NA,NA,NA,3.040559159,4.666904756,NA,0,0,"Cercopithecoidea"
"861","pop","Semnopithecus_entellus","Hanuman/Northern Plain Grey Langur","Ghats, India","Forest_Grassland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","T",16.03333333,11.46333333,11.44,2.706165799,1.469364942,NA,53.2,NA,41.15,5.7,NA,NA,NA,3.040559159,4.666904756,NA,0,0,"Cercopithecoidea"
"862","pop","Semnopithecus_entellus","Hanuman/Northern Plain Grey Langur","Jessore, Bangladesh","Artificial_Grassland_Shrubland",1,0,"open",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,6,NA,NA,NA,NA,NA,NA,NA,7,1,"wp","FFMM","FFMM",0.857142857,"groups","one","none","T",16.03333333,11.46333333,11.44,2.706165799,1.469364942,NA,53.2,NA,41.15,5.7,NA,NA,NA,3.040559159,4.666904756,NA,0.142857143,1,"Cercopithecoidea"
"864","sp","Semnopithecus_hypoleucos","Black-Footed Grey Langur / Malabar Sacred Langur"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,"none","MFF","MFF",1,"groups","one","none","BOTH",13.725,10.875,13.1,1.449568901,0.813172798,NA,29,NA,58,7,NA,0,NA,0,0,NA,0,0,"Cercopithecoidea"
"865","pop","Semnopithecus_hypoleucos","Black-Footed Grey Langur","Gerusoppa, India","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"none","MFF","MFF",1,"groups","one","none","BOTH",13.725,10.875,13.1,1.449568901,0.813172798,NA,29,NA,58,7,NA,0,NA,0,0,NA,0,0,"Cercopithecoidea"
"867","sp","Semnopithecus_schistaceus","Nepal Grey langur"," ","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,3,6,NA,"wp","FFMM","FFMM",0.833333333,"groups","one","none","BOTH",19.15,14.40666667,17,0.070710678,1.920451336,NA,20,NA,56.5,8.5,1.7,NA,NA,NA,NA,NA,0.166666667,1,"Cercopithecoidea"
"868","pop","Semnopithecus_schistaceus","Nepal Grey langur","Ramnagar, Nepal","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,6,3,"wp","FFMM","FFMM",0.833333333,"groups","one","none","BOTH",19.15,14.40666667,17,0.070710678,1.920451336,NA,20,NA,56.5,8.5,1.7,NA,NA,NA,NA,NA,0.166666667,1,"Cercopithecoidea"
"869","sp","Simias_concolor","Pig-tailed Langur / Simakobu Monkey"," ","Forest_Wetland",0,1,"closed",2,"Diurnal",4,NA,NA,NA,NA,10,NA,22,NA,1,NA,1,NA,NA,NA,NA,5,33,NA,"both","MFF","MFF",0.666666667," ","one","yes","AR",8.925,6.95,7.97,0.318198052,0.212132034,NA,30,15,35,15,2,NA,NA,NA,NA,NA,0.333333333,10,"Cercopithecoidea"
"870","pop","Simias_concolor","Pig-tailed Langur / Simakobu Monkey","Pagai Island, Indonesia","Forest_Wetland",0,1,"closed",2,"Diurnal",4,NA,NA,NA,NA,9,NA,10,NA,1,NA,1,NA,NA,NA,NA,NA,20,1,"wp","MFF","MFF",0.5,"groups","one","none","AR",8.925,6.95,7.97,0.318198052,0.212132034,NA,30,15,35,15,2,NA,NA,NA,NA,NA,0.5,10,"Cercopithecoidea"
"871","pop","Simias_concolor","Pig-tailed Langur / Simakobu Monkey","Mentawai Island, Indonesia","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"none","MFF","MFF",1,"groups","one","yes","AR",8.925,6.95,7.97,0.318198052,0.212132034,NA,30,15,35,15,2,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"872","pop","Simias_concolor","Pig-tailed Langur / Simakobu Monkey","Siberut Island, Indonesia","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,"wp","MFF","MFF",0.888888889,"groups","one","yes","AR",8.925,6.95,7.97,0.318198052,0.212132034,NA,30,15,35,15,2,NA,NA,NA,NA,NA,0.111111111,0,"Cercopithecoidea"
"873","sp","Symphalangus_syndactylus","Siamang"," ","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,24,NA,20,8,NA,NA,NA,NA,NA,NA,NA,7,52,NA,"bp","MF","MF",0.461538462,"groups","one","yes","AR",11.4,10.7,11.3,0.707106781,0,NA,49.0625,NA,24.65,6.5,12.00333333,11.29597089,NA,10.81873375,7.778174593,10.81110694,0.538461538,27,"Hominoidea"
"874","pop","Symphalangus_syndactylus","Siamang","Ketambe Research Station, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"none","MF","MF",1,"groups","one","yes","AR",11.4,10.7,11.3,0.707106781,0,NA,49.0625,NA,24.65,6.5,12.00333333,11.29597089,NA,10.81873375,7.778174593,10.81110694,0,0,"Hominoidea"
"875","pop","Symphalangus_syndactylus","Siamang","Pahang, Malaysia","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"none","MF","MF",1,"groups","one","none","AR",11.4,10.7,11.3,0.707106781,0,NA,49.0625,NA,24.65,6.5,12.00333333,11.29597089,NA,10.81873375,7.778174593,10.81110694,0,0,"Hominoidea"
"876","pop","Symphalangus_syndactylus","Siamang","Bukit Barisan Selatan National Park, Sumatra, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,18,NA,20,8,NA,NA,NA,NA,NA,NA,NA,NA,46,4,"wp","MFF","MFF",0.434782609,"groups","one","yes","AR",11.4,10.7,11.3,0.707106781,0,NA,49.0625,NA,24.65,6.5,12.00333333,11.29597089,NA,10.81873375,7.778174593,10.81110694,0.565217391,25,"Hominoidea"
"877","sp","Tarsius_bancanus","Western Tarsier"," ","Forest",0,1,"closed",1,"Nocturnal",NA,NA,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,"none","solitary","solitary",1,"solitary_groups","one","none",NA,0.12183,0.1169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Tarsioidea"
"878","pop","Tarsius_bancanus","Western Tarsier","Sabah, Borneo","Forest",0,1,"closed",1,"Nocturnal",NA,NA,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","solitary","solitary",1,"solitary","one","none",NA,0.12183,0.1169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Tarsioidea"
"880","sp","Tarsius_lariang","Lariang Tarsier"," ","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,NA,"none","MF","MF",1,"groups","one","none","AR",0.118,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Tarsioidea"
"881","pop","Tarsius_lariang","Lariang Tarsier","Lore Lindu National Park, Indonesia","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,"none","MF","MF",1,"groups","one","none","AR",0.118,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Tarsioidea"
