Row,sp.pop,Genus_species,Common_name,Population,Habitat_type,Habitat_open,Habitat_closed,Habitat_cat,Habitat_heterogenity,Activity_pattern,DisperseM,DisperseF,solitaryM,solitaryF,Solitary,MF,MF_adult_off,MFF,FMM,FFMM,FF,MM,Sex_specific_group,Sex_specific_solitaryM,Sex_specific_solitaryF,Sibling,Nbr_of_studies,Nbr_social_units,Nbr_papers_for_each_field_sites,IVSO,Main1,Main2,calculation_main_SO,foraging_style,level_of_society,Disruption,Locomotion,mean_Male_Galan,mean_Female_Galan,mean_other_Galan,sd_Male_Galan,sd_Female_Galan,sd_other_Galan,mean_Fruits_galan,mean_Seeds_galan,mean_Leaves_galan,mean_Flowers_galan,mean_Animal_galan,sd_Fruits_galan,sd_Seeds_galan,sd_Leaves_galan,sd_Flowers_galan,sd_Animals_galan,IVSO_prop,IVSOint,Superfamily,Order,Family,Genus
222,pop,Cercopithecus_nictitans,Greater spot-nosed Monkey,"M'passa, Gabon",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,none,MFF,MFF,1,groups, ,none,AR,6.67,4.25,5.46,NA,NA,NA,70,50,45,NA,10,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Cercopithecus
223,sp,Cercopithecus_petaurista,Lesser spot-nosed Monkey, ,Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,3,4,NA,wp,MFF,MFF,0.75,groups, ,none,AR,4.4,2.9,NA,NA,NA,NA,34,NA,40,6,12,NA,NA,NA,NA,NA,0.25,1,Cercopithecoidea,Primates,Cercopithecidae,Cercopithecus
224,pop,Cercopithecus_petaurista,Lesser spot-nosed Monkey,"Taï National Park, Ivory Coast",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,4,3,wp,MFF,MFF,0.75,groups, ,yes,AR,4.4,2.9,NA,NA,NA,NA,34,NA,40,6,12,NA,NA,NA,NA,NA,0.25,1,Cercopithecoidea,Primates,Cercopithecidae,Cercopithecus
225,sp,Cercopithecus_diana,Roloway Monkey, ,Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,wp,FFMM,FFMM,1,groups,one,yes,AR,5.2,3.9,4.55,NA,NA,NA,20.9,NA,6.5,5.7,33.8,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Cercopithecus
226,pop,Cercopithecus_diana,Roloway Monkey,"Bia National Park, Ghana",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,wp,FFMM,FFMM,1,groups,one,yes,AR,5.2,3.9,4.55,NA,NA,NA,20.9,NA,6.5,5.7,33.8,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Cercopithecus
230,sp,Cheirogaleus_major,Greater Dwarf Lemur, ,Forest,0,1,closed,1,Nocturnal,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,none,MF,MF,1,groups,one,none,AR,0.5746,0.4433,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Lemuroidea,Primates,Cheirogaleidae,Cheirogaleus
231,pop,Cheirogaleus_major,Greater Dwarf Lemur,"Littoral Rain Forest, Southern Madagascar",Forest,0,1,closed,1,Nocturnal,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,none,MF,MF,1,groups,one,none,AR,0.5746,0.4433,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Lemuroidea,Primates,Cheirogaleidae,Cheirogaleus
232,sp,Cheirogaleus_medius,Fat Tailed Dwarf Lemur, ,Forest,0,1,closed,1,Nocturnal,NA,NA,NA,NA,NA,10,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2,14,NA,wp,MF,MF,0.714285714,solitary,one,none,AR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285714286,4,Lemuroidea,Primates,Cheirogaleidae,Cheirogaleus
233,pop,Cheirogaleus_medius,Fat Tailed Dwarf Lemur,"Kirindy Forest, Western Madagascar",Forest,0,1,closed,1,Nocturnal,NA,NA,NA,NA,NA,9,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,13,1,wp,MF,MF,0.692307692,solitary,one,none,AR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.307692308,4,Lemuroidea,Primates,Cheirogaleidae,Cheirogaleus
234,pop,Cheirogaleus_medius,Fat Tailed Dwarf Lemur,"Forestry Station of Ampijoroa, North-Western Madagascar",Forest,0,1,closed,1,Nocturnal,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,none,MF,MF,1,solitary,one,none,AR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Lemuroidea,Primates,Cheirogaleidae,Cheirogaleus
238,sp,Callicebus_lugens,White-chested Titi Monkey, ,Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3,NA,none,MF,FMM,0.333333333,groups, ,none,AR,1.49,1.26,NA,NA,NA,NA,59.4,26.9,6.4,3.9,3.4,NA,NA,NA,NA,NA,0.666666667,2,Ceboidea,Primates,Pitheciidae,Callicebus
239,pop,Callicebus_lugens,White-chested Titi Monkey,"Estacion Biologica Caparu, Colombia",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,none,MF,FMM,0.333333333,groups,one,none,AR,1.49,1.26,NA,NA,NA,NA,59.4,26.9,6.4,3.9,3.4,NA,NA,NA,NA,NA,0.666666667,2,Ceboidea,Primates,Pitheciidae,Callicebus
243,sp,Callicebus_torquatus,White-collared Titi Monkey, ,Forest,0,1,closed,NA,Diurnal,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,none,MF,MF,1,groups,one,none,AR,1.28,1.21,1.25,NA,NA,NA,65,NA,15,NA,16,NA,NA,NA,NA,NA,0,0,Ceboidea,Primates,Pitheciidae,Callicebus
244,pop,Callicebus_torquatus,White-collared Titi Monkey,"Estacion Biologica Callicebus, Peru",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,none,MF,MF,1,groups,one,none,AR,1.28,1.21,1.25,NA,NA,NA,65,NA,15,NA,16,NA,NA,NA,NA,NA,0,0,Ceboidea,Primates,Pitheciidae,Callicebus
245,pop,Callicebus_torquatus,White-collared Titi Monkey,"Estacion Biologica Caparu, Colombia",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,none,MF,MF,1,groups,one,none,AR,1.28,1.21,1.25,NA,NA,NA,65,NA,15,NA,16,NA,NA,NA,NA,NA,0,0,Ceboidea,Primates,Pitheciidae,Callicebus
246,pop,Callicebus_torquatus,White-collared Titi Monkey,"Southwest of  Iquitos, Peru",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,none,MF,MF,1,groups,one,none,AR,1.28,1.21,1.25,NA,NA,NA,65,NA,15,NA,16,NA,NA,NA,NA,NA,0,0,Ceboidea,Primates,Pitheciidae,Callicebus
247,pop,Callicebus_torquatus,White-collared Titi Monkey,"Western Amzon Basin, Peru",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,none,MF,MF,1,groups,one,none,AR,1.28,1.21,1.25,NA,NA,NA,65,NA,15,NA,16,NA,NA,NA,NA,NA,0,0,Ceboidea,Primates,Pitheciidae,Callicebus
250,sp,Chiropotes_satanas,Black Saki, ,Forest_Wetland,0,1,closed,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,3,3,NA,none,FFMM,FFMM,0.666666667,groups,one,none,AR,3.1,2.96,2.885,NA,NA,0.205060967,91.25,NA,2.5,6.25,NA,NA,NA,NA,NA,NA,0.333333333,0,Ceboidea,Primates,Pitheciidae,Chiropotes
251,pop,Chiropotes_satanas,Black Saki,"Guri Lake, Venezuela",Forest_Wetland,0,1,closed,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,none,MFF,MFF,1,groups,one,none,AR,3.1,2.96,2.885,NA,NA,0.205060967,91.25,NA,2.5,6.25,NA,NA,NA,NA,NA,NA,0,0,Ceboidea,Primates,Pitheciidae,Chiropotes
252,pop,Chiropotes_satanas,Black Saki,"Tucurui hydroelectric reservoir, Brazil",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,none,FFMM,FFMM,1,groups,one,none,AR,3.1,2.96,2.885,NA,NA,0.205060967,91.25,NA,2.5,6.25,NA,NA,NA,NA,NA,NA,0,0,Ceboidea,Primates,Pitheciidae,Chiropotes
254,sp,Chlorocebus_aethiops,Grivet Monkey, ,Shrbuland_Granssland_Savanna_Forest_Wetland_Artificial,1,1,both,NA,Diurnal,NA,NA,NA,NA,NA,1,NA,1,1,21,NA,NA,NA,NA,NA,NA,8,24,NA,both,FFMM,FFMM,0.875,groups,ff,none,T,5.77,3.53,4.65,NA,NA,NA,50.6,NA,18.7,17.6,7.4,NA,NA,NA,NA,NA,0.125,3,Cercopithecoidea,Primates,Cercopithecidae,Chlorocebus
255,pop,Chlorocebus_aethiops,Grivet Monkey,"Loskop Dam Nature Reserve, South Africa",Shrubland_Grassland_Savanna_Forest,1,1,both,4,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,11,3,none,FFMM,FFMM,1,groups,one,none,T,5.77,3.53,4.65,NA,NA,NA,50.6,NA,18.7,17.6,7.4,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Chlorocebus
256,pop,Chlorocebus_aethiops,Grivet Monkey,"Ntendeka Wilderness Area, Ngome Forest, South Africa",Shrubland_Grassland_Forest,1,1,both,3,Diurnal,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,none,MF,MF,1,groups,one,none,T,5.77,3.53,4.65,NA,NA,NA,50.6,NA,18.7,17.6,7.4,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Chlorocebus
257,pop,Chlorocebus_aethiops,Grivet Monkey,"Lake Nabugabo, Uganda",Wetland_Grassland_Forest_Artificial,1,1,both,4,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,none,FFMM,FFMM,1,groups,one,none,T,5.77,3.53,4.65,NA,NA,NA,50.6,NA,18.7,17.6,7.4,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Chlorocebus
258,pop,Chlorocebus_aethiops,Grivet Monkey,"Kwazulu Natal, South Africa",Wetland_Shrubland,1,1,both,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,1,9,NA,NA,NA,NA,NA,NA,NA,11,3,wp,FFMM,FFMM,0.818181818,groups,ff,yes,T,5.77,3.53,4.65,NA,NA,NA,50.6,NA,18.7,17.6,7.4,NA,NA,NA,NA,NA,0.181818182,2,Cercopithecoidea,Primates,Cercopithecidae,Chlorocebus
261,sp,Chlorocebus_pygerythrus,Vervet Monkey, ,Wetland_Shrubland_Grassland_Savanna_Forest_Artificial,1,1,both,4,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,5,10,NA,none,FFMM,FFMM,1,groups,one,none,T,4.28,2.98,4.665,NA,NA,1.463711037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Chlorocebus
262,pop,Chlorocebus_pygerythrus,Vervet Monkey,"Kwazulu Natal, South Africa",Wetland_Shrubland,1,1,both,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,2,none,FFMM,FFMM,1,groups,one,none,T,4.28,2.98,4.665,NA,NA,1.463711037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Chlorocebus
263,pop,Chlorocebus_pygerythrus,Vervet Monkey,"Loskop Dam Nature Reserve, South Africa",Shrubland_Grassland_Savanna_Forest,1,1,both,4,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,none,FFMM,FFMM,1,groups,one,none,T,4.28,2.98,4.665,NA,NA,1.463711037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Chlorocebus
264,pop,Chlorocebus_pygerythrus,Vervet Monkey,"Lake Nabugabo, Uganda",Wetland_Grassland_Forest_Artificial,1,1,both,4,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,none,FFMM,FFMM,1,groups,one,none,T,4.28,2.98,4.665,NA,NA,1.463711037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Chlorocebus
265,pop,Chlorocebus_pygerythrus,Vervet Monkey,"Laikipia Plateau, Kenya",Savanna_Shrubland_Forest,1,1,both,3,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,none,FFMM,FFMM,1,groups,one,none,T,4.28,2.98,4.665,NA,NA,1.463711037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Chlorocebus
268,sp,Colobus_angolensis,Black-and-White Angolian Colobus, ,Forest,0,1,closed,1,Diurnal,43,NA,NA,NA,NA,3,NA,5,1,1,NA,NA,NA,NA,NA,NA,3,10,NA,both,MFF,MFF,0.5,groups,ff,none,AR,9.8,7.4,NA,NA,NA,NA,17,NA,65,5,NA,NA,NA,NA,NA,NA,0.5,5,Cercopithecoidea,Primates,Cercopithecidae,Colobus
269,pop,Colobus_angolensis,Black-and-White Angolian Colobus,"Lower Pangani River, Tanzania",Forest,0,1,closed,1,Diurnal,8,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,wp,MF,MFF,0.5,groups,one,none,AR,9.8,7.4,NA,NA,NA,NA,17,NA,65,5,NA,NA,NA,NA,NA,NA,0.5,1,Cercopithecoidea,Primates,Cercopithecidae,Colobus
270,pop,Colobus_angolensis,Black-and-White Angolian Colobus,"Amani, Tanzania",Forest,0,1,closed,1,Diurnal,13,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,wp,MF,MFF,0.5,groups,one,none,AR,9.8,7.4,NA,NA,NA,NA,17,NA,65,5,NA,NA,NA,NA,NA,NA,0.5,1,Cercopithecoidea,Primates,Cercopithecidae,Colobus
271,pop,Colobus_angolensis,Black-and-White Angolian Colobus,"Balangai, Tanzania",Forest,0,1,closed,1,Diurnal,7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,none,FFMM,FFMM,1,groups,one,none,AR,9.8,7.4,NA,NA,NA,NA,17,NA,65,5,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Colobus
272,pop,Colobus_angolensis,Black-and-White Angolian Colobus,"Mazumbai, Tanzania",Forest,0,1,closed,1,Diurnal,10,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,wp,MFF,MFF,0.666666667,groups,one,none,AR,9.8,7.4,NA,NA,NA,NA,17,NA,65,5,NA,NA,NA,NA,NA,NA,0.333333333,0,Cercopithecoidea,Primates,Cercopithecidae,Colobus
273,pop,Colobus_angolensis,Black-and-White Angolian Colobus,"Shume, Tanzania",Forest,0,1,closed,1,Diurnal,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,none,MF,MF,1,groups,one,none,AR,9.8,7.4,NA,NA,NA,NA,17,NA,65,5,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Colobus
274,pop,Colobus_angolensis,Black-and-White Angolian Colobus,"Diani Forest, Kenya",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,none,MFF,MFF,1,groups,one,none,AR,9.8,7.4,NA,NA,NA,NA,17,NA,65,5,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Colobus
275,pop,Colobus_angolensis,Black-and-White Angolian Colobus,"Lake Nabugabo, Uganda",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,none,FFMM,FFMM,1,groups,ff,none,AR,9.8,7.4,NA,NA,NA,NA,17,NA,65,5,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Colobus
276,sp,Colobus_guereza,Black-and-White Colobus / Mantled Guereza, ,Forest_Wetland_Grassland_Shrubland,1,1,both,4,Diurnal,23,NA,NA,NA,NA,8,NA,57,3,28,1,1,NA,NA,NA,NA,9,96,NA,both,MFF,MFF,0.59375,groups,ff,none,AR,9.89,7.9,8.89,NA,NA,NA,2.6,22,57.2,2.9,NA,NA,NA,NA,NA,NA,0.40625,39,Cercopithecoidea,Primates,Cercopithecidae,Colobus
277,pop,Colobus_guereza,Black-and-White Colobus / Mantled Guereza,"Arusha, Tanzania",Forest,0,1,closed,1,Diurnal,21,NA,NA,NA,NA,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,5,1,wp,MF,FFMM,0.4,groups,one,none,AR,9.89,7.9,8.89,NA,NA,NA,2.6,22,57.2,2.9,NA,NA,NA,NA,NA,NA,0.6,3,Cercopithecoidea,Primates,Cercopithecidae,Colobus
278,pop,Colobus_guereza,Black-and-White Colobus / Mantled Guereza,"Budongo Forest, Uganda",Forest,0,1,closed,1,Diurnal,1,NA,NA,NA,NA,NA,NA,11,NA,2,NA,NA,NA,NA,NA,NA,NA,13,1,wp,MFF,MFF,0.846153846,groups,one,none,AR,9.89,7.9,8.89,NA,NA,NA,2.6,22,57.2,2.9,NA,NA,NA,NA,NA,NA,0.153846154,2,Cercopithecoidea,Primates,Cercopithecidae,Colobus
279,pop,Colobus_guereza,Black-and-White Colobus / Mantled Guereza,"Queen Elizabeth National Park, Uganda",Forest,0,1,closed,1,Diurnal,1,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,NA,4,1,wp,MFF,MFF,0.75,groups,one,none,AR,9.89,7.9,8.89,NA,NA,NA,2.6,22,57.2,2.9,NA,NA,NA,NA,NA,NA,0.25,1,Cercopithecoidea,Primates,Cercopithecidae,Colobus
280,pop,Colobus_guereza,Black-and-White Colobus / Mantled Guereza,"Bole Valley, Ethiopia",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,6,NA,8,NA,2,1,NA,NA,NA,NA,NA,NA,16,1,wp,MFF,MFF,0.5,groups,ff,none,AR,9.89,7.9,8.89,NA,NA,NA,2.6,22,57.2,2.9,NA,NA,NA,NA,NA,NA,0.5,8,Cercopithecoidea,Primates,Cercopithecidae,Colobus
281,pop,Colobus_guereza,Black-and-White Colobus / Mantled Guereza,"Kanyawara Forest Station, Uganda",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,NA,9,2,wp,MFF,MFF,0.666666667,groups,one,none,AR,9.89,7.9,8.89,NA,NA,NA,2.6,22,57.2,2.9,NA,NA,NA,NA,NA,NA,0.333333333,2,Cercopithecoidea,Primates,Cercopithecidae,Colobus
282,pop,Colobus_guereza,Black-and-White Colobus / Mantled Guereza,"Kakamega Forest, Kenya",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,6,1,18,NA,NA,NA,NA,NA,NA,NA,25,2,wp,FFMM,FFMM,0.72,groups,one,none,AR,9.89,7.9,8.89,NA,NA,NA,2.6,22,57.2,2.9,NA,NA,NA,NA,NA,NA,0.28,7,Cercopithecoidea,Primates,Cercopithecidae,Colobus
283,pop,Colobus_guereza,Black-and-White Colobus / Mantled Guereza,"Kayanbura Gorge, Uganda",Forest_Wetland_Grassland_Shrubland,1,1,both,4,Diurnal,NA,NA,NA,NA,NA,NA,NA,22,NA,2,NA,NA,NA,NA,NA,NA,NA,24,1,wp,MFF,MFF,0.916666667,groups,one,none,AR,9.89,7.9,8.89,NA,NA,NA,2.6,22,57.2,2.9,NA,NA,NA,NA,NA,NA,0.083333333,1,Cercopithecoidea,Primates,Cercopithecidae,Colobus
284,sp,Colobus_polykomos,King Colobus, ,Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,4,NA,wp,MFF,FFMM,0.5,groups,one,none,AR,9.9,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2,Cercopithecoidea,Primates,Cercopithecidae,Colobus
285,pop,Colobus_polykomos,King Colobus,"Taï National Park, Ivory Coast",Forest,0,1,closed,1,Diurnal,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,4,1,wp,MFF,FFMM,0.5,groups,one,none,AR,9.9,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2,Cercopithecoidea,Primates,Cercopithecidae,Colobus
286,sp,Colobus_satanas,Black Colobus, ,Forest_Grassland_Rocky,1,1,both,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,3,6,NA,wp,FFMM,FFMM,0.833333333,groups,one,none,AR,10.4,7.42,8.91,NA,NA,NA,4,60,26,5,NA,NA,NA,NA,NA,NA,0.166666667,1,Cercopithecoidea,Primates,Cercopithecidae,Colobus
287,pop,Colobus_satanas,Black Colobus,"Rio Muni, Republic of Equatorial Guinea",Forest_Rocky,1,1,both,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,none,FFMM,FFMM,1,groups,one,none,AR,10.4,7.42,8.91,NA,NA,NA,4,60,26,5,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Colobus
288,pop,Colobus_satanas,Black Colobus,"Forêt des Abeilles, Gabon",Forest_Grassland,1,1,both,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,1,none,FFMM,FFMM,1,groups,one,none,AR,10.4,7.42,8.91,NA,NA,NA,4,60,26,5,NA,NA,NA,NA,NA,NA,0,0,Cercopithecoidea,Primates,Cercopithecidae,Colobus
289,pop,Colobus_satanas,Black Colobus,"Douala Edea Reserve, Cameroon",Forest_Grassland,1,1,both,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,wp,MFF,FFMM,0.5,groups,one,none,AR,10.4,7.42,8.91,NA,NA,NA,4,60,26,5,NA,NA,NA,NA,NA,NA,0.5,1,Cercopithecoidea,Primates,Cercopithecidae,Colobus
290,sp,Colobus_vellerosus,Ursine Colobus / Geoffroy’s pied colobus, ,Forest_Savanna,1,1,both,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,3,5,NA,wp,FFMM,FFMM,0.6,groups,one,yes,AR,8.5,6.9,NA,NA,NA,NA,10.7,4,79,6,NA,NA,NA,NA,NA,NA,0.4,2,Cercopithecoidea,Primates,Cercopithecidae,Colobus
291,pop,Colobus_vellerosus,Ursine Colobus / Geoffroy’s pied colobus,Boabeng-FiemaMonkeySanctuary_Ghana,Forest_Savanna,1,1,both,2,Diurnal,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,5,3,wp,FFMM,FFMM,0.6,groups,one,yes,AR,8.5,6.9,NA,NA,NA,NA,10.7,4,79,6,NA,NA,NA,NA,NA,NA,0.4,2,Cercopithecoidea,Primates,Cercopithecidae,Colobus
292,sp,Daubentonia_madagascariensis,Aye-Aye, ,Forest,0,1,closed,1,Nocturnal,NA,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,wp,solitary,MF,0.5,solitary_groups,one,none,AR,2.62,2.49,2.545,NA,NA,0.021213203,NA,40.83,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,Lemuroidea,Primates,Daubentoniidae,Daubentonia
293,pop,Daubentonia_madagascariensis,Aye-Aye,"Mananara, Madagascar",Forest,0,1,closed,1,Nocturnal,NA,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,wp,solitary,MF,0.5,solitary_groups,one,none,AR,2.62,2.49,2.545,NA,NA,0.021213203,NA,40.83,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,Lemuroidea,Primates,Daubentoniidae,Daubentonia
294,sp,Erythrocebus_patas,Patas Monkey, ,Savannas_Forest_Wetland_Grassland_Artificial,1,1,both,4,Diurnal,4,NA,NA,NA,NA,NA,NA,18,NA,9,1,NA,NA,NA,NA,NA,9,27,NA,both,MFF,MFF,0.666666667,groups,one,none,T,12.4,6.5,NA,NA,NA,NA,6.5,0.6,2.2,9.42,42.7,NA,NA,NA,NA,NA,0.333333333,8,Cercopithecoidea,Primates,Cercopithecidae,Erythrocebus
295,pop,Erythrocebus_patas,Patas Monkey,"Waza Reserve, Cameroon",Savanna_Forest_Wetland,1,1,both,3,Diurnal,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,4,1,wp,MFF,MFF,0.75,groups,one,none,T,12.4,6.5,NA,NA,NA,NA,6.5,0.6,2.2,9.42,42.7,NA,NA,NA,NA,NA,0.25,1,Cercopithecoidea,Primates,Cercopithecidae,Erythrocebus
296,pop,Erythrocebus_patas,Patas Monkey,"La Parguera, Puerto Rico",Wetland_Forest,0,1,closed,2,Diurnal,1,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,7,2,wp,MFF,MFF,0.571428571,groups,one,none,T,12.4,6.5,NA,NA,NA,NA,6.5,0.6,2.2,9.42,42.7,NA,NA,NA,NA,NA,0.428571429,3,Cercopithecoidea,Primates,Cercopithecidae,Erythrocebus
