rowid,dataset,rep,primateMRCA,model,DG,DP,G,P,S,tree
1022,6,11,68,fitSYM,0,0,0.006232375318931649,0.0766684671366231,0.9170991575444453,Olivier et al
1023,6,12,61,fitSYM,0,0,0.23291027974195688,0.6087357260908167,0.15835399416722643,Kuderna et al
1024,6,12,68,fitSYM,0,0,0.01863498687711975,0.11302141428237317,0.868343598840507,Olivier et al
1025,6,13,61,fitSYM,0,0,0.3957549302691747,0.0012444423986825153,0.6030006273321429,Kuderna et al
1026,6,13,68,fitSYM,0,0,0.01836420595436888,0.1147198060762801,0.8669159879693511,Olivier et al
1027,6,14,61,fitSYM,0,0,0.2852564964390761,0.5989513103295944,0.11579219323132946,Kuderna et al
1028,6,14,68,fitSYM,0,0,0.020154779019525688,0.12076884863124931,0.859076372349225,Olivier et al
1029,6,15,61,fitSYM,0,0,0.45765712062067326,8.17970043967023e-4,0.5415249093353598,Kuderna et al
1030,6,15,68,fitSYM,0,0,0.007384809586527828,0.08516555905695261,0.9074496313565196,Olivier et al
1031,6,16,61,fitSYM,0,0,0.2405250123034015,0.6448374716530252,0.11463751604357328,Kuderna et al
1032,6,16,68,fitSYM,0,0,0.004459208880942397,0.12128017593378372,0.8742606151852739,Olivier et al
1033,6,17,61,fitSYM,0,0,0.2742572514951841,0.6021136861956511,0.12362906230916476,Kuderna et al
1034,6,17,68,fitSYM,0,0,0.006206941545298126,0.07869108268258358,0.9151019757721183,Olivier et al
1035,6,18,61,fitSYM,0,0,0.23291027982417326,0.6087357260545567,0.15835399412127008,Kuderna et al
1036,6,18,68,fitSYM,0,0,0.004825752976723538,0.12905694359180775,0.8661173034314686,Olivier et al
1037,6,19,61,fitSYM,0,0,0.45765712085446186,8.179700425544795e-4,0.5415249091029838,Kuderna et al
1038,6,19,68,fitSYM,0,0,0.011027178992555288,0.1886636079059366,0.8003092131015082,Olivier et al
1039,6,20,61,fitSYM,0,0,0.24157127157872577,0.5644686651926367,0.1939600632286376,Kuderna et al
1040,6,20,68,fitSYM,0,0,0.007237472624466626,0.06167634981208935,0.931086177563444,Olivier et al
1041,6,21,61,fitSYM,0,0,0.24270205556632396,0.6341112324843442,0.12318671194933178,Kuderna et al
1042,6,21,68,fitSYM,0,0,0.01804924760133062,0.09897708124500383,0.8829736711536654,Olivier et al
1043,6,22,61,fitSYM,0,0,0.24052501232571827,0.644837471606831,0.11463751606745073,Kuderna et al
1044,6,22,68,fitSYM,0,0,0.011470534485624904,0.11898150527972366,0.8695479602346514,Olivier et al
1045,6,23,61,fitSYM,0,0,0.1983602469764579,0.6554448071791623,0.14619494584437973,Kuderna et al
1046,6,23,68,fitSYM,0,0,0.005537948909086526,0.09606887290503983,0.8983931781858736,Olivier et al
1047,6,24,61,fitSYM,0,0,0.27315727319992944,0.5715983527353821,0.15524437406468863,Kuderna et al
1048,6,24,68,fitSYM,0,0,0.01543233734789272,0.16920271713544818,0.8153649455166592,Olivier et al
1049,6,25,61,fitSYM,0,0,0.24052501231563742,0.6448374716316119,0.11463751605275077,Kuderna et al
1050,6,25,68,fitSYM,0,0,0.005297210429818751,0.06482364958428379,0.9298791399858974,Olivier et al
1051,6,26,61,fitSYM,0,0,0.4576571206748835,8.179700438580072e-4,0.5415249092812584,Kuderna et al
1052,6,26,68,fitSYM,0,0,0.010047231987947538,0.16815815991585736,0.8217946080961951,Olivier et al
1053,6,27,61,fitSYM,0,0,0.45765712066065206,8.179700437592891e-4,0.5415249092955886,Kuderna et al
1054,6,27,68,fitSYM,0,0,0.017193621953782677,0.13432915637662265,0.8484772216695946,Olivier et al
1055,6,28,61,fitSYM,0,0,0.198360246950487,0.6554448072017989,0.1461949458477141,Kuderna et al
1056,6,28,68,fitSYM,0,0,0.012866632881934025,0.15836126037541184,0.8287721067426542,Olivier et al
1057,6,29,61,fitSYM,0,0,0.4576571206814822,8.179700440239474e-4,0.5415249092744939,Kuderna et al
1058,6,29,68,fitSYM,0,0,0.012233290808678063,0.14679206726081215,0.8409746419305099,Olivier et al
1059,6,30,61,fitSYM,0,0,0.4576571208376997,8.179700430536506e-4,0.5415249091192467,Kuderna et al
1060,6,30,68,fitSYM,0,0,0.013982235967772516,0.16659585384464876,0.8194219101875787,Olivier et al
1061,6,31,61,fitSYM,0,0,0.2329102789364094,0.6087357266755974,0.15835399438799327,Kuderna et al
1062,6,31,68,fitSYM,0,0,0.010779441414153998,0.13857574865964728,0.8506448099261987,Olivier et al
1063,6,32,61,fitSYM,0,0,0.4576571207227385,8.17970043425443e-4,0.5415249092338361,Kuderna et al
1064,6,32,68,fitSYM,0,0,0.015827007934951776,0.16874988118399967,0.8154231108810486,Olivier et al
1065,6,33,61,fitSYM,0,0,0.24052501230813111,0.6448374716419688,0.11463751604989997,Kuderna et al
1066,6,33,68,fitSYM,0,0,0.015373574709247688,0.11272837505653276,0.8718980502342195,Olivier et al
1067,6,34,61,fitSYM,0,0,0.45765712061231467,8.179700445338154e-4,0.5415249093431515,Kuderna et al
1068,6,34,68,fitSYM,0,0,0.010716647311560544,0.11076813884482987,0.8785152138436096,Olivier et al
1069,6,35,61,fitSYM,0,0,0.39575493037721116,0.0012444423975919816,0.6030006272251969,Kuderna et al
1070,6,35,68,fitSYM,0,0,0.007542529099567661,0.08361197324033882,0.9088454976600936,Olivier et al
1071,6,36,61,fitSYM,0,0,0.20370221957086354,0.6805998069895103,0.11569797343962622,Kuderna et al
1072,6,36,68,fitSYM,0,0,0.01951563488514916,0.11858251348615402,0.8619018516286968,Olivier et al
1073,6,37,61,fitSYM,0,0,0.2465491401486777,0.6130116244994261,0.14043923535189612,Kuderna et al
1074,6,37,68,fitSYM,0,0,0.0032896939615836597,0.14921454534030978,0.8474957606981066,Olivier et al
1075,6,38,61,fitSYM,0,0,0.4576571207569633,8.179700433339716e-4,0.5415249091997028,Kuderna et al
1076,6,38,68,fitSYM,0,0,0.01568904722861993,0.1353319384756585,0.8489790142957216,Olivier et al
1077,6,39,61,fitSYM,0,0,0.45765712077952786,8.179700432549773e-4,0.5415249091772172,Kuderna et al
1078,6,39,68,fitSYM,0,0,0.01918309759092923,0.08482043161002516,0.8959964707990457,Olivier et al
1079,6,40,61,fitSYM,0,0,0.20370221951890102,0.6805998070229804,0.11569797345811854,Kuderna et al
1080,6,40,68,fitSYM,0,0,0.004123204115494364,0.08277640817722996,0.9131003877072756,Olivier et al
1081,6,41,61,fitSYM,0,0,0.4576571207887433,8.179700429181364e-4,0.5415249091683385,Kuderna et al
1082,6,41,68,fitSYM,0,0,0.003079166394133645,0.10178947605903042,0.8951313575468359,Olivier et al
1083,6,42,61,fitSYM,0,0,0.3957549301164618,0.0012444424000396042,0.6030006274834986,Kuderna et al
1084,6,42,68,fitSYM,0,0,0.02467163726843052,0.11161143399148116,0.8637169287400884,Olivier et al
1085,6,43,61,fitSYM,0,0,0.4576571207363238,8.179700434778816e-4,0.5415249092201982,Kuderna et al
1086,6,43,68,fitSYM,0,0,0.005809294348974362,0.1032872105520267,0.8909034950989989,Olivier et al
1087,6,44,61,fitSYM,0,0,0.27425725147304686,0.6021136861971349,0.12362906232981825,Kuderna et al
1088,6,44,68,fitSYM,0,0,0.006897421395754094,0.07795241581950267,0.9151501627847433,Olivier et al
1089,6,45,61,fitSYM,0,0,0.24270205558472774,0.6341112324421492,0.1231867119731231,Kuderna et al
1090,6,45,68,fitSYM,0,0,0.01569114728711811,0.13518749095533014,0.8491213617575518,Olivier et al
1091,6,46,61,fitSYM,0,0,0.24052501230097267,0.6448374716451102,0.1146375160539172,Kuderna et al
1092,6,46,68,fitSYM,0,0,0.0064084909310758754,0.10559774147697744,0.8879937675919467,Olivier et al
1093,6,47,61,fitSYM,0,0,0.2427020555794243,0.6341112324552237,0.12318671196535214,Kuderna et al
1094,6,47,68,fitSYM,0,0,0.008300932696052275,0.06919965312283063,0.9224994141811171,Olivier et al
1095,6,48,61,fitSYM,0,0,0.24270205554166915,0.6341112325121894,0.12318671194614161,Kuderna et al
1096,6,48,68,fitSYM,0,0,0.005313290750832674,0.04192868028743868,0.9527580289617287,Olivier et al
1097,6,49,61,fitSYM,0,0,0.39575493029129416,0.0012444423984909146,0.6030006273102149,Kuderna et al
1098,6,49,68,fitSYM,0,0,0.018253410533947547,0.14663793187753882,0.8351086575885136,Olivier et al
1099,6,50,61,fitSYM,0,0,0.2742572515834683,0.602113686106807,0.1236290623097247,Kuderna et al
1100,6,50,68,fitSYM,0,0,0.004384586661636024,0.06623731007021366,0.9293781032681503,Olivier et al
1101,6,51,61,fitSYM,0,0,0.24052501232621273,0.6448374716221159,0.11463751605167138,Kuderna et al
1102,6,51,68,fitSYM,0,0,0.004684062664905031,0.08820620940703067,0.9071097279280643,Olivier et al
1103,6,52,61,fitSYM,0,0,0.24157127183942453,0.564468664732236,0.19396006342833952,Kuderna et al
1104,6,52,68,fitSYM,0,0,0.0047272998746598245,0.07239247189291896,0.9228802282324212,Olivier et al
1105,6,53,61,fitSYM,0,0,0.4576571208259991,8.179700428499616e-4,0.5415249091311509,Kuderna et al
1106,6,53,68,fitSYM,0,0,0.006977105668559758,0.08224583468469149,0.9107770596467487,Olivier et al
1107,6,54,61,fitSYM,0,0,0.2852564964623068,0.5989513102021142,0.11579219333557901,Kuderna et al
1108,6,54,68,fitSYM,0,0,0.0041625981831066305,0.08791972478770617,0.9079176770291872,Olivier et al
1109,6,55,61,fitSYM,0,0,0.3957549303131568,0.00124444239821201,0.6030006272886311,Kuderna et al
1110,6,55,68,fitSYM,0,0,0.01230284200925466,0.12294441034803598,0.8647527476427095,Olivier et al
1111,6,56,61,fitSYM,0,0,0.4576571207644937,8.17970043428624e-4,0.5415249091920776,Kuderna et al
1112,6,56,68,fitSYM,0,0,0.013791125038647154,0.1059269378494172,0.8802819371119357,Olivier et al
1113,6,57,61,fitSYM,0,0,0.24270205557850152,0.6341112324503692,0.12318671197112935,Kuderna et al
1114,6,57,68,fitSYM,0,0,0.005611625184798392,0.10029285901077666,0.8940955158044249,Olivier et al
1115,6,58,61,fitSYM,0,0,0.395754930060633,0.0012444424006893432,0.6030006275386778,Kuderna et al
1116,6,58,68,fitSYM,0,0,0.0062197605494266625,0.07389993123693764,0.9198803082136356,Olivier et al
1117,6,59,61,fitSYM,0,0,0.457657120806082,8.179700427094074e-4,0.5415249091512085,Kuderna et al
1118,6,59,68,fitSYM,0,0,0.005440811207949495,0.09199137604906596,0.9025678127429846,Olivier et al
1119,6,60,61,fitSYM,0,0,0.45765712064477176,8.1797004419172e-4,0.5415249093110366,Kuderna et al
1120,6,60,68,fitSYM,0,0,0.004826841611585374,0.05315588588627495,0.9420172725021397,Olivier et al
1121,6,61,61,fitSYM,0,0,0.20370221957571438,0.6805998069751668,0.11569797344911888,Kuderna et al
1122,6,61,68,fitSYM,0,0,0.012509280832020929,0.14780887641386664,0.8396818427541124,Olivier et al
1123,6,62,61,fitSYM,0,0,0.4576571208132606,8.179700427809765e-4,0.5415249091439583,Kuderna et al
1124,6,62,68,fitSYM,0,0,0.011529847676691235,0.1878380161096647,0.800632136213644,Olivier et al
1125,6,63,61,fitSYM,0,0,0.3957549302264717,0.0012444423990774398,0.6030006273744509,Kuderna et al
1126,6,63,68,fitSYM,0,0,0.005646355476781589,0.09985296847613401,0.8945006760470844,Olivier et al
1127,6,64,61,fitSYM,0,0,0.19836024696958054,0.655444807170305,0.14619494586011456,Kuderna et al
1128,6,64,68,fitSYM,0,0,0.004883965246823242,0.08709519972477141,0.9080208350284054,Olivier et al
1129,6,65,61,fitSYM,0,0,0.24052501232971737,0.6448374716170332,0.11463751605324947,Kuderna et al
1130,6,65,68,fitSYM,0,0,0.0142169686627845,0.1617505192193353,0.8240325121178803,Olivier et al
1131,6,66,61,fitSYM,0,0,0.24157127177476614,0.5644686648289682,0.19396006339626556,Kuderna et al
1132,6,66,68,fitSYM,0,0,0.018112203314694188,0.11075838193895232,0.8711294147463535,Olivier et al
1133,6,67,61,fitSYM,0,0,0.3957549302345661,0.001244442398973405,0.6030006273664605,Kuderna et al
1134,6,67,68,fitSYM,0,0,0.005404456224917332,0.041129149399419154,0.9534663943756635,Olivier et al
1135,6,68,61,fitSYM,0,0,0.28525649643759204,0.5989513102148826,0.11579219334752544,Kuderna et al
1136,6,68,68,fitSYM,0,0,0.007394696986281217,0.05181780415538901,0.9407874988583298,Olivier et al
1137,6,69,61,fitSYM,0,0,0.25089537626602587,0.599698351401731,0.1494062723322433,Kuderna et al
1138,6,69,68,fitSYM,0,0,0.013694734594241479,0.13189727932030615,0.8544079860854523,Olivier et al
1139,6,70,61,fitSYM,0,0,0.45765712081348814,8.179700430034557e-4,0.5415249091435085,Kuderna et al
1140,6,70,68,fitSYM,0,0,0.005801130496011189,0.06862518654058831,0.9255736829634005,Olivier et al
1141,6,71,61,fitSYM,0,0,0.4576571206089208,8.179700444139598e-4,0.5415249093466652,Kuderna et al
1142,6,71,68,fitSYM,0,0,0.0058170230197763404,0.09923736923896796,0.8949456077412556,Olivier et al
1143,6,72,61,fitSYM,0,0,0.24270205554098667,0.6341112324966645,0.12318671196234895,Kuderna et al
1144,6,72,68,fitSYM,0,0,0.019852382213165473,0.11819802779887834,0.8619495899879562,Olivier et al
1145,6,73,61,fitSYM,0,0,0.2465491401755233,0.6130116244964391,0.1404392353280376,Kuderna et al
1146,6,73,68,fitSYM,0,0,0.011526217132531671,0.13773565574785,0.8507381271196183,Olivier et al
1147,6,74,61,fitSYM,0,0,0.395754930242296,0.0012444423989438642,0.6030006273587601,Kuderna et al
1148,6,74,68,fitSYM,0,0,0.006344225349229318,0.07766408115782002,0.9159916934929506,Olivier et al
1149,6,75,61,fitSYM,0,0,0.24052501233201248,0.6448374716113514,0.11463751605663611,Kuderna et al
1150,6,75,68,fitSYM,0,0,0.013879779129473213,0.15846277922743404,0.8276574416430927,Olivier et al
1151,6,76,61,fitSYM,0,0,0.2495360315524002,0.6420079956304194,0.10845597281718049,Kuderna et al
1152,6,76,68,fitSYM,0,0,0.006750612466746782,0.055468113018853675,0.9377812745143996,Olivier et al
1153,6,77,61,fitSYM,0,0,0.24654914003528566,0.6130116245777564,0.14043923538695796,Kuderna et al
1154,6,77,68,fitSYM,0,0,0.01695749781497285,0.13380323641044423,0.849239265774583,Olivier et al
1155,6,78,61,fitSYM,0,0,0.24270205555032565,0.6341112325042417,0.12318671194543274,Kuderna et al
1156,6,78,68,fitSYM,0,0,0.006002528716488646,0.07461570243286392,0.9193817688506475,Olivier et al
1157,6,79,61,fitSYM,0,0,0.21199440105218556,0.6113709678174346,0.17663463113037983,Kuderna et al
1158,6,79,68,fitSYM,0,0,0.014819811364062916,0.16000871295655153,0.8251714756793855,Olivier et al
1159,6,80,61,fitSYM,0,0,0.198360246967478,0.6554448071722355,0.14619494586028653,Kuderna et al
1160,6,80,68,fitSYM,0,0,0.015374596120160839,0.12807945704864257,0.8565459468311966,Olivier et al
1161,6,81,61,fitSYM,0,0,0.39575493004567625,0.001244442400655379,0.6030006275536685,Kuderna et al
1162,6,81,68,fitSYM,0,0,0.005746502311277946,0.10193038936806628,0.8923231083206558,Olivier et al
1163,6,82,61,fitSYM,0,0,0.27425725152036823,0.6021136861748315,0.12362906230480024,Kuderna et al
1164,6,82,68,fitSYM,0,0,0.021220393554368184,0.12739144434306562,0.8513881621025662,Olivier et al
1165,6,83,61,fitSYM,0,0,0.2731572734938984,0.571598352846196,0.15524437365990565,Kuderna et al
1166,6,83,68,fitSYM,0,0,0.006908317903721374,0.08197498413366701,0.9111166979626116,Olivier et al
1167,6,84,61,fitSYM,0,0,0.39575493031638176,0.0012444423981651444,0.6030006272854531,Kuderna et al
1168,6,84,68,fitSYM,0,0,0.004382661926358798,0.0814163096157927,0.9142010284578486,Olivier et al
1169,6,85,61,fitSYM,0,0,0.3957549303725829,0.0012444423977136607,0.6030006272297035,Kuderna et al
1170,6,85,68,fitSYM,0,0,0.004958600657008848,0.08742077192831794,0.9076206274146733,Olivier et al
1171,6,86,61,fitSYM,0,0,0.4576571206769221,8.179700437137605e-4,0.5415249092793643,Kuderna et al
1172,6,86,68,fitSYM,0,0,0.00524383046850933,0.05707958968390181,0.9376765798475889,Olivier et al
1173,6,87,61,fitSYM,0,0,0.39575493029696657,0.0012444423984787477,0.6030006273045547,Kuderna et al
1174,6,87,68,fitSYM,0,0,0.004899789181637317,0.053339080097386984,0.9417611307209757,Olivier et al
1175,6,88,61,fitSYM,0,0,0.2427020555864124,0.6341112324671992,0.1231867119463883,Kuderna et al
1176,6,88,68,fitSYM,0,0,0.005674281789463614,0.10031825583174206,0.8940074623787944,Olivier et al
1177,6,89,61,fitSYM,0,0,0.24270205562496588,0.6341112324192695,0.12318671195576467,Kuderna et al
1178,6,89,68,fitSYM,0,0,0.022439218019657866,0.13371100540196432,0.8438497765783779,Olivier et al
1179,6,90,61,fitSYM,0,0,0.39575493028314385,0.0012444423984907204,0.6030006273183655,Kuderna et al
1180,6,90,68,fitSYM,0,0,0.011726966877616303,0.18920581940320716,0.79906721371917655,Olivier et al
1181,6,91,61,fitSYM,0,0,0.24270205557893573,0.6341112324627903,0.12318671195827385,Kuderna et al
1182,6,91,68,fitSYM,0,0,0.018680527076937244,0.09740607676923387,0.8839133961538289,Olivier et al
1183,6,92,61,fitSYM,0,0,0.23291027966584027,0.6087357262016704,0.1583539941324894,Kuderna et al
1184,6,92,68,fitSYM,0,0,0.006636999757165456,0.05745429664192668,0.9359087036009078,Olivier et al
1185,6,93,61,fitSYM,0,0,0.27315727276709906,0.5715983524378937,0.15524437479500716,Kuderna et al
1186,6,93,68,fitSYM,0,0,0.006278861950766723,0.0758633190159755,0.9178578190332578,Olivier et al
1187,6,94,61,fitSYM,0,0,0.20370221951487816,0.6805998070346434,0.11569797345047841,Kuderna et al
1188,6,94,68,fitSYM,0,0,0.00610204739957217,0.07188230333472567,0.9220156492657021,Olivier et al
1189,6,95,61,fitSYM,0,0,0.2405250123423754,0.6448374716084458,0.11463751604917886,Kuderna et al
1190,6,95,68,fitSYM,0,0,0.012886732828547158,0.13007458737291003,0.8570386797985429,Olivier et al
1191,6,96,61,fitSYM,0,0,0.39575493024710257,0.0012444423986904788,0.603000627354207,Kuderna et al
1192,6,96,68,fitSYM,0,0,0.006767785212941498,0.05615288220793959,0.9370793325791189,Olivier et al
1193,6,97,61,fitSYM,0,0,0.2037022195914103,0.680599806948542,0.11569797346004768,Kuderna et al
1194,6,97,68,fitSYM,0,0,0.016469877075952283,0.13535746791182415,0.8481726550122235,Olivier et al
1195,6,98,61,fitSYM,0,0,0.3957549301466305,0.0012444423998026865,0.6030006274535669,Kuderna et al
1196,6,98,68,fitSYM,0,0,0.01044042127679021,0.1428754023195115,0.8466841764036983,Olivier et al
1197,6,99,61,fitSYM,0,0,0.2329102797247928,0.608735726139748,0.15835399413545911,Kuderna et al
1198,6,99,68,fitSYM,0,0,0.01565233202168604,0.13024041695645974,0.8541072510218543,Olivier et al
1199,6,100,61,fitSYM,0,0,0.2037022195169495,0.6805998070358417,0.1156979734472088,Kuderna et al
1200,6,100,68,fitSYM,0,0,0.004591715498646317,0.08622118783400431,0.9091870966673494,Olivier et al
1201,7,1,51,fitSYM,0,0,0.9990307821723244,9.6921755145911e-4,2.76216506417372e-10,Kuderna et al
1202,7,1,62,fitSYM,0,0,0.6431986445120701,0.3567991591708135,2.1963171164331628e-6,Olivier et al
1203,7,2,51,fitSYM,0,0,0.9990307821728583,9.69217550925173e-4,2.762165065119071e-10,Kuderna et al
1204,7,2,62,fitSYM,0,0,0.8008839374152547,0.19911028194074087,5.78064400449221e-6,Olivier et al
1205,7,3,51,fitSYM,0,0,0.9958538359056898,0.004146162540521747,1.5537885034141431e-9,Kuderna et al
1206,7,3,62,fitSYM,0,0,0.6048181376362646,0.39518004530716627,1.8170565692282955e-6,Olivier et al
1207,7,4,51,fitSYM,0,0,0.9971339087107856,0.002866090664847762,6.243666745686969e-10,Kuderna et al
1208,7,4,62,fitSYM,0,0,0.6491976801735566,0.35079989723113947,2.4225953039762045e-6,Olivier et al
1209,7,5,51,fitSYM,0,0,0.9927271585553287,0.007272840251099087,1.193572325000224e-9,Kuderna et al
1210,7,5,62,fitSYM,0,0,0.5934439183524687,0.4065560604072915,2.124023985639546e-8,Olivier et al
1211,7,6,51,fitSYM,0,0,0.9990307821723038,9.692175514797436e-4,2.762165065296857e-10,Kuderna et al
1212,7,6,62,fitSYM,0,0,0.6945218939413985,0.30547600958626464,2.0964723369194837e-6,Olivier et al
1213,7,7,51,fitSYM,0,0,0.9971339086957837,0.00286609067984971,6.243666649837292e-10,Kuderna et al
1214,7,7,62,fitSYM,0,0,0.6205243726463392,0.37947399644450347,1.6309091574330314e-6,Olivier et al
1215,7,8,51,fitSYM,0,0,0.9990307821724491,9.692175513344138e-4,2.7621650642972104e-10,Kuderna et al
1216,7,8,62,fitSYM,0,0,0.48271253877283826,0.5172874331813587,2.8045803110802436e-8,Olivier et al
1217,7,9,51,fitSYM,0,0,0.9971339086972552,0.0028660906783781795,6.243666663148195e-10,Kuderna et al
1218,7,9,62,fitSYM,0,0,0.47896085395343746,0.5210391194093931,2.6637169568986785e-8,Olivier et al
1219,7,10,51,fitSYM,0,0,0.9956298957613176,0.004370103420629227,8.180530951827422e-10,Kuderna et al
1220,7,10,62,fitSYM,0,0,0.5419881717771028,0.4580118018551649,2.6367732356025728e-8,Olivier et al
1221,7,11,51,fitSYM,0,0,0.9984000823349086,0.0015999168236583462,8.414330810458735e-10,Kuderna et al
1222,7,11,62,fitSYM,0,0,0.605475624133174,0.39452298019506704,1.3956717589464603e-6,Olivier et al
1223,7,12,51,fitSYM,0,0,0.995629895761223,0.004370103420723996,8.180530958056054e-10,Kuderna et al
1224,7,12,62,fitSYM,0,0,0.4996838411467022,0.5003161348612226,2.3992075209757682e-8,Olivier et al
1225,7,13,51,fitSYM,0,0,0.9974879599633719,0.0025120394861188186,5.505092519433689e-10,Kuderna et al
1226,7,13,62,fitSYM,0,0,0.5881042054850254,0.41189577186472337,2.2650251320079227e-8,Olivier et al
1227,7,14,51,fitSYM,0,0,0.9990307821723505,9.692175514329918e-4,2.7621650636328903e-10,Kuderna et al
1228,7,14,62,fitSYM,0,0,0.6950355235823994,0.30496180712773074,2.6692898699685275e-6,Olivier et al
1229,7,15,51,fitSYM,0,0,0.9750367239133136,0.024963271518949868,4.56773650426961e-9,Kuderna et al
1230,7,15,62,fitSYM,0,0,0.7015879276029212,0.2984091629074068,2.909489671977295e-6,Olivier et al
1231,7,16,51,fitSYM,0,0,0.998400082125014,0.0015999170335527421,8.414333285173141e-10,Kuderna et al
1232,7,16,62,fitSYM,0,0,0.7239270128736847,0.27606912256076194,3.8645655533966385e-6,Olivier et al
1233,7,17,51,fitSYM,0,0,0.999030782172708,9.692175510754505e-4,2.762165065462618e-10,Kuderna et al
1234,7,17,62,fitSYM,0,0,0.654159520667806,0.3458380461656275,2.433166566552339e-6,Olivier et al
1235,7,18,51,fitSYM,0,0,0.9956298957622105,0.004370103419736407,8.180530964486832e-10,Kuderna et al
1236,7,18,62,fitSYM,0,0,0.6067076682722978,0.3932909192195658,1.4125081363541446e-6,Olivier et al
1237,7,19,51,fitSYM,0,0,0.9990307821720288,9.692175517547485e-4,2.7621650647065097e-10,Kuderna et al
1238,7,19,62,fitSYM,0,0,0.4809275173362371,0.5190724588168468,2.3846916021876222e-8,Olivier et al
1239,7,20,51,fitSYM,0,0,0.9838680205156898,0.01613197600083019,3.4834800195895444e-9,Kuderna et al
1240,7,20,62,fitSYM,0,0,0.5935749693064654,0.4064250094657804,2.122775416716945e-8,Olivier et al
1241,7,21,51,fitSYM,0,0,0.9874878583576544,0.012512138496408948,3.1459366693232304e-9,Kuderna et al
1242,7,21,62,fitSYM,0,0,0.6960879208019687,0.3039094003346995,2.6788633317223903e-6,Olivier et al
1243,7,22,51,fitSYM,0,0,0.998400082343907,0.0015999168146600031,8.41433073736337e-10,Kuderna et al
1244,7,22,62,fitSYM,0,0,0.6915354455692508,0.308461955794929,2.5986358202382216e-6,Olivier et al
1245,7,23,51,fitSYM,0,0,0.9971339087089286,0.0028660906667047864,6.243666734420368e-10,Kuderna et al
1246,7,23,62,fitSYM,0,0,0.4922957465166274,0.5077042240832934,2.940007931314155e-8,Olivier et al
1247,7,24,51,fitSYM,0,0,0.993158777114064,0.00684122076284674,2.123089267821341e-9,Kuderna et al
1248,7,24,62,fitSYM,0,0,0.7218343722092548,0.2781622204442929,3.4073464522567657e-6,Olivier et al
1249,7,25,51,fitSYM,0,0,0.997487959962107,0.0025120394873837026,5.50509251525201e-10,Kuderna et al
1250,7,25,62,fitSYM,0,0,0.6947805589587431,0.30521683431813623,2.606723120669193e-6,Olivier et al
1251,7,26,51,fitSYM,0,0,0.9971339086993883,0.0028660906762450217,6.243666683595851e-10,Kuderna et al
1252,7,26,62,fitSYM,0,0,0.6097394807102653,0.39025912557162024,1.393718114599811e-6,Olivier et al
1253,7,27,51,fitSYM,0,0,0.9984000823304964,0.001599916828070597,8.414330883605485e-10,Kuderna et al
1254,7,27,62,fitSYM,0,0,0.643622196638437,0.35637631928291724,1.4840786458832206e-6,Olivier et al
1255,7,28,51,fitSYM,0,0,0.9974879599598065,0.0025120394896842838,5.505092519764939e-10,Kuderna et al
1256,7,28,62,fitSYM,0,0,0.6392930683656395,0.36070482881295174,2.102821408849227e-6,Olivier et al
1257,7,29,51,fitSYM,0,0,0.9951754628005737,0.0048245354281109725,1.7713153056600948e-9,Kuderna et al
1258,7,29,62,fitSYM,0,0,0.7941459236494117,0.20584916764427028,4.908706318047914e-6,Olivier et al
1259,7,30,51,fitSYM,0,0,0.9750367239177847,0.0249632715144787,4.567736505477162e-9,Kuderna et al
1260,7,30,62,fitSYM,0,0,0.49946503579598744,0.5005349402777829,2.3926229698614073e-8,Olivier et al
1261,7,31,51,fitSYM,0,0,0.9951754628070778,0.004824535421607006,1.7713152849876225e-9,Kuderna et al
1262,7,31,62,fitSYM,0,0,0.5972847055219531,0.40271405117917225,1.2432988746847562e-6,Olivier et al
1263,7,32,51,fitSYM,0,0,0.9984000822223473,0.0015999169362194729,8.414331837355826e-10,Kuderna et al
1264,7,32,62,fitSYM,0,0,0.6517582883480592,0.34823952222515486,2.189426785951091e-6,Olivier et al
1265,7,33,51,fitSYM,0,0,0.9421798496544084,0.057820144152940685,6.192650970201524e-9,Kuderna et al
1266,7,33,62,fitSYM,0,0,0.7008268816434183,0.29917094305649705,2.1753000846160056e-6,Olivier et al
1267,7,34,51,fitSYM,0,0,0.9984000822536703,0.0015999169048964426,8.414331490596617e-10,Kuderna et al
1268,7,34,62,fitSYM,0,0,0.6455211959116569,0.35447695176154825,1.8523267949896621e-6,Olivier et al
1269,7,35,51,fitSYM,0,0,0.9984000821527388,0.0015999170058280088,8.414332811371138e-10,Kuderna et al
1270,7,35,62,fitSYM,0,0,0.7020393324569719,0.29795816171145073,2.5058315774902384e-6,Olivier et al
1271,7,36,51,fitSYM,0,0,0.9956298957623949,0.004370103419551921,8.180530964863604e-10,Kuderna et al
1272,7,36,62,fitSYM,0,0,0.6267709825354212,0.37322746244222504,1.5550223538993042e-6,Olivier et al
1273,7,37,51,fitSYM,0,0,0.9951754627899607,0.004824535438723802,1.7713153418584128e-9,Kuderna et al
1274,7,37,62,fitSYM,0,0,0.6476791556006689,0.3523186674099079,2.176989423293814e-6,Olivier et al
1275,7,38,51,fitSYM,0,0,0.9971339087071878,0.0028660906684455935,6.243666727418019e-10,Kuderna et al
1276,7,38,62,fitSYM,0,0,0.6510363861802448,0.34896140173989487,2.212079860349374e-6,Olivier et al
1277,7,39,51,fitSYM,0,0,0.9990307821722637,9.69217551519833e-4,2.762165063458196e-10,Kuderna et al
