rowid,dataset,rep,primateMRCA,model,DG,DP,G,P,S,tree
484,3,42,67,fitSYM,0,0,0.010312782450981177,0.1503472247100508,0.839339992838968,Olivier et al
485,3,43,57,fitSYM,0,0,0.03742853223013551,0.8569266792657327,0.10564478850413167,Kuderna et al
486,3,43,67,fitSYM,0,0,0.02848418629335021,0.20384145522119546,0.7676743584854544,Olivier et al
487,3,44,57,fitSYM,0,0,0.008193905239439586,0.4779677020184559,0.5138383927421046,Kuderna et al
488,3,44,67,fitSYM,0,0,0.04028558176534433,0.3278644624840034,0.6318499557506523,Olivier et al
489,3,45,57,fitSYM,0,0,0.012355892647912453,0.7936672451274669,0.1939768622246205,Kuderna et al
490,3,45,67,fitSYM,0,0,0.060782384636209164,0.2853507441868226,0.6538668711769683,Olivier et al
491,3,46,57,fitSYM,0,0,0.039868301407540246,0.8572855013429528,0.102846197249507,Kuderna et al
492,3,46,67,fitSYM,0,0,0.00188071025701688,0.019898148203420583,0.9782211415395625,Olivier et al
493,3,47,57,fitSYM,0,0,0.020323620055258406,0.8763295910834608,0.10334678886128079,Kuderna et al
494,3,47,67,fitSYM,0,0,0.03157323180149058,0.20681080839559848,0.761615959802911,Olivier et al
495,3,48,57,fitSYM,0,0,0.02773913132479873,0.8833693771312076,0.08889149154399359,Kuderna et al
496,3,48,67,fitSYM,0,0,0.024771367327657133,0.21771587157267322,0.7575127610996697,Olivier et al
497,3,49,57,fitSYM,0,0,0.0081939052371584609,0.4779677020099448,0.5138383927528967,Kuderna et al
498,3,49,67,fitSYM,0,0,0.02884757272514443,0.20234278388229043,0.7688096433925652,Olivier et al
499,3,50,57,fitSYM,0,0,0.008193905238813715,0.4779677019704761,0.5138383927907102,Kuderna et al
500,3,50,67,fitSYM,0,0,0.022657094123546967,0.3023312980746711,0.6750116078017819,Olivier et al
501,3,51,57,fitSYM,0,0,0.005794483034773536,0.6134914692158073,0.38071404774941914,Kuderna et al
502,3,51,67,fitSYM,0,0,0.03563797997482637,0.24703677253651804,0.7173252474886557,Olivier et al
503,3,52,57,fitSYM,0,0,0.013099025140630365,0.4793709014610931,0.5075300733982765,Kuderna et al
504,3,52,67,fitSYM,0,0,0.029621040680427715,0.21201461911699762,0.7583643402025747,Olivier et al
505,3,53,57,fitSYM,0,0,0.0075025990281631675,0.6761805820733436,0.3163168188984932,Kuderna et al
506,3,53,67,fitSYM,0,0,0.03585949208792025,0.25108576023585805,0.7130547476762217,Olivier et al
507,3,54,57,fitSYM,0,0,0.007301650894553638,0.6363562328148854,0.35634211629056095,Kuderna et al
508,3,54,67,fitSYM,0,0,0.029182364776124816,0.23462886252168133,0.7361887727021938,Olivier et al
509,3,55,57,fitSYM,0,0,0.03128862004926778,0.7265199312053271,0.2421914487454051,Kuderna et al
510,3,55,67,fitSYM,0,0,0.03796101270179203,0.2564592882915388,0.7055796990066693,Olivier et al
511,3,56,57,fitSYM,0,0,0.011005419941327515,2.2645049841971924e-5,0.9889719350088305,Kuderna et al
512,3,56,67,fitSYM,0,0,0.06182728786454627,0.28112995288402426,0.6570427592514295,Olivier et al
513,3,57,57,fitSYM,0,0,0.027680413437260118,0.5120677969433187,0.46025178961942115,Kuderna et al
514,3,57,67,fitSYM,0,0,0.029174682577745414,0.3523798209194109,0.6184454965028436,Olivier et al
515,3,58,57,fitSYM,0,0,0.013727333862950122,0.7994562157604004,0.18681645037664957,Kuderna et al
516,3,58,67,fitSYM,0,0,0.013480758826443158,0.08905473211794232,0.8974645090556146,Olivier et al
517,3,59,57,fitSYM,0,0,0.005450823433326195,0.5149046588677987,0.4796445176988752,Kuderna et al
518,3,59,67,fitSYM,0,0,0.005338025578138516,0.09627022299126699,0.8983917514305945,Olivier et al
519,3,60,57,fitSYM,0,0,0.019508968007727237,0.7478530871137375,0.23263794487853512,Kuderna et al
520,3,60,67,fitSYM,0,0,0.031029025217189223,0.3194129406011159,0.6495580341816949,Olivier et al
521,3,61,57,fitSYM,0,0,0.02861784125490882,0.7911116114575117,0.1802705472875795,Kuderna et al
522,3,61,67,fitSYM,0,0,0.04224243046428896,0.33234968051006153,0.6254078890256496,Olivier et al
523,3,62,57,fitSYM,0,0,0.03128862003915766,0.7265199312453885,0.24219144871545384,Kuderna et al
524,3,62,67,fitSYM,0,0,0.04841534268815413,0.2788695203704894,0.6727151369413564,Olivier et al
525,3,63,57,fitSYM,0,0,0.013727333903360998,0.7994562155402068,0.1868164505564321,Kuderna et al
526,3,63,67,fitSYM,0,0,0.02889889310743294,0.27227837153829043,0.6988227353542766,Olivier et al
527,3,64,57,fitSYM,0,0,0.0057035657155959825,0.5363795368167833,0.4579168974676207,Kuderna et al
528,3,64,67,fitSYM,0,0,0.0592655985913423,0.28215007545843734,0.6585843259502204,Olivier et al
529,3,65,57,fitSYM,0,0,0.013099025140282576,0.47937090141299765,0.5075300734467197,Kuderna et al
530,3,65,67,fitSYM,0,0,0.03191150718790015,0.3613714572706392,0.6067170355414607,Olivier et al
531,3,66,57,fitSYM,0,0,0.021189936105303283,0.8327024020003918,0.14610766189430485,Kuderna et al
532,3,66,67,fitSYM,0,0,0.009221933352513544,0.12497656580521183,0.8658015008422746,Olivier et al
533,3,67,57,fitSYM,0,0,0.011290511513916386,2.2653007754876163e-5,0.9886868354783288,Kuderna et al
534,3,67,67,fitSYM,0,0,0.03852065998731633,0.33031730152771005,0.6311620384849735,Olivier et al
535,3,68,57,fitSYM,0,0,0.007375169081685711,0.19588807697123178,0.7967367539470825,Kuderna et al
536,3,68,67,fitSYM,0,0,0.04282475000613647,0.3323450665982339,0.6248301833956297,Olivier et al
537,3,69,57,fitSYM,0,0,0.005450823458063687,0.5149046587576743,0.4796445177842619,Kuderna et al
538,3,69,67,fitSYM,0,0,0.03027566916250771,0.28250916042845725,0.687215170409035,Olivier et al
539,3,70,57,fitSYM,0,0,0.022361407579904007,0.7715249077044343,0.2061136847156617,Kuderna et al
540,3,70,67,fitSYM,0,0,0.02868295232489732,0.19835233330445198,0.7729647143706507,Olivier et al
541,3,71,57,fitSYM,0,0,0.021189936111781056,0.8327024019761458,0.1461076619120731,Kuderna et al
542,3,71,67,fitSYM,0,0,0.03075815524735587,0.16986042245638522,0.7993814222962589,Olivier et al
543,3,72,57,fitSYM,0,0,0.011367892159010035,0.3259045756423156,0.6627275321986743,Kuderna et al
544,3,72,67,fitSYM,0,0,0.007577022688510768,0.10549258503514049,0.8869303922763487,Olivier et al
545,3,73,57,fitSYM,0,0,0.021189936107644008,0.8327024019950439,0.14610766189731222,Kuderna et al
546,3,73,67,fitSYM,0,0,0.03606175635896475,0.187661153301793,0.7762770903392422,Olivier et al
547,3,74,57,fitSYM,0,0,0.008752666977536471,5.97019885459256e-5,0.9911876310339176,Kuderna et al
548,3,74,67,fitSYM,0,0,0.04452184045127564,0.22187372646931106,0.7336044330794133,Olivier et al
549,3,75,57,fitSYM,0,0,0.00819390523687979,0.47796770204534716,0.5138383927177731,Kuderna et al
550,3,75,67,fitSYM,0,0,0.03474727763054972,0.2482403772709863,0.717012345098464,Olivier et al
551,3,76,57,fitSYM,0,0,0.0038525006887811498,0.40271635596821703,0.5934311433430018,Kuderna et al
552,3,76,67,fitSYM,0,0,0.02561748415037375,0.23811129941379516,0.7362712164358312,Olivier et al
553,3,77,57,fitSYM,0,0,0.02705318510697582,0.6976639471218511,0.2752828677711731,Kuderna et al
554,3,77,67,fitSYM,0,0,0.0254013227685596,0.23819877992689426,0.7363998973045462,Olivier et al
555,3,78,57,fitSYM,0,0,0.014414422673235594,0.5190302109283068,0.46655536639845757,Kuderna et al
556,3,78,67,fitSYM,0,0,0.01637973166576543,0.19594149511529052,0.7876787732189441,Olivier et al
557,3,79,57,fitSYM,0,0,0.01035415748134633,0.8259426983731953,0.16370314414545825,Kuderna et al
558,3,79,67,fitSYM,0,0,0.021953888503185137,0.30830627052297416,0.6697398409738408,Olivier et al
559,3,80,57,fitSYM,0,0,0.012874287330522184,0.8557132886361756,0.13141242403330228,Kuderna et al
560,3,80,67,fitSYM,0,0,0.036991665140286414,0.2473375299204351,0.7156708049392785,Olivier et al
561,3,81,57,fitSYM,0,0,0.016037104032488304,0.6978850280271313,0.28607786794038054,Kuderna et al
562,3,81,67,fitSYM,0,0,0.058772866377281185,0.28557256442503004,0.6556545691976888,Olivier et al
563,3,82,57,fitSYM,0,0,0.01244594377900081,0.8949817629996646,0.09257229322133462,Kuderna et al
564,3,82,67,fitSYM,0,0,0.029223775720426996,0.2801137132810522,0.6906625109985207,Olivier et al
565,3,83,57,fitSYM,0,0,0.013099025130441975,0.4793709017579293,0.5075300731116287,Kuderna et al
566,3,83,67,fitSYM,0,0,0.05122503567453658,0.3070490857972658,0.6417258785281976,Olivier et al
567,3,84,57,fitSYM,0,0,0.0057035657241978925,0.5363795368974249,0.45791689737837715,Kuderna et al
568,3,84,67,fitSYM,0,0,0.024365417667781643,0.22144606571734515,0.7541885166148732,Olivier et al
569,3,85,57,fitSYM,0,0,0.017331168614391153,0.7091118391310298,0.27355699225457913,Kuderna et al
570,3,85,67,fitSYM,0,0,0.01974358688417344,0.24666507907359292,0.7335913340422336,Olivier et al
571,3,86,57,fitSYM,0,0,0.012644042974915167,0.41581388277788656,0.5715420742471983,Kuderna et al
572,3,86,67,fitSYM,0,0,0.052482912303006536,0.31295945469313713,0.6345576330038563,Olivier et al
573,3,87,57,fitSYM,0,0,0.005703565719334864,0.5363795368848951,0.45791689739577,Kuderna et al
574,3,87,67,fitSYM,0,0,0.03070624835277381,0.27968201563066614,0.6896117360165601,Olivier et al
575,3,88,57,fitSYM,0,0,0.007339976732304963,0.418423993430845,0.5742360298368501,Kuderna et al
576,3,88,67,fitSYM,0,0,0.006638419912319346,0.13563764322305302,0.8577239368646277,Olivier et al
577,3,89,57,fitSYM,0,0,0.006816466849465059,3.1991818306397114e-4,0.992863614967471,Kuderna et al
578,3,89,67,fitSYM,0,0,0.05080446342177184,0.3100643415676117,0.6391311950106164,Olivier et al
579,3,90,57,fitSYM,0,0,0.022361407265495983,0.7715249092608757,0.20611368347362838,Kuderna et al
580,3,90,67,fitSYM,0,0,0.02383344302248862,0.23218248770834427,0.7439840692691672,Olivier et al
581,3,91,57,fitSYM,0,0,0.01110462153738476,0.3744740010037422,0.6144213774588732,Kuderna et al
582,3,91,67,fitSYM,0,0,0.025248558045988426,0.16610714737185894,0.8086442945821526,Olivier et al
583,3,92,57,fitSYM,0,0,0.024672154659175716,0.8811977175607041,0.09413012778012024,Kuderna et al
584,3,92,67,fitSYM,0,0,0.0177185023296621,0.15449818578907726,0.8277833118812605,Olivier et al
585,3,93,57,fitSYM,0,0,0.007502599167527661,0.6761805829815513,0.3163168178509211,Kuderna et al
586,3,93,67,fitSYM,0,0,0.007538567697185445,0.15046411717461666,0.8419973151281979,Olivier et al
587,3,94,57,fitSYM,0,0,0.010779946504158387,0.5990828465055511,0.39013720699029053,Kuderna et al
588,3,94,67,fitSYM,0,0,0.05923555339256067,0.2845201296013494,0.65624431700609,Olivier et al
589,3,95,57,fitSYM,0,0,0.042470728546414635,0.8581090970458684,0.09942017440771708,Kuderna et al
590,3,95,67,fitSYM,0,0,0.012488390041540688,0.10680523358816314,0.8807063763702961,Olivier et al
591,3,96,57,fitSYM,0,0,0.005450823426268546,0.5149046588979393,0.479644517675792,Kuderna et al
592,3,96,67,fitSYM,0,0,0.00903945124139691,0.09017532886672117,0.9007852198918819,Olivier et al
593,3,97,57,fitSYM,0,0,0.00938278297636936,0.5351033808449238,0.4555138361787068,Kuderna et al
594,3,97,67,fitSYM,0,0,0.03762905042393248,0.3398070551555326,0.6225638944205348,Olivier et al
595,3,98,57,fitSYM,0,0,0.011149478469987815,0.5956511684557843,0.39319935307422793,Kuderna et al
596,3,98,67,fitSYM,0,0,0.00985716018831409,0.1310649109828857,0.8590779288288002,Olivier et al
597,3,99,57,fitSYM,0,0,0.022361407208960522,0.7715249095475057,0.20611368324353369,Kuderna et al
598,3,99,67,fitSYM,0,0,0.0016579532340780074,0.02424767656439414,0.9740943702015279,Olivier et al
599,3,100,57,fitSYM,0,0,0.00866735013879424,0.38758575472351625,0.6037468951376895,Kuderna et al
600,3,100,67,fitSYM,0,0,0.04871933338487002,0.30078507863430837,0.6504955879808216,Olivier et al
601,4,1,60,fitSYM,0,0,0.49370628074060763,0.48206262356923,0.024231095690162373,Kuderna et al
602,4,1,67,fitSYM,0,0,0.05009090432159615,0.2728983255940644,0.6770107700843394,Olivier et al
603,4,2,60,fitSYM,0,0,0.3235253338418323,0.5629290807397352,0.11354558541843246,Kuderna et al
604,4,2,67,fitSYM,0,0,0.026156388536113167,0.22696155987086356,0.7468820515930232,Olivier et al
605,4,3,60,fitSYM,0,0,0.5487552691963276,0.43127471059328165,0.01997002021039085,Kuderna et al
606,4,3,67,fitSYM,0,0,0.03522717070037756,0.24280660276021504,0.7219662265394073,Olivier et al
607,4,4,60,fitSYM,0,0,0.5023160587317035,0.4759711377183321,0.02171280354996446,Kuderna et al
608,4,4,67,fitSYM,0,0,0.017664033036789734,0.1546863682576552,0.8276495987055551,Olivier et al
609,4,5,60,fitSYM,0,0,0.4713960659251007,0.503226726198044,0.025377207876855285,Kuderna et al
610,4,5,67,fitSYM,0,0,0.028458203459699093,0.2735233975102535,0.6980183990300474,Olivier et al
611,4,6,60,fitSYM,0,0,0.4937062807286929,0.48206262358195134,0.024231095689355886,Kuderna et al
612,4,6,67,fitSYM,0,0,0.0014925541002783795,0.012317375043743214,0.9861900708559784,Olivier et al
613,4,7,60,fitSYM,0,0,0.516435691704028,0.4733015525087754,0.010262755787196636,Kuderna et al
614,4,7,67,fitSYM,0,0,0.012037188875964602,0.08367574582622882,0.9042870652978066,Olivier et al
615,4,8,60,fitSYM,0,0,0.6693517991924881,0.0015032038530270243,0.32914499695448485,Kuderna et al
616,4,8,67,fitSYM,0,0,0.008694589448257257,0.11996869447652599,0.8713367160752168,Olivier et al
617,4,9,60,fitSYM,0,0,0.47969908168711023,0.5055691867078764,0.01473173160501342,Kuderna et al
618,4,9,67,fitSYM,0,0,0.05097366798829189,0.3092478340742298,0.6397784979374783,Olivier et al
619,4,10,60,fitSYM,0,0,0.4489876152947642,0.526171050679991,0.024841334025244764,Kuderna et al
620,4,10,67,fitSYM,0,0,0.02839346088826,0.27294534841573637,0.6986611906960036,Olivier et al
621,4,11,60,fitSYM,0,0,0.548755269171539,0.431274710618688,0.01997002020977296,Kuderna et al
622,4,11,67,fitSYM,0,0,0.014613815538528344,0.11644332414059586,0.8689428603208758,Olivier et al
623,4,12,60,fitSYM,0,0,0.44898761530282677,0.5261710506729039,0.02484133402426928,Kuderna et al
624,4,12,67,fitSYM,0,0,0.051486379009815335,0.3038943359671558,0.6446192850230288,Olivier et al
625,4,13,60,fitSYM,0,0,0.45651687721079187,0.524780581556789,0.01870254123241915,Kuderna et al
626,4,13,67,fitSYM,0,0,0.038209150421928365,0.19161325404102744,0.7701775955370442,Olivier et al
627,4,14,60,fitSYM,0,0,0.31416723199802027,0.5879967320779743,0.09783603592400535,Kuderna et al
628,4,14,67,fitSYM,0,0,0.04239295550068446,0.2239319909852901,0.7336750535140254,Olivier et al
629,4,15,60,fitSYM,0,0,0.4519645309481629,0.5228055633535079,0.025229905698329114,Kuderna et al
630,4,15,67,fitSYM,0,0,0.04707606268762712,0.300180276473582,0.6527436608387909,Olivier et al
631,4,16,60,fitSYM,0,0,0.541463504741237,0.44946655673415203,0.009069938524610943,Kuderna et al
632,4,16,67,fitSYM,0,0,0.008999441807960844,0.09189424944306854,0.8991063087489706,Olivier et al
633,4,17,60,fitSYM,0,0,0.4313733612761471,0.5399490242998709,0.028677614423981982,Kuderna et al
634,4,17,67,fitSYM,0,0,0.03256810548931076,0.20315245859915665,0.7642794359115326,Olivier et al
635,4,18,60,fitSYM,0,0,0.4921920846337195,0.48631785694779506,0.02149005841848547,Kuderna et al
636,4,18,67,fitSYM,0,0,0.011295743659093364,0.1316108453183068,0.8570934110225998,Olivier et al
637,4,19,60,fitSYM,0,0,0.9738042690899215,0.012921822587054389,0.013273908323024148,Kuderna et al
638,4,19,67,fitSYM,0,0,0.00936409587000836,0.12598638869677997,0.8646495154332117,Olivier et al
639,4,20,60,fitSYM,0,0,0.3993787677340113,0.5703591623563729,0.030262069909615857,Kuderna et al
640,4,20,67,fitSYM,0,0,0.06063595219812998,0.2857179356626711,0.653646112139199,Olivier et al
641,4,21,60,fitSYM,0,0,0.5016903928357356,0.48730302191242786,0.011006585251836627,Kuderna et al
642,4,21,67,fitSYM,0,0,0.057524010328411354,0.2834823372162635,0.6589936524553252,Olivier et al
643,4,22,60,fitSYM,0,0,0.3430021957102774,0.5635651275128383,0.09343267677688434,Kuderna et al
644,4,22,67,fitSYM,0,0,0.022299483042627417,0.2993108611266058,0.6783896558307668,Olivier et al
645,4,23,60,fitSYM,0,0,0.3536965955294318,0.5580161313281671,0.08828727314240112,Kuderna et al
646,4,23,67,fitSYM,0,0,0.04828480342167015,0.29668380930948635,0.6550313872688435,Olivier et al
647,4,24,60,fitSYM,0,0,0.30329250444859635,0.5896110551018341,0.1070964404495697,Kuderna et al
648,4,24,67,fitSYM,0,0,0.010708019096153109,0.10352774310569161,0.8857642377981553,Olivier et al
649,4,25,60,fitSYM,0,0,0.36686826836359004,0.6000706416825566,0.03306108995385332,Kuderna et al
650,4,25,67,fitSYM,0,0,0.0013215492907374155,0.02807648878881996,0.9706019619204426,Olivier et al
651,4,26,60,fitSYM,0,0,0.39916829199708265,0.5743858118459141,0.026445896157003337,Kuderna et al
652,4,26,67,fitSYM,0,0,0.01474781416404083,0.1821114428417026,0.8031407429942565,Olivier et al
653,4,27,60,fitSYM,0,0,0.548578975480567,0.4338522903508874,0.01756873416854562,Kuderna et al
654,4,27,67,fitSYM,0,0,0.010431021281027368,0.14795733053705407,0.8416116481819186,Olivier et al
655,4,28,60,fitSYM,0,0,0.4996662392679661,0.4755165393884471,0.024817221343586864,Kuderna et al
656,4,28,67,fitSYM,0,0,0.006786396410125627,0.08238239838218249,0.9108312052076919,Olivier et al
657,4,29,60,fitSYM,0,0,0.37595776415844223,0.5912421547925297,0.0328000810490281,Kuderna et al
658,4,29,67,fitSYM,0,0,0.00221553966056744,0.027586979198326655,0.9701974811411059,Olivier et al
659,4,30,60,fitSYM,0,0,0.5206158497718492,0.4669228783230493,0.012461271905101655,Kuderna et al
660,4,30,67,fitSYM,0,0,0.05802633070376453,0.28694005858495764,0.6550336107112779,Olivier et al
661,4,31,60,fitSYM,0,0,0.31516234002082694,0.6136991745600049,0.0711384854191682,Kuderna et al
662,4,31,67,fitSYM,0,0,0.02538534164958276,0.2228455559749825,0.7517691023754347,Olivier et al
663,4,32,60,fitSYM,0,0,0.2551135941091615,0.58155503765118155,0.1633313682396569,Kuderna et al
664,4,32,67,fitSYM,0,0,0.007685835855584782,0.10514839471083592,0.8871657694335793,Olivier et al
665,4,33,60,fitSYM,0,0,0.3668682683725838,0.6000706416708319,0.033061089956584334,Kuderna et al
666,4,33,67,fitSYM,0,0,0.039546545393996095,0.2972203273079966,0.6632331272980074,Olivier et al
667,4,34,60,fitSYM,0,0,0.5487552691779307,0.4312747106110506,0.019970020211018666,Kuderna et al
668,4,34,67,fitSYM,0,0,0.01511317316776935,0.13270932506808694,0.8521775017641436,Olivier et al
669,4,35,60,fitSYM,0,0,0.5487552692008143,0.43127471058712186,0.01997002021206375,Kuderna et al
670,4,35,67,fitSYM,0,0,0.013699718170332815,0.09142370318622656,0.8948765786434406,Olivier et al
671,4,36,60,fitSYM,0,0,0.9738046285984979,0.012921928121283701,0.013273443280218507,Kuderna et al
672,4,36,67,fitSYM,0,0,0.023807137201970092,0.2576580382542197,0.7185348245438102,Olivier et al
673,4,37,60,fitSYM,0,0,0.4901898757418039,0.49549493552530555,0.014315188732890565,Kuderna et al
674,4,37,67,fitSYM,0,0,0.06524277490631109,0.24209114004306773,0.6926660850506212,Olivier et al
675,4,38,60,fitSYM,0,0,0.5206158489165579,0.46692287913815156,0.012461271945290665,Kuderna et al
676,4,38,67,fitSYM,0,0,0.05873176643494379,0.28115174541690247,0.6601164881481538,Olivier et al
677,4,39,60,fitSYM,0,0,0.9738047004067691,0.012921955116524362,0.013273344476706406,Kuderna et al
678,4,39,67,fitSYM,0,0,0.05181472482293232,0.3014796861400331,0.6467055890370346,Olivier et al
679,4,40,60,fitSYM,0,0,0.343002195700246,0.563565127513778,0.09343267678597608,Kuderna et al
680,4,40,67,fitSYM,0,0,0.010119234412551237,0.15052871620473482,0.839352049382714,Olivier et al
681,4,41,60,fitSYM,0,0,0.4996662392135857,0.47551653945060995,0.024817221335804274,Kuderna et al
682,4,41,67,fitSYM,0,0,0.03992752812707827,0.3303554524153518,0.62971701945757,Olivier et al
683,4,42,60,fitSYM,0,0,0.4663542526440491,0.5056663964414666,0.02797935091448429,Kuderna et al
684,4,42,67,fitSYM,0,0,0.02907579741954874,0.27045981466108143,0.7004643879193698,Olivier et al
685,4,43,60,fitSYM,0,0,0.4552496427842812,0.5281371540694453,0.016613203146273594,Kuderna et al
686,4,43,67,fitSYM,0,0,0.02503883624404492,0.24111227587133946,0.7338488878846156,Olivier et al
687,4,44,60,fitSYM,0,0,0.5120574659207022,0.4763758330557823,0.011566701023515575,Kuderna et al
688,4,44,67,fitSYM,0,0,0.03046511169560009,0.23877923172006382,0.7307556565843362,Olivier et al
689,4,45,60,fitSYM,0,0,0.549294708791892,0.4406476669403942,0.010057624267713734,Kuderna et al
690,4,45,67,fitSYM,0,0,0.009688233464131066,0.10115783993823604,0.8891539265976329,Olivier et al
691,4,46,60,fitSYM,0,0,0.548578976969272,0.43385228882997445,0.017568734200753534,Kuderna et al
692,4,46,67,fitSYM,0,0,0.0013198434111500992,0.014767362819324307,0.9839127937695256,Olivier et al
693,4,47,60,fitSYM,0,0,0.49018987566229255,0.4954949355863777,0.014315188751329717,Kuderna et al
694,4,47,67,fitSYM,0,0,0.014679445315510426,0.11690408351097316,0.8684164711735164,Olivier et al
695,4,48,60,fitSYM,0,0,0.28866897014224474,0.6130075432767051,0.09832348658105022,Kuderna et al
696,4,48,67,fitSYM,0,0,0.009453499208331752,0.08189752960477015,0.9086489711868981,Olivier et al
697,4,49,60,fitSYM,0,0,0.4489876153226645,0.5261710506473901,0.02484133402994541,Kuderna et al
698,4,49,67,fitSYM,0,0,0.005196808219945266,0.06705508271103705,0.9277481090690177,Olivier et al
699,4,50,60,fitSYM,0,0,0.40311138825053805,0.5700690002477754,0.026819611501686665,Kuderna et al
700,4,50,67,fitSYM,0,0,0.03996607506865374,0.33645452945899107,0.6235793954723552,Olivier et al
701,4,51,60,fitSYM,0,0,0.4489876152996128,0.5261710506750966,0.02484133402529065,Kuderna et al
702,4,51,67,fitSYM,0,0,0.0322235408163087,0.3215452606514242,0.6462311985322671,Olivier et al
703,4,52,60,fitSYM,0,0,0.5120574659283249,0.47637583304957615,0.01156670102209895,Kuderna et al
704,4,52,67,fitSYM,0,0,0.00812284174886018,0.11836909868711817,0.8735080595640217,Olivier et al
705,4,53,60,fitSYM,0,0,0.45196453095540073,0.5228055633490107,0.025229905695588577,Kuderna et al
706,4,53,67,fitSYM,0,0,0.05180969251508889,0.30749467129199803,0.640695636192913,Olivier et al
707,4,54,60,fitSYM,0,0,0.49219208445502505,0.48631785711965375,0.021490058425321184,Kuderna et al
708,4,54,67,fitSYM,0,0,0.01717024346555603,0.15138682316625093,0.8314429333681931,Olivier et al
709,4,55,60,fitSYM,0,0,0.3759577640992272,0.5912421548652854,0.03280008103548736,Kuderna et al
710,4,55,67,fitSYM,0,0,0.03642764781900198,0.1872536832513174,0.7763186689296807,Olivier et al
711,4,56,60,fitSYM,0,0,0.49370628063073374,0.482062623757842,0.0242310956114243,Kuderna et al
712,4,56,67,fitSYM,0,0,0.024834028169148366,0.23202474833989775,0.7431412234909539,Olivier et al
713,4,57,60,fitSYM,0,0,0.43049223843276635,0.5497460639994579,0.019761697567775852,Kuderna et al
714,4,57,67,fitSYM,0,0,0.055644098746286334,0.24636695259761082,0.6979889486561028,Olivier et al
715,4,58,60,fitSYM,0,0,0.512722966222579,0.46355813268768836,0.023718901089732715,Kuderna et al
716,4,58,67,fitSYM,0,0,0.02415644923297371,0.2320919479429024,0.7437516028241239,Olivier et al
717,4,59,60,fitSYM,0,0,0.4804884264465371,0.5028860701265611,0.016625503426901982,Kuderna et al
718,4,59,67,fitSYM,0,0,0.03987341122969415,0.32647491548444035,0.6336516732858655,Olivier et al
719,4,60,60,fitSYM,0,0,0.3542602695991702,0.5799851844196854,0.06575454598114439,Kuderna et al
720,4,60,67,fitSYM,0,0,0.027921822513294968,0.269429837831102,0.702648339655603,Olivier et al
721,4,61,60,fitSYM,0,0,0.5485789762073167,0.4338522896091467,0.017568734183536633,Kuderna et al
722,4,61,67,fitSYM,0,0,0.031149653288067722,0.35531345294229977,0.6135368937696326,Olivier et al
723,4,62,60,fitSYM,0,0,0.3763221557447467,0.5931750416445388,0.03050280261071444,Kuderna et al
724,4,62,67,fitSYM,0,0,0.01336316014343558,0.08980945877092202,0.8968273810856424,Olivier et al
725,4,63,60,fitSYM,0,0,0.3783970661778502,0.5490278418981569,0.07257509192399289,Kuderna et al
726,4,63,67,fitSYM,0,0,0.007145812559713416,0.08574707483452151,0.907107112605765,Olivier et al
727,4,64,60,fitSYM,0,0,0.4125438211850214,0.5585048839389226,0.028951294876055977,Kuderna et al
728,4,64,67,fitSYM,0,0,0.00668912418326905,0.13794258954792676,0.8553682862688042,Olivier et al
729,4,65,60,fitSYM,0,0,0.3536965954983193,0.5580161313599813,0.08828727314169954,Kuderna et al
730,4,65,67,fitSYM,0,0,0.011736508334409325,0.13947897622968256,0.8487845154359082,Olivier et al
731,4,66,60,fitSYM,0,0,0.35161369513228735,0.5451066507413876,0.103279654126325,Kuderna et al
732,4,66,67,fitSYM,0,0,0.011329644543703239,0.13577068051609298,0.8528996749402038,Olivier et al
733,4,67,60,fitSYM,0,0,0.41615635613354957,0.5582364441286947,0.025607199737755784,Kuderna et al
734,4,67,67,fitSYM,0,0,0.025977921230244557,0.18637699239257566,0.7876450863771799,Olivier et al
735,4,68,60,fitSYM,0,0,0.5485789753177901,0.43385229051886215,0.017568734163347855,Kuderna et al
736,4,68,67,fitSYM,0,0,0.006523314004872725,0.10878418236555316,0.8846925036295742,Olivier et al
737,4,69,60,fitSYM,0,0,0.5485789766858321,0.43385228912158713,0.017568734192580853,Kuderna et al
738,4,69,67,fitSYM,0,0,0.008045445907090798,0.07280838865540908,0.9191461654375002,Olivier et al
739,4,70,60,fitSYM,0,0,0.49966623926453213,0.47551653939231614,0.024817221343151567,Kuderna et al
740,4,70,67,fitSYM,0,0,0.049417899560118786,0.2958151112271216,0.6547669892127596,Olivier et al
741,4,71,60,fitSYM,0,0,0.5485789758682992,0.4338522899587474,0.01756873417295326,Kuderna et al
742,4,71,67,fitSYM,0,0,0.031226565020541813,0.20634930125522036,0.7624241337242379,Olivier et al
743,4,72,60,fitSYM,0,0,0.3643236788613686,0.6056815278336716,0.029994793304959855,Kuderna et al
744,4,72,67,fitSYM,0,0,0.014013073126843259,0.09285980548960482,0.893127121383552,Olivier et al
745,4,73,60,fitSYM,0,0,0.5065750320962407,0.4829908094779487,0.010434158425810688,Kuderna et al
746,4,73,67,fitSYM,0,0,0.01566237819571496,0.29468698261234644,0.6896506391919386,Olivier et al
747,4,74,60,fitSYM,0,0,0.3994070537869068,0.5712904526319184,0.029302493581174878,Kuderna et al
748,4,74,67,fitSYM,0,0,0.03518899286810842,0.2443434725213179,0.7204675346105737,Olivier et al
749,4,75,60,fitSYM,0,0,0.3376845553874563,0.5599256018759584,0.10238984273658526,Kuderna et al
